"GeographyCode","QS802EW0001","QS802EW0002","QS802EW0003","QS802EW0004","QS802EW0005","QS802EW0006","QS802EW0007","QS802EW0008","QS802EW0009","QS802EW0010","QS802EW0011","QS802EW0012","QS802EW0013","QS802EW0014","QS802EW0015","QS802EW0016","QS802EW0017","QS802EW0018"
"E00004457",246,158,9,4,2,3,1,3,3,19,17,20,7,0,0,0,0,0
"E00004458",440,294,16,7,3,9,5,4,8,26,25,34,4,1,3,1,0,0
"E00004459",310,194,9,2,3,10,1,7,5,25,24,25,4,0,1,0,0,0
"E00004460",220,147,3,6,2,4,1,3,9,16,19,5,4,1,0,0,0,0
"E00004461",388,229,10,9,8,17,4,7,12,25,29,24,11,0,3,0,0,0
"E00004462",237,184,4,3,0,3,0,4,3,13,11,12,0,0,0,0,0,0
"E00004463",364,218,14,9,2,11,2,9,4,30,33,24,3,0,4,1,0,0
"E00004464",110,60,1,2,0,3,1,2,2,10,7,6,13,2,1,0,0,0
"E00004465",373,270,11,3,2,7,2,2,17,24,11,18,4,1,1,0,0,0
"E00004466",220,136,5,2,1,2,0,3,3,21,29,15,2,1,0,0,0,0
"E00004467",304,215,14,3,0,1,0,2,11,29,13,12,3,1,0,0,0,0
"E00004468",516,340,17,13,6,11,4,9,17,37,29,30,3,0,0,0,0,0
"E00004469",262,178,4,2,4,5,1,2,1,17,19,25,2,2,0,0,0,0
"E00004470",329,218,8,10,1,11,1,3,6,27,15,26,1,0,2,0,0,0
"E00004471",218,137,8,1,1,0,0,4,3,14,25,20,3,2,0,0,0,0
"E00004472",356,194,16,11,5,9,1,4,13,28,21,42,10,0,2,0,0,0
"E00004473",240,153,5,4,4,2,0,4,1,22,13,23,8,0,0,1,0,0
"E00004474",362,244,3,2,3,5,0,6,8,31,29,28,3,0,0,0,0,0
"E00004475",291,180,11,6,7,14,2,4,6,24,15,17,3,1,1,0,0,0
"E00004476",352,217,15,6,3,9,4,10,4,21,21,32,8,1,1,0,0,0
"E00004477",298,178,7,9,2,8,2,5,9,21,21,30,5,0,1,0,0,0
"E00004478",438,258,15,5,1,6,1,9,12,46,52,25,7,1,0,0,0,0
"E00004479",294,165,10,4,4,10,5,9,6,29,23,24,2,3,0,0,0,0
"E00004480",243,157,7,3,0,2,0,5,8,24,14,19,4,0,0,0,0,0
"E00004481",313,227,14,4,2,7,1,2,2,15,15,16,6,0,1,1,0,0
"E00004482",293,235,7,1,4,4,0,0,2,9,15,14,2,0,0,0,0,0
"E00004483",284,209,9,2,1,5,2,1,6,18,16,11,4,0,0,0,0,0
"E00004484",299,231,9,6,3,3,0,3,7,14,9,12,2,0,0,0,0,0
"E00004485",274,200,5,2,1,4,0,2,7,24,16,11,1,0,0,1,0,0
"E00004486",276,205,6,3,3,1,2,1,1,18,14,18,4,0,0,0,0,0
"E00004487",213,157,1,4,3,0,0,2,8,11,11,11,4,0,1,0,0,0
"E00004488",211,164,4,5,4,3,0,2,2,12,3,8,1,2,1,0,0,0
"E00004489",284,205,6,4,3,3,1,3,1,14,17,24,3,0,0,0,0,0
"E00004490",247,157,15,12,1,3,0,3,2,19,15,17,1,0,2,0,0,0
"E00004491",301,217,14,2,2,7,1,5,5,17,15,12,2,0,1,1,0,0
"E00004492",325,237,10,4,0,7,0,0,5,15,18,21,8,0,0,0,0,0
"E00004493",229,149,7,1,0,2,0,3,5,28,14,17,3,0,0,0,0,0
"E00004494",393,279,18,6,2,6,1,4,2,27,11,25,10,1,0,1,0,0
"E00004495",256,198,8,4,0,3,0,2,1,13,6,16,3,0,2,0,0,0
"E00004496",343,227,23,4,0,5,0,3,7,16,24,29,5,0,0,0,0,0
"E00004497",260,195,4,2,4,4,0,2,6,12,16,11,4,0,0,0,0,0
"E00004498",332,229,13,3,2,8,1,7,3,23,20,19,3,0,0,0,0,1
"E00004499",393,291,12,5,3,7,2,2,6,18,20,13,11,1,1,0,1,0
"E00004500",169,127,2,0,1,1,0,1,4,12,10,9,1,0,0,0,1,0
"E00004501",116,91,3,0,0,0,0,0,2,10,4,5,1,0,0,0,0,0
"E00004502",254,170,5,5,4,11,1,0,4,23,8,18,5,0,0,0,0,0
"E00004503",209,145,5,1,1,2,1,4,4,11,17,9,9,0,0,0,0,0
"E00004504",352,255,12,3,1,5,1,3,5,11,24,26,5,0,0,1,0,0
"E00004505",291,203,6,0,3,4,1,2,6,23,20,18,3,0,1,1,0,0
"E00004506",286,201,15,5,2,5,2,3,4,20,18,9,2,0,0,0,0,0
"E00004507",259,175,10,6,0,4,0,2,6,9,17,23,6,0,0,0,0,1
"E00004508",292,230,4,3,3,4,0,3,4,14,14,11,2,0,0,0,0,0
"E00004509",328,251,8,6,1,8,1,8,1,15,10,16,2,1,0,0,0,0
"E00004510",303,224,9,1,1,3,1,4,4,21,20,13,0,1,1,0,0,0
"E00004511",339,246,11,1,0,3,4,2,6,25,14,23,3,1,0,0,0,0
"E00004512",269,193,8,2,2,1,0,0,5,16,18,22,2,0,0,0,0,0
"E00004513",273,220,7,3,0,5,1,1,3,10,13,9,1,0,0,0,0,0
"E00004514",284,219,14,3,1,5,3,2,2,12,13,7,3,0,0,0,0,0
"E00004515",259,180,9,2,0,5,1,3,4,20,19,13,1,0,2,0,0,0
"E00004516",357,293,11,1,0,2,2,4,5,16,15,7,0,0,1,0,0,0
"E00004517",268,177,13,7,1,5,2,5,8,12,16,20,1,1,0,0,0,0
"E00004518",247,177,8,3,2,4,1,3,2,18,17,11,1,0,0,0,0,0
"E00004519",274,200,10,3,1,3,0,2,5,11,17,17,4,0,0,0,1,0
"E00004520",259,132,12,1,1,12,5,5,7,25,21,29,8,0,1,0,0,0
"E00004521",259,157,6,3,0,3,1,6,16,23,25,14,4,1,0,0,0,0
"E00004522",197,84,3,2,1,2,1,10,10,18,37,18,8,1,2,0,0,0
"E00004523",548,292,16,5,6,11,4,6,13,72,71,42,8,0,1,1,0,0
"E00004524",367,208,6,2,2,13,1,12,30,31,29,29,4,0,0,0,0,0
"E00004525",254,139,6,6,1,3,1,9,17,26,21,11,13,0,1,0,0,0
"E00004526",593,264,16,6,3,31,8,54,76,74,34,26,1,0,0,0,0,0
"E00004527",234,131,5,0,5,8,6,7,11,17,20,19,4,0,1,0,0,0
"E00004528",327,183,4,1,0,3,1,1,11,57,33,32,0,1,0,0,0,0
"E00004529",447,231,5,4,1,13,4,10,11,55,58,51,4,0,0,0,0,0
"E00004530",229,110,5,0,1,4,0,12,15,27,28,26,1,0,0,0,0,0
"E00004531",293,182,7,2,2,10,1,3,6,34,23,15,7,0,0,1,0,0
"E00004532",324,181,11,5,4,9,2,6,6,35,29,32,4,0,0,0,0,0
"E00004534",236,152,11,4,2,5,0,8,3,18,14,13,3,2,1,0,0,0
"E00004535",205,84,5,3,1,7,1,6,21,28,20,27,2,0,0,0,0,0
"E00004536",233,126,2,1,5,1,0,6,9,20,23,31,5,2,2,0,0,0
"E00004537",165,113,4,2,2,4,0,2,3,14,11,7,3,0,0,0,0,0
"E00004538",193,129,9,3,0,3,0,4,3,15,9,12,4,0,1,1,0,0
"E00004539",133,81,2,0,3,4,2,2,3,13,6,14,3,0,0,0,0,0
"E00004540",365,210,15,7,3,12,3,5,8,30,23,25,14,5,5,0,0,0
"E00004541",219,133,5,4,0,5,0,9,6,25,15,15,2,0,0,0,0,0
"E00004542",360,199,10,6,4,4,5,5,13,46,38,24,6,0,0,0,0,0
"E00004543",214,151,1,3,0,1,0,1,8,19,16,13,0,1,0,0,0,0
"E00004544",286,148,12,4,6,12,2,9,10,38,12,26,5,2,0,0,0,0
"E00004545",451,254,22,8,5,12,3,11,16,38,39,37,5,0,1,0,0,0
"E00004546",224,133,6,2,2,3,3,2,16,23,18,16,0,0,0,0,0,0
"E00004547",406,177,11,2,5,11,5,16,42,59,29,41,7,0,1,0,0,0
"E00004548",208,128,8,2,2,3,1,7,8,13,19,13,3,0,1,0,0,0
"E00004549",288,162,16,6,2,11,2,1,5,31,25,22,3,0,1,1,0,0
"E00004550",389,242,20,9,2,8,3,4,12,31,27,26,5,0,0,0,0,0
"E00004551",428,239,14,5,4,11,2,9,17,50,49,23,4,1,0,0,0,0
"E00004552",317,189,12,3,3,18,2,6,17,20,16,25,3,1,1,1,0,0
"E00004553",301,169,13,5,3,9,0,10,9,32,24,22,2,2,0,1,0,0
"E00004554",406,163,10,4,2,18,5,20,39,69,32,31,10,0,3,0,0,0
"E00004555",327,212,11,3,3,13,2,8,9,24,18,19,5,0,0,0,0,0
"E00004556",301,152,15,8,7,14,1,8,13,24,29,25,3,1,0,1,0,0
"E00004557",177,103,1,5,1,5,0,10,2,8,17,20,5,0,0,0,0,0
"E00004558",277,140,7,2,1,5,3,15,14,28,16,29,17,0,0,0,0,0
"E00004559",503,216,16,3,1,24,3,22,50,79,56,29,3,1,0,0,0,0
"E00004560",227,153,3,5,0,7,0,5,7,19,10,14,4,0,0,0,0,0
"E00004561",268,125,11,3,4,8,4,29,18,33,15,17,1,0,0,0,0,0
"E00004562",272,157,13,2,0,5,1,10,7,23,32,18,2,1,1,0,0,0
"E00004563",579,405,23,9,3,10,2,7,10,38,33,32,6,0,1,0,0,0
"E00004564",297,161,17,3,3,6,1,12,13,34,32,12,2,0,0,1,0,0
"E00004565",309,177,7,3,3,8,1,5,7,24,22,43,5,3,1,0,0,0
"E00004566",284,215,8,4,0,2,2,1,4,21,13,14,0,0,0,0,0,0
"E00004567",385,251,22,4,3,16,3,5,10,23,21,21,4,1,1,0,0,0
"E00004568",359,229,20,1,6,7,2,5,11,33,30,12,3,0,0,0,0,0
"E00004569",325,238,5,7,1,2,2,4,9,18,13,22,2,1,0,1,0,0
"E00004570",316,236,7,4,1,3,1,3,9,12,15,21,3,0,1,0,0,0
"E00004571",333,227,10,8,4,10,0,6,7,13,25,20,2,1,0,0,0,0
"E00004572",382,214,9,4,2,17,2,4,6,35,41,39,5,0,3,1,0,0
"E00004573",335,225,8,4,4,8,1,7,6,26,21,21,2,1,0,0,0,1
"E00004574",372,254,12,2,2,5,0,7,6,18,30,30,4,2,0,0,0,0
"E00004575",342,244,8,4,0,3,1,3,9,30,22,13,4,0,1,0,0,0
"E00004576",354,248,12,2,3,1,1,4,12,25,22,17,4,0,3,0,0,0
"E00004577",334,246,8,2,2,6,1,2,14,20,12,16,4,0,1,0,0,0
"E00004578",283,182,9,3,2,4,2,5,10,28,19,17,1,0,1,0,0,0
"E00004579",253,186,8,4,3,3,1,5,6,14,13,7,3,0,0,0,0,0
"E00004580",301,210,13,5,3,5,0,2,2,27,14,17,1,2,0,0,0,0
"E00004581",236,167,12,5,1,3,1,2,5,10,17,12,1,0,0,0,0,0
"E00004582",279,218,4,1,0,4,2,2,3,14,21,8,2,0,0,0,0,0
"E00004583",373,244,13,6,7,5,3,4,9,22,23,32,4,0,1,0,0,0
"E00004584",367,241,7,3,2,4,2,3,6,39,25,27,7,1,0,0,0,0
"E00004585",260,191,7,3,1,1,0,2,7,16,18,11,2,0,1,0,0,0
"E00004586",247,168,7,3,0,0,2,7,4,22,19,10,3,0,1,1,0,0
"E00004587",264,191,7,5,3,5,3,5,4,7,18,9,5,2,0,0,0,0
"E00004588",322,220,7,4,3,2,0,5,5,33,21,18,3,0,0,1,0,0
"E00004589",277,211,8,2,2,10,4,3,3,7,11,12,2,1,1,0,0,0
"E00004590",215,156,6,1,1,3,0,5,4,13,22,3,0,0,1,0,0,0
"E00004591",262,161,9,3,2,6,3,4,7,19,22,21,3,1,1,0,0,0
"E00004592",197,143,4,4,0,3,1,2,3,10,13,13,1,0,0,0,0,0
"E00004593",525,303,13,3,3,7,2,7,22,62,70,29,4,0,0,0,0,0
"E00004594",255,169,12,1,0,4,0,2,6,22,22,16,1,0,0,0,0,0
"E00004595",315,225,7,3,0,5,2,4,5,23,20,17,2,0,1,1,0,0
"E00004596",226,179,10,2,0,5,0,1,6,9,6,8,0,0,0,0,0,0
"E00004597",585,178,5,3,0,0,2,31,40,100,207,18,1,0,0,0,0,0
"E00004598",242,171,5,4,2,6,1,1,7,13,16,13,2,0,1,0,0,0
"E00004599",311,207,9,5,1,9,0,3,2,24,29,20,1,1,0,0,0,0
"E00004600",345,210,5,9,4,9,2,11,12,23,29,20,7,2,2,0,0,0
"E00004601",289,181,20,1,1,8,3,5,10,17,23,10,5,2,3,0,0,0
"E00004602",252,193,2,1,1,4,1,0,3,22,16,7,2,0,0,0,0,0
"E00004603",358,196,22,10,9,10,2,8,10,29,22,34,3,0,2,1,0,0
"E00004604",262,142,7,2,2,2,1,5,11,28,24,29,6,0,1,1,1,0
"E00004605",279,156,6,3,3,9,3,4,5,25,34,22,6,1,2,0,0,0
"E00004606",376,179,22,4,7,9,4,12,19,34,30,38,11,4,3,0,0,0
"E00004607",188,91,2,2,1,5,1,4,3,24,16,20,15,1,2,1,0,0
"E00004608",347,191,22,5,3,11,2,10,8,37,18,30,6,1,2,1,0,0
"E00004609",404,178,16,11,6,13,4,19,15,40,35,50,10,1,3,3,0,0
"E00004610",265,125,6,3,5,11,0,4,11,40,29,22,6,1,2,0,0,0
"E00004611",192,71,0,3,1,5,3,9,12,19,15,21,27,3,3,0,0,0
"E00004612",299,147,9,5,1,6,2,12,15,37,23,35,7,0,0,0,0,0
"E00004613",246,134,3,6,3,6,1,6,8,25,21,20,8,3,2,0,0,0
"E00004614",527,252,24,8,4,20,4,7,17,71,54,57,7,1,1,0,0,0
"E00004615",210,134,6,1,2,4,1,4,5,22,11,15,2,1,2,0,0,0
"E00004616",269,141,6,2,1,4,1,6,11,26,39,32,0,0,0,0,0,0
"E00004617",211,122,6,2,1,2,1,5,5,15,25,25,2,0,0,0,0,0
"E00004618",245,143,6,3,5,2,0,2,4,31,26,19,4,0,0,0,0,0
"E00004619",243,112,7,2,3,12,1,5,11,34,27,25,3,1,0,0,0,0
"E00004620",255,148,2,2,2,8,1,3,19,20,26,21,0,1,1,1,0,0
"E00004621",297,181,11,4,1,6,2,12,10,18,26,22,3,0,1,0,0,0
"E00004622",405,220,7,4,3,10,0,6,11,53,52,32,4,2,1,0,0,0
"E00004623",335,187,11,6,3,3,1,6,16,42,32,21,7,0,0,0,0,0
"E00004624",275,165,7,2,0,6,2,6,9,28,30,14,6,0,0,0,0,0
"E00004625",338,186,9,3,2,9,4,7,7,37,38,35,1,0,0,0,0,0
"E00004626",395,125,13,4,3,11,1,9,14,64,57,61,28,1,4,0,0,0
"E00004627",186,105,7,1,1,5,1,2,8,13,22,16,4,0,0,1,0,0
"E00004628",230,125,7,0,1,6,5,6,5,28,24,19,2,2,0,0,0,0
"E00004629",223,108,5,1,0,0,3,3,8,21,43,24,7,0,0,0,0,0
"E00004630",188,93,9,2,1,2,1,2,8,26,25,18,1,0,0,0,0,0
"E00004631",247,147,1,0,1,8,1,8,6,27,21,23,3,0,1,0,0,0
"E00004632",227,121,8,0,1,10,1,6,6,27,25,16,2,1,3,0,0,0
"E00004633",336,155,15,13,6,19,2,9,9,32,25,32,11,1,4,3,0,0
"E00004634",283,160,11,5,3,7,3,4,10,24,28,26,1,0,0,1,0,0
"E00004635",299,166,15,7,2,12,3,6,9,18,28,30,2,0,1,0,0,0
"E00004636",266,155,9,4,1,6,2,6,12,19,24,24,2,1,1,0,0,0
"E00004637",239,113,7,4,1,8,2,6,17,28,27,17,8,1,0,0,0,0
"E00004638",308,168,10,3,0,7,1,4,10,32,42,28,2,1,0,0,0,0
"E00004639",205,112,12,3,6,2,2,2,7,18,27,13,0,0,1,0,0,0
"E00004640",336,169,6,9,8,16,2,5,11,34,35,34,5,2,0,0,0,0
"E00004641",364,193,14,9,6,16,2,9,6,36,30,38,3,1,1,0,0,0
"E00004642",344,193,13,3,3,9,8,5,14,29,29,24,10,2,2,0,0,0
"E00004643",353,178,14,6,5,4,7,5,4,40,45,32,12,0,1,0,0,0
"E00004644",369,207,20,12,5,10,3,13,7,30,31,25,5,0,0,1,0,0
"E00004645",172,76,5,0,1,4,0,5,5,25,20,27,4,0,0,0,0,0
"E00004646",268,149,11,4,2,6,2,13,8,23,15,31,3,0,1,0,0,0
"E00004647",371,170,38,9,1,6,5,10,15,33,46,35,3,0,0,0,0,0
"E00004649",227,101,3,3,4,3,1,9,25,32,24,14,5,0,2,1,0,0
"E00004650",327,159,10,3,6,10,1,15,16,48,32,19,6,0,2,0,0,0
"E00004651",159,67,2,0,0,3,1,3,2,27,16,24,8,2,3,1,0,0
"E00004652",237,130,8,3,6,6,1,9,8,30,24,12,0,0,0,0,0,0
"E00004653",151,70,3,0,2,7,3,5,4,22,15,13,6,1,0,0,0,0
"E00004654",141,44,6,1,1,5,1,6,17,31,13,15,1,0,0,0,0,0
"E00004655",464,212,29,9,1,22,4,2,14,64,59,44,4,0,0,0,0,0
"E00004656",402,100,28,1,2,9,2,3,13,61,98,74,6,0,2,3,0,0
"E00004658",318,179,5,10,3,13,4,5,17,20,27,26,7,2,0,0,0,0
"E00004659",404,174,18,6,1,15,4,27,31,59,34,33,2,0,0,0,0,0
"E00004660",351,167,53,8,2,6,0,5,9,26,29,37,8,1,0,0,0,0
"E00004661",268,131,11,4,1,7,1,14,15,31,30,19,3,0,0,1,0,0
"E00004662",288,183,6,2,1,6,2,6,19,25,16,19,3,0,0,0,0,0
"E00004663",361,157,26,8,3,10,3,20,19,38,25,37,11,2,2,0,0,0
"E00004664",358,208,19,7,2,7,3,4,17,32,35,19,3,0,2,0,0,0
"E00004665",260,167,8,2,2,7,0,9,11,15,16,16,4,1,1,1,0,0
"E00004666",426,198,13,4,5,11,7,29,47,47,28,31,4,0,2,0,0,0
"E00004667",207,95,5,2,3,6,0,12,13,26,21,19,4,1,0,0,0,0
"E00004668",171,107,9,2,3,1,0,3,4,12,14,12,1,1,2,0,0,0
"E00004669",293,170,12,4,1,11,0,10,19,26,9,18,11,2,0,0,0,0
"E00004670",251,134,9,13,1,7,2,16,16,25,19,8,1,0,0,0,0,0
"E00004671",470,271,19,7,5,16,4,10,14,44,46,25,6,1,1,1,0,0
"E00004672",223,117,4,0,1,3,0,17,18,30,20,12,1,0,0,0,0,0
"E00004673",282,138,10,3,4,10,1,9,18,37,24,22,4,1,1,0,0,0
"E00004674",240,131,5,3,5,8,2,10,10,26,23,13,4,0,0,0,0,0
"E00004675",232,143,5,2,4,5,3,9,5,18,18,13,5,1,1,0,0,0
"E00004676",967,490,22,10,4,29,9,81,182,95,27,13,3,2,0,0,0,0
"E00004677",325,169,18,8,3,7,5,7,19,25,35,23,3,2,1,0,0,0
"E00004678",334,190,10,7,5,15,4,8,10,20,24,32,5,1,3,0,0,0
"E00004679",180,110,3,1,0,3,1,6,9,16,13,15,1,0,1,1,0,0
"E00004680",263,101,9,1,1,2,0,8,11,57,31,35,7,0,0,0,0,0
"E00004681",293,126,6,7,1,14,0,9,18,28,46,32,6,0,0,0,0,0
"E00004682",165,77,14,4,2,2,3,6,10,21,7,17,1,1,0,0,0,0
"E00004683",173,100,5,2,2,4,1,4,10,14,11,15,2,0,2,1,0,0
"E00004684",320,207,9,6,4,5,2,2,10,27,23,18,4,1,1,1,0,0
"E00004685",321,174,11,5,8,7,0,9,17,37,22,27,3,0,1,0,0,0
"E00004686",310,174,16,6,0,3,2,9,9,31,30,21,6,0,3,0,0,0
"E00004687",245,133,9,7,2,13,1,5,2,17,21,30,5,0,0,0,0,0
"E00004688",411,247,17,6,4,13,4,8,21,34,33,16,5,0,3,0,0,0
"E00004689",323,188,12,4,4,9,1,6,21,35,17,20,3,1,2,0,0,0
"E00004690",229,135,6,6,5,7,1,4,10,15,24,12,2,1,1,0,0,0
"E00004691",478,278,14,10,3,59,11,33,21,23,16,6,4,0,0,0,0,0
"E00004692",432,195,16,12,7,31,2,22,47,53,21,20,3,1,2,0,0,0
"E00004693",361,171,17,4,2,7,5,18,45,46,21,18,6,0,1,0,0,0
"E00004694",285,133,8,3,3,5,3,9,21,46,24,25,1,2,2,0,0,0
"E00004695",459,177,56,8,5,17,5,16,31,46,33,58,6,1,0,0,0,0
"E00004696",348,194,13,4,1,11,2,12,15,46,30,15,3,0,1,1,0,0
"E00004697",295,149,8,4,5,8,1,10,21,30,27,26,5,1,0,0,0,0
"E00004699",161,85,5,5,1,6,1,4,7,14,10,11,8,0,4,0,0,0
"E00004700",280,149,15,12,4,8,0,1,21,27,12,25,5,0,1,0,0,0
"E00004701",306,145,9,10,2,12,3,20,14,13,32,37,6,3,0,0,0,0
"E00004702",265,152,8,3,1,10,4,8,9,21,24,19,4,1,1,0,0,0
"E00004703",298,196,10,0,0,3,1,4,9,18,32,20,4,0,0,1,0,0
"E00004704",374,174,10,6,3,12,8,11,17,46,56,19,9,0,3,0,0,0
"E00004705",351,212,12,6,1,7,1,5,6,42,32,21,5,1,0,0,0,0
"E00004706",426,222,9,6,1,6,2,12,20,49,55,37,6,0,1,0,0,0
"E00004707",455,192,11,5,5,6,3,19,29,60,71,49,5,0,0,0,0,0
"E00004708",200,107,4,3,0,1,0,8,9,24,23,18,1,0,2,0,0,0
"E00004709",388,245,10,1,2,10,3,9,12,31,45,13,7,0,0,0,0,0
"E00004710",311,192,3,3,0,8,0,5,13,24,42,16,2,2,1,0,0,0
"E00004711",298,192,9,4,1,4,0,5,10,38,24,7,4,0,0,0,0,0
"E00004712",324,182,11,6,7,6,1,6,5,23,20,44,12,0,1,0,0,0
"E00004713",164,130,4,0,0,1,0,2,2,6,11,8,0,0,0,0,0,0
"E00004714",282,162,9,5,3,3,1,9,5,19,25,29,12,0,0,0,0,0
"E00004715",311,166,14,8,2,5,1,7,16,33,24,27,7,0,1,0,0,0
"E00004716",318,178,11,5,5,10,2,8,22,28,15,24,7,1,2,0,0,0
"E00004717",183,129,4,1,0,3,0,4,5,11,18,8,0,0,0,0,0,0
"E00004718",316,153,8,11,4,10,1,16,14,34,32,26,5,0,2,0,0,0
"E00004719",423,274,16,3,4,8,5,8,19,31,24,24,6,1,0,0,0,0
"E00004720",232,166,3,0,4,4,1,4,5,13,10,19,3,0,0,0,0,0
"E00004721",338,170,17,8,6,13,2,7,18,30,31,24,9,1,1,1,0,0
"E00004722",294,147,7,4,6,12,0,5,17,41,26,22,6,0,0,1,0,0
"E00004723",264,135,9,5,5,15,10,1,7,28,20,23,3,3,0,0,0,0
"E00004724",324,153,11,5,7,10,6,10,15,44,27,27,6,1,2,0,0,0
"E00004725",403,238,19,10,2,18,5,6,15,27,28,26,9,0,0,0,0,0
"E00004726",234,161,4,2,0,5,1,5,6,13,11,20,6,0,0,0,0,0
"E00004727",322,159,13,13,5,10,2,10,17,36,21,27,4,0,5,0,0,0
"E00004728",563,299,33,15,4,16,7,16,21,45,47,45,9,2,2,2,0,0
"E00004729",256,156,12,3,5,3,0,3,11,27,18,16,2,0,0,0,0,0
"E00004730",160,103,6,1,1,2,2,4,6,12,12,10,1,0,0,0,0,0
"E00004731",323,170,7,2,2,7,2,16,14,33,41,23,4,0,1,0,0,1
"E00004732",417,193,35,7,6,28,7,11,11,37,29,38,12,1,2,0,0,0
"E00004733",246,142,6,1,3,5,1,7,1,32,27,18,0,1,2,0,0,0
"E00004734",343,178,15,9,6,16,5,9,13,31,26,27,5,2,1,0,0,0
"E00004735",274,174,4,3,6,11,2,6,8,19,17,21,0,1,1,1,0,0
"E00004736",257,137,8,3,5,12,2,9,9,28,30,12,1,0,1,0,0,0
"E00004738",261,157,9,4,4,6,0,4,5,18,32,20,1,0,0,1,0,0
"E00004739",274,155,14,4,1,4,1,12,6,26,21,28,1,0,1,0,0,0
"E00004740",306,189,5,5,3,4,4,17,12,37,10,16,4,0,0,0,0,0
"E00004741",315,189,8,5,4,8,0,11,9,26,27,18,9,0,1,0,0,0
"E00004742",459,247,4,4,1,5,3,8,40,79,48,16,4,0,0,0,0,0
"E00004743",396,278,7,3,5,8,0,6,24,21,20,15,4,2,2,1,0,0
"E00004744",331,193,10,7,3,13,3,10,16,27,20,19,6,4,0,0,0,0
"E00004745",286,171,13,7,3,4,1,7,11,43,8,12,3,2,1,0,0,0
"E00004746",314,190,8,3,4,10,2,5,9,31,27,22,2,1,0,0,0,0
"E00004747",330,190,13,11,5,10,3,6,12,32,27,15,5,1,0,0,0,0
"E00004748",344,199,9,4,4,12,1,8,14,41,22,28,2,0,0,0,0,0
"E00004749",528,284,26,9,5,17,4,18,26,47,38,41,9,2,1,1,0,0
"E00004750",447,212,10,6,0,5,3,25,17,77,51,35,4,2,0,0,0,0
"E00004751",240,130,2,2,3,9,5,11,11,19,19,17,8,3,1,0,0,0
"E00004752",331,238,6,3,4,7,1,3,10,22,17,18,2,0,0,0,0,0
"E00004753",308,201,4,7,3,13,1,7,10,21,20,17,4,0,0,0,0,0
"E00004754",302,155,16,1,2,9,1,12,17,35,33,17,2,0,2,0,0,0
"E00004755",260,155,6,4,1,6,3,12,12,21,12,19,4,1,2,2,0,0
"E00004756",259,153,11,3,2,3,3,3,6,25,16,26,5,0,2,0,1,0
"E00004757",334,199,11,2,2,9,0,12,14,28,24,26,4,2,1,0,0,0
"E00004758",232,145,6,5,6,4,0,5,10,23,13,15,0,0,0,0,0,0
"E00004759",233,135,4,1,2,6,4,2,9,28,17,21,3,1,0,0,0,0
"E00004760",195,141,4,1,1,5,3,7,1,11,8,10,1,0,1,1,0,0
"E00004761",358,243,6,1,2,10,2,5,6,37,15,24,5,1,1,0,0,0
"E00004762",347,166,8,5,4,22,4,36,35,25,18,18,5,1,0,0,0,0
"E00004763",223,125,4,2,3,3,3,2,7,27,21,16,9,1,0,0,0,0
"E00004764",240,144,4,4,5,5,1,10,12,21,12,18,3,1,0,0,0,0
"E00004765",242,139,7,6,2,7,4,6,5,25,14,23,4,0,0,0,0,0
"E00004766",234,143,3,0,2,0,0,4,8,26,31,14,3,0,0,0,0,0
"E00004767",296,165,13,8,3,5,2,3,7,21,34,31,4,0,0,0,0,0
"E00004768",220,104,7,4,2,3,0,0,4,23,33,33,6,1,0,0,0,0
"E00004769",275,152,3,2,2,3,1,2,8,30,39,31,1,1,0,0,0,0
"E00004770",204,120,6,2,2,3,1,4,3,15,20,24,4,0,0,0,0,0
"E00004771",310,164,12,3,7,7,3,3,4,13,21,55,17,0,1,0,0,0
"E00004772",273,154,9,2,0,5,2,4,8,22,26,33,4,3,1,0,0,0
"E00004773",251,144,12,0,2,3,3,6,4,22,29,16,8,0,1,1,0,0
"E00004774",206,102,11,0,1,2,2,6,5,28,23,22,4,0,0,0,0,0
"E00004775",267,137,15,1,1,3,0,4,6,25,35,37,3,0,0,0,0,0
"E00004776",310,163,16,2,1,5,3,3,5,29,50,30,2,0,0,1,0,0
"E00004777",301,148,13,6,6,9,4,9,9,31,33,29,3,0,1,0,0,0
"E00004778",254,104,17,7,2,5,1,7,3,10,29,42,23,3,0,0,1,0
"E00004779",299,82,31,10,6,16,2,3,5,14,16,75,28,2,6,3,0,0
"E00004780",276,56,23,9,6,15,3,6,6,15,21,73,37,5,1,0,0,0
"E00004781",297,125,7,5,2,8,2,9,25,37,33,32,10,0,1,1,0,0
"E00004782",253,104,17,12,4,14,2,4,2,10,5,53,24,1,1,0,0,0
"E00004783",311,171,19,6,2,9,2,4,6,20,23,40,8,0,1,0,0,0
"E00004784",264,120,19,5,6,9,0,2,6,21,21,35,17,3,0,0,0,0
"E00004785",288,182,9,3,1,4,1,2,9,30,24,15,5,3,0,0,0,0
"E00004786",194,86,5,4,2,4,2,4,8,22,18,28,6,2,3,0,0,0
"E00004787",281,143,16,6,3,9,2,9,9,20,34,26,3,0,1,0,0,0
"E00004788",249,114,8,2,3,7,3,6,5,26,38,34,1,1,1,0,0,0
"E00004789",234,109,13,5,2,7,1,5,9,28,27,25,3,0,0,0,0,0
"E00004790",245,128,6,1,2,6,2,3,9,35,31,18,4,0,0,0,0,0
