"GeographyCode","QS204EW0001","QS204EW0002","QS204EW0003","QS204EW0004","QS204EW0005","QS204EW0006","QS204EW0007","QS204EW0008","QS204EW0009","QS204EW0010","QS204EW0011","QS204EW0012","QS204EW0013","QS204EW0014","QS204EW0015","QS204EW0016","QS204EW0017","QS204EW0018","QS204EW0019","QS204EW0020","QS204EW0021","QS204EW0022","QS204EW0023","QS204EW0024","QS204EW0025","QS204EW0026","QS204EW0027","QS204EW0028","QS204EW0029","QS204EW0030","QS204EW0031","QS204EW0032","QS204EW0033","QS204EW0034","QS204EW0035","QS204EW0036","QS204EW0037","QS204EW0038","QS204EW0039","QS204EW0040","QS204EW0041","QS204EW0042","QS204EW0043","QS204EW0044","QS204EW0045","QS204EW0046","QS204EW0047","QS204EW0048","QS204EW0049","QS204EW0050","QS204EW0051","QS204EW0052","QS204EW0053","QS204EW0054","QS204EW0055","QS204EW0056","QS204EW0057","QS204EW0058","QS204EW0059","QS204EW0060","QS204EW0061","QS204EW0062","QS204EW0063","QS204EW0064","QS204EW0065","QS204EW0066","QS204EW0067","QS204EW0068","QS204EW0069","QS204EW0070","QS204EW0071","QS204EW0072","QS204EW0073","QS204EW0074","QS204EW0075","QS204EW0076","QS204EW0077","QS204EW0078","QS204EW0079","QS204EW0080","QS204EW0081","QS204EW0082","QS204EW0083","QS204EW0084","QS204EW0085","QS204EW0086","QS204EW0087","QS204EW0088","QS204EW0089","QS204EW0090","QS204EW0091","QS204EW0092","QS204EW0093","QS204EW0094","QS204EW0095","QS204EW0096","QS204EW0097","QS204EW0098","QS204EW0099","QS204EW0100","QS204EW0101","QS204EW0102","QS204EW0103","QS204EW0104"
"E01000899",1594,1417,0,0,0,0,0,0,0,0,0,18,6,8,95,34,26,3,0,3,2,3,0,3,1,3,7,6,3,1,0,0,0,0,2,0,1,0,0,1,0,0,0,4,5,2,5,1,0,4,0,0,8,4,0,0,0,1,3,0,0,0,0,0,0,0,24,1,0,3,7,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E01000900",1721,1434,0,1,1,0,0,0,0,0,0,23,12,24,46,11,7,5,0,0,1,0,0,3,1,6,1,6,3,2,0,0,0,0,18,14,2,0,0,2,0,0,0,4,1,13,13,0,3,5,5,0,55,1,0,0,0,50,0,0,0,0,0,0,2,2,12,1,0,0,1,2,0,1,0,6,1,0,0,0,0,0,64,0,4,44,0,0,0,4,1,0,8,0,0,0,1,2,0,0,1,1,0,0
"E01000901",1876,1309,0,0,0,0,0,0,0,0,0,21,21,25,58,15,7,14,2,0,6,0,0,0,2,2,0,9,0,1,0,0,0,0,35,33,0,0,0,2,0,0,0,10,1,37,37,2,9,20,0,6,152,5,2,0,0,131,3,0,0,5,0,0,2,4,89,12,8,48,3,2,0,1,5,10,0,0,0,0,0,0,77,8,5,44,0,0,2,0,0,1,4,0,0,2,0,11,1,1,3,2,0,1
"E01000902",1371,1032,0,3,0,0,0,3,0,0,0,12,10,13,39,14,3,4,1,3,0,0,0,2,0,7,0,2,2,0,0,0,0,1,40,35,5,0,0,0,0,0,0,4,2,23,29,1,8,13,6,1,85,3,0,0,0,71,0,0,0,1,0,1,8,1,23,0,1,7,2,0,4,2,1,6,0,0,1,0,0,0,53,5,5,20,0,0,1,0,0,4,14,0,0,0,1,3,0,0,2,2,0,0
"E01000903",1365,1116,0,0,0,0,0,0,0,0,0,23,8,18,70,15,15,11,0,0,1,4,0,1,0,6,5,9,1,0,2,0,0,0,16,7,2,1,0,6,0,0,0,6,0,6,15,3,0,10,0,2,60,1,0,5,0,53,0,0,0,0,0,0,0,1,13,1,0,6,3,0,0,1,0,0,2,0,0,0,0,0,14,2,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01000904",2051,1608,0,1,0,0,0,1,0,0,0,24,26,25,78,20,13,8,0,1,1,0,0,3,3,17,0,7,3,1,0,0,1,0,44,40,2,0,0,2,0,0,0,4,2,17,16,0,7,6,0,3,78,1,0,0,0,52,4,0,0,1,0,0,17,3,55,1,3,12,14,2,0,1,1,20,1,0,0,0,0,0,73,3,2,56,0,1,2,0,0,0,1,0,0,2,1,5,0,0,0,0,0,0
"E01000905",1947,1402,0,1,1,0,0,0,0,0,0,20,30,29,61,14,7,5,0,1,2,3,0,3,2,10,0,13,0,1,0,0,0,0,54,48,4,2,0,0,0,0,0,6,6,22,20,1,7,11,1,0,167,7,0,1,0,151,1,0,0,1,0,2,3,1,32,1,1,6,2,6,2,4,0,10,0,0,0,0,0,0,90,10,4,59,0,6,2,0,0,0,0,0,0,1,1,7,6,6,1,0,0,1
"E01000906",1498,1257,0,0,0,0,0,0,0,0,0,25,9,12,78,19,14,2,0,0,4,2,0,1,4,16,2,9,3,1,0,0,0,1,15,10,4,0,0,1,0,0,0,10,3,8,24,9,2,13,0,0,17,0,0,2,0,12,1,0,0,2,0,0,0,0,26,1,3,3,10,4,0,1,0,2,2,0,0,0,0,0,12,0,1,6,0,0,0,4,0,0,0,0,0,0,1,0,1,1,1,0,0,1
"E01000907",1374,1165,0,0,0,0,0,0,0,0,0,10,8,15,48,8,12,5,0,1,1,0,0,3,1,12,1,0,2,0,0,1,0,1,13,8,3,0,0,2,0,0,0,4,9,4,20,0,3,10,6,1,33,0,0,0,0,30,3,0,0,0,0,0,0,0,18,0,4,3,3,4,0,3,0,1,0,0,0,0,0,0,23,0,6,3,0,0,4,0,3,0,1,0,1,1,0,4,0,0,4,3,0,1
"E01000908",1529,1336,0,2,1,0,0,1,0,0,0,22,7,6,53,3,11,10,1,0,4,1,0,2,0,10,0,6,0,3,0,0,0,2,4,0,3,0,0,1,0,0,0,4,3,4,6,1,2,2,0,1,14,0,0,0,0,10,1,0,0,1,0,0,1,1,26,0,1,1,9,1,1,0,0,12,1,0,0,0,0,0,40,0,3,30,0,4,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0
"E01000909",1569,1426,0,1,1,0,0,0,0,0,0,20,6,18,52,6,13,5,1,0,4,0,0,2,1,8,4,1,4,1,0,0,0,2,5,2,1,0,0,2,0,0,0,5,3,0,7,0,0,7,0,0,12,0,0,0,0,10,2,0,0,0,0,0,0,0,7,1,0,0,2,0,0,0,0,1,3,0,0,0,0,0,7,1,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01000910",1424,1297,2,0,0,0,0,0,0,0,0,11,6,12,39,6,9,7,2,2,0,0,0,3,0,5,3,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,8,1,4,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,10,2,0,0,5,2,0,0,0,1,0,0,0,0,0,0,6,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"E01000911",1505,1306,2,0,0,0,0,0,0,0,0,25,10,12,57,11,15,12,3,0,0,3,0,3,0,7,1,1,1,0,0,0,0,0,8,7,0,0,0,1,0,0,0,5,3,2,22,0,9,9,0,4,23,1,0,0,0,22,0,0,0,0,0,0,0,0,10,0,0,0,5,1,0,2,0,1,1,0,0,0,0,0,19,1,0,14,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1
"E01000912",1536,1334,0,0,0,0,0,0,0,0,0,11,10,14,60,12,11,6,0,3,2,0,0,0,0,8,8,3,3,3,1,0,0,0,30,26,2,0,0,2,0,0,0,1,1,12,4,0,0,1,3,0,30,0,0,0,0,24,5,1,0,0,0,0,0,0,12,3,2,1,5,0,0,0,0,1,0,0,0,0,0,0,15,0,0,11,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0
"E01000913",1659,1536,0,0,0,0,0,0,0,0,0,16,4,6,53,5,9,8,2,2,2,1,1,2,0,6,5,1,4,4,0,0,0,1,4,0,1,0,0,3,0,0,0,14,1,0,6,4,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,15,1,3,2,3,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"E01000914",1728,1318,0,0,0,0,0,0,0,0,0,36,16,28,117,41,20,13,4,1,2,6,1,0,2,11,4,6,0,2,2,0,1,1,12,8,1,0,0,3,0,0,0,21,7,9,10,2,2,2,0,4,38,5,0,0,0,31,1,1,0,0,0,0,0,0,89,5,23,33,12,3,6,4,1,2,0,0,0,0,0,0,27,6,2,11,0,0,0,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0
"E01000915",1478,1068,2,0,0,0,0,0,0,0,0,18,15,26,39,7,4,8,2,1,0,1,0,1,0,10,0,1,3,1,0,0,0,0,8,4,2,0,0,2,0,0,0,2,11,9,9,1,0,4,0,4,196,4,0,0,0,184,1,0,0,2,0,0,0,5,43,0,6,14,2,0,1,2,0,18,0,0,0,0,0,0,30,4,6,14,0,3,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0
"E01000916",1745,1258,0,0,0,0,0,0,0,0,0,37,12,34,154,49,26,12,1,1,5,4,2,1,0,29,12,5,0,4,0,0,0,3,19,13,2,3,0,1,0,0,0,18,11,19,5,1,0,1,0,3,97,4,4,0,0,87,1,0,0,0,0,1,0,0,59,6,2,22,10,7,1,3,3,5,0,0,0,0,0,0,21,5,2,4,0,0,0,0,6,0,0,0,0,0,0,4,1,1,0,0,0,0
"E01000917",1801,1257,0,0,0,0,0,0,0,0,0,22,22,48,88,42,8,9,1,1,3,3,0,1,0,5,4,9,2,0,0,0,0,0,41,31,9,0,0,1,0,0,0,4,12,13,16,1,5,9,0,1,160,4,1,0,0,146,4,0,0,0,0,0,0,5,53,2,6,14,10,2,0,2,0,17,0,0,0,0,0,0,60,14,7,22,0,0,3,0,1,0,4,0,0,0,0,9,3,3,2,2,0,0
"E01000918",2059,1507,1,0,0,0,0,0,0,0,0,60,9,43,163,48,31,44,0,4,5,1,0,4,2,18,4,1,0,1,0,0,0,0,31,26,4,0,0,1,0,0,0,6,18,38,10,2,1,2,3,2,76,1,3,0,0,69,0,0,0,0,0,0,2,1,75,7,9,34,5,14,1,2,1,2,0,0,0,0,0,0,22,6,5,8,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
"E01000919",1991,1427,0,0,0,0,0,0,0,0,0,76,19,37,118,14,21,15,1,2,1,1,1,2,8,35,7,5,1,1,0,0,0,3,10,3,5,0,0,2,0,0,0,18,14,67,15,6,0,5,4,0,71,3,7,0,0,55,1,0,0,0,4,0,1,0,106,12,17,51,7,6,1,7,3,1,1,0,0,1,1,0,12,1,3,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"E01000920",1873,1462,1,0,0,0,0,0,0,0,0,65,14,24,88,29,25,5,1,0,1,0,0,3,1,4,2,9,3,2,0,0,0,3,10,3,1,0,0,6,0,0,0,13,6,14,18,6,0,9,0,3,106,7,2,1,0,89,1,0,0,1,0,1,2,2,26,3,3,5,5,3,0,0,0,6,1,0,0,0,0,0,26,10,3,7,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"E01000921",1906,1580,0,1,1,0,0,0,0,0,0,40,13,18,110,20,31,27,2,3,2,0,0,5,1,8,1,6,1,3,0,0,0,0,22,10,5,0,0,7,0,0,0,11,7,4,10,4,0,6,0,0,28,1,0,0,0,27,0,0,0,0,0,0,0,0,43,4,8,10,7,3,0,0,1,9,1,0,0,0,0,0,18,0,6,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"E01000922",1494,1257,3,2,1,0,0,0,0,0,1,34,15,14,44,10,5,8,4,0,1,0,0,0,0,7,0,2,4,1,1,0,0,1,10,8,1,0,0,1,0,0,0,1,5,12,8,1,4,1,0,2,14,1,1,0,0,8,4,0,0,0,0,0,0,0,13,0,1,4,4,0,0,0,0,3,1,0,0,0,0,0,61,4,2,49,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,1,0,0
"E01000923",1425,1277,0,1,0,0,0,1,0,0,0,12,7,7,42,10,13,1,1,1,0,1,0,1,1,6,2,3,1,0,0,0,1,0,4,2,0,0,1,1,0,0,0,3,4,5,4,1,0,1,0,2,34,1,1,4,0,27,0,0,0,0,0,0,0,1,10,0,2,4,2,0,0,1,0,0,1,0,0,0,0,0,15,1,2,8,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"E01000924",1583,1323,1,1,0,0,0,0,0,1,0,34,12,28,90,20,19,11,0,0,1,1,0,1,0,16,7,8,2,1,2,0,0,1,5,3,2,0,0,0,0,0,0,2,5,2,8,1,1,6,0,0,39,2,0,0,0,32,5,0,0,0,0,0,0,0,16,1,0,5,7,0,0,0,0,3,0,0,0,0,0,0,11,2,2,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,6,5,0,1
"E01000925",1483,1068,0,0,0,0,0,0,0,0,0,16,22,15,41,6,2,12,0,0,0,2,0,0,0,14,1,2,1,0,0,0,0,1,27,24,0,1,0,2,0,0,0,7,6,26,17,0,4,9,3,1,91,2,0,2,0,85,0,0,0,1,0,0,0,1,44,1,2,2,21,5,3,1,0,5,4,0,0,0,0,0,103,2,30,55,0,3,2,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0
"E01000926",1728,1138,1,0,0,0,0,0,0,0,0,25,9,12,393,12,60,53,6,1,2,2,0,2,0,201,2,51,1,0,0,0,0,0,11,5,2,1,0,3,0,0,0,4,0,4,11,2,2,6,1,0,70,7,0,0,0,55,0,0,0,1,0,0,6,1,15,1,1,6,1,0,4,1,0,1,0,0,0,0,0,0,34,1,3,22,2,2,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
"E01000927",1665,1362,1,0,0,0,0,0,0,0,0,45,21,18,90,23,15,12,1,0,1,1,1,1,5,12,4,7,3,2,0,0,0,2,9,6,3,0,0,0,0,0,0,4,1,4,16,14,0,0,0,2,27,3,0,0,0,18,4,0,0,0,0,0,2,0,53,2,1,5,3,0,12,4,0,26,0,0,0,0,0,0,13,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"E01000928",1619,1382,0,0,0,0,0,0,0,0,0,12,14,23,59,17,12,9,3,0,2,1,0,1,1,9,1,2,0,0,0,0,0,1,11,7,2,0,0,2,0,0,0,4,1,5,13,1,7,3,1,1,45,3,0,0,0,42,0,0,0,0,0,0,0,0,23,2,5,3,6,0,0,1,0,4,2,0,0,0,0,0,24,7,3,11,0,0,0,1,0,0,0,0,0,0,0,2,3,3,0,0,0,0
"E01000929",1594,1079,0,0,0,0,0,0,0,0,0,25,23,13,71,15,7,20,2,3,4,0,0,3,1,4,2,5,1,2,0,0,1,1,74,65,6,0,0,3,0,0,0,9,4,102,28,0,2,17,6,3,70,6,0,2,0,55,4,0,0,1,0,0,2,0,21,0,3,6,3,0,0,5,0,4,0,0,0,0,0,0,70,13,5,44,0,0,1,2,0,0,0,0,1,0,1,3,4,4,1,1,0,0
"E01000930",1826,1242,2,0,0,0,0,0,0,0,0,29,22,37,125,34,11,22,0,2,2,2,0,10,13,14,5,2,4,1,0,0,2,1,20,11,9,0,0,0,0,0,0,11,6,118,64,6,10,38,7,3,34,3,2,0,0,14,8,0,0,3,0,1,0,3,48,3,2,6,3,3,0,8,1,19,3,0,0,0,0,0,66,9,6,42,0,0,2,0,1,0,0,0,0,2,1,3,1,1,1,1,0,0
"E01000931",1827,1271,0,0,0,0,0,0,0,0,0,33,28,29,130,31,11,40,6,3,1,2,2,4,6,6,3,8,3,0,0,1,0,3,60,51,6,0,0,3,0,0,0,5,11,63,33,3,3,24,3,0,51,2,0,0,0,36,3,0,0,1,0,0,4,5,45,1,2,3,2,0,0,0,0,32,5,0,0,0,0,0,66,8,2,36,0,1,1,0,0,1,3,0,0,0,0,14,0,0,2,2,0,0
"E01000932",1771,1427,2,1,1,0,0,0,0,0,0,49,8,32,96,25,22,12,0,5,4,2,1,4,3,6,4,3,2,3,0,0,0,0,27,18,4,0,0,5,0,0,0,11,2,22,22,3,7,10,1,1,19,0,0,0,0,14,4,0,0,1,0,0,0,0,30,0,0,6,8,5,0,2,0,7,2,0,0,0,0,0,22,1,8,6,0,3,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0
"E01000933",1614,1268,2,1,1,0,0,0,0,0,0,23,24,29,85,20,12,12,6,7,4,4,1,0,4,6,6,1,0,0,1,0,0,1,35,24,6,0,0,5,0,0,0,14,3,24,24,0,1,20,2,1,34,4,1,0,0,20,8,0,0,0,0,0,0,1,26,0,2,8,7,2,0,1,0,6,0,0,0,0,0,0,20,0,2,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
"E01000934",1553,1051,0,0,0,0,0,0,0,0,0,15,33,30,77,18,10,15,0,0,3,4,2,0,12,7,0,4,0,1,0,0,1,0,43,37,4,0,1,1,0,0,0,10,5,40,36,2,5,26,2,1,80,5,3,0,0,63,1,1,0,0,2,2,0,3,74,3,0,13,13,15,2,7,0,20,1,0,0,0,0,0,57,1,8,40,0,2,0,0,0,0,3,0,0,0,0,3,0,0,2,2,0,0
"E01000935",1349,940,0,3,3,0,0,0,0,0,0,20,26,13,50,8,8,15,4,1,0,1,1,0,2,6,1,2,1,0,0,0,0,0,64,53,10,0,0,1,0,0,0,7,1,41,21,0,2,8,11,0,58,1,1,0,0,45,2,0,0,0,1,6,1,1,24,2,0,1,5,2,1,0,0,13,0,0,0,0,0,0,76,8,12,46,1,1,1,1,1,2,1,0,0,0,0,2,5,5,0,0,0,0
"E01000936",1791,1208,0,0,0,0,0,0,0,0,0,35,9,33,131,25,28,33,0,1,3,0,0,1,1,19,5,4,8,1,0,0,0,2,13,10,2,0,0,1,0,0,0,5,10,26,17,4,2,8,0,3,99,1,4,3,0,86,4,0,0,0,0,0,0,1,113,9,20,46,13,3,2,14,2,2,2,0,0,0,0,0,88,4,4,68,0,1,0,4,0,0,5,0,0,0,0,2,3,3,1,1,0,0
"E01000937",1462,895,0,0,0,0,0,0,0,0,0,23,24,36,130,27,19,21,0,2,3,4,0,1,4,35,6,3,2,0,0,0,0,3,13,3,3,0,3,4,0,0,0,10,8,6,19,2,0,14,0,3,80,3,4,0,0,68,3,0,1,0,0,0,0,1,153,8,12,63,25,27,0,10,6,2,0,0,0,0,0,0,65,1,0,63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E01000938",1685,995,0,0,0,0,0,0,0,0,0,69,13,50,215,22,13,141,4,3,1,5,0,4,1,6,6,5,1,0,0,1,2,0,11,9,2,0,0,0,0,0,0,18,6,16,11,0,1,10,0,0,128,10,2,1,0,109,2,0,0,0,0,0,2,2,60,1,4,19,7,2,1,8,2,15,1,0,0,0,0,0,87,2,6,74,1,0,0,0,0,0,2,0,0,1,0,1,6,6,0,0,0,0
"E01000939",1186,699,0,0,0,0,0,0,0,0,0,24,15,7,52,6,1,27,0,3,2,1,0,1,1,7,1,2,0,0,0,0,0,0,21,17,1,0,1,2,0,0,0,4,1,7,11,0,7,1,3,0,252,5,0,0,0,243,0,0,0,0,0,0,2,2,48,1,10,22,4,3,0,1,1,6,0,0,0,0,0,0,45,6,11,24,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
"E01000940",1083,711,0,1,0,0,0,1,0,0,0,25,11,28,67,17,29,8,0,0,0,1,0,1,0,4,1,2,3,0,0,0,0,1,3,0,1,0,0,2,0,0,0,5,4,19,21,12,2,3,2,2,118,8,3,0,0,104,0,0,0,1,1,0,0,1,44,2,2,9,10,4,0,0,7,9,1,0,0,0,0,0,24,2,5,14,0,0,1,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0
"E01000941",1185,811,0,1,0,0,0,1,0,0,0,15,14,10,50,13,2,19,0,0,2,2,0,4,0,1,1,4,0,1,0,0,0,1,14,12,2,0,0,0,0,0,0,4,7,23,8,0,3,4,1,0,152,4,0,0,0,145,1,1,0,0,0,0,0,1,38,3,10,11,2,0,0,0,0,12,0,0,0,0,0,0,37,4,9,14,0,3,1,1,0,0,3,0,0,1,0,1,1,1,0,0,0,0
"E01000942",2084,1543,4,0,0,0,0,0,0,0,0,84,15,37,126,22,27,15,1,3,4,3,2,4,3,22,7,6,3,3,0,0,0,1,17,10,5,1,0,1,0,0,0,16,6,15,14,3,4,4,2,1,44,7,4,0,0,25,3,0,0,1,2,0,0,2,147,15,20,72,12,12,2,5,3,5,1,0,0,0,0,0,13,1,2,8,0,1,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0
"E01000943",1035,720,1,0,0,0,0,0,0,0,0,50,14,20,89,24,19,2,2,3,4,1,1,1,2,20,3,5,0,1,0,0,0,1,12,5,5,0,0,2,0,0,0,6,5,13,11,2,1,6,0,2,22,3,0,1,0,14,0,0,0,0,4,0,0,0,62,2,7,34,1,6,0,8,1,3,0,0,0,0,0,0,10,1,3,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"E01000944",1855,1374,0,0,0,0,0,0,0,0,0,32,12,21,44,8,9,9,1,1,0,1,0,0,2,10,0,1,2,0,0,0,0,0,28,26,2,0,0,0,0,0,0,8,6,20,25,2,0,13,8,2,168,4,1,1,0,146,11,0,0,0,0,0,2,3,77,3,5,17,2,2,3,1,36,8,0,0,0,0,0,0,39,5,7,19,0,5,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
"E01000945",1771,1148,2,0,0,0,0,0,0,0,0,61,19,24,115,18,11,36,1,1,3,0,0,2,0,17,10,5,2,7,0,0,0,2,52,40,7,0,0,5,0,0,0,16,5,11,26,0,1,8,14,3,143,3,3,1,0,129,2,0,0,1,1,0,0,3,120,8,19,68,3,8,3,1,5,5,0,0,0,0,0,0,29,8,1,15,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"E01000946",1463,1070,0,0,0,0,0,0,0,0,0,47,15,17,73,12,11,9,2,0,6,0,0,0,2,17,1,5,4,0,0,3,0,1,32,25,6,0,0,1,0,0,0,23,5,25,24,1,7,8,3,5,43,4,1,0,0,38,0,0,0,0,0,0,0,0,45,2,5,9,6,1,0,2,2,14,4,0,0,0,0,0,44,0,8,20,1,5,0,0,0,0,1,0,1,3,4,1,0,0,0,0,0,0
"E01000947",1918,1371,1,0,0,0,0,0,0,0,0,47,35,47,95,20,13,13,2,0,1,0,0,5,2,18,2,16,0,2,0,0,0,1,23,11,7,0,0,5,0,0,0,9,8,7,96,79,5,9,0,3,81,3,0,0,0,76,2,0,0,0,0,0,0,0,50,3,1,11,11,3,4,6,2,6,3,0,0,0,0,0,46,7,2,28,0,0,0,0,4,0,1,2,1,0,0,1,2,2,0,0,0,0
"E01000948",1688,1359,0,3,2,0,0,0,0,1,0,36,11,36,79,19,11,8,0,1,3,2,0,1,2,14,5,5,5,2,0,0,0,1,21,14,3,0,0,4,0,0,0,7,10,17,23,3,10,5,0,5,30,0,2,0,0,24,0,0,0,0,0,2,2,0,20,0,0,6,4,2,1,2,0,5,0,0,0,0,0,0,33,6,2,12,0,0,2,0,2,0,5,0,0,0,3,1,1,1,2,1,1,0
"E01000949",1570,1231,0,0,0,0,0,0,0,0,0,15,14,14,56,18,11,6,2,2,2,4,0,0,1,5,0,2,3,0,0,0,0,0,16,11,3,0,1,1,0,0,0,3,9,15,9,0,2,7,0,0,102,7,2,0,0,86,3,0,0,1,0,1,0,2,64,1,4,15,2,4,0,4,0,27,7,0,0,0,0,0,21,1,0,10,0,0,0,0,2,0,0,0,0,0,2,6,1,1,0,0,0,0
"E01000950",1366,800,0,0,0,0,0,0,0,0,0,15,14,42,49,15,4,6,0,0,4,0,1,0,4,7,0,2,4,2,0,0,0,0,38,34,2,0,0,2,0,0,0,3,4,24,14,0,10,3,0,1,242,3,2,0,0,224,0,0,0,0,0,0,12,1,52,0,10,17,1,1,0,4,0,18,1,1,0,0,0,0,67,6,10,36,0,6,1,3,0,0,1,0,0,1,0,3,1,1,0,0,0,0
"E01000951",1479,1016,0,0,0,0,0,0,0,0,0,11,23,23,63,12,9,6,0,4,1,1,0,1,3,16,4,3,0,0,0,0,0,3,40,34,4,0,0,2,0,0,0,4,5,19,15,1,3,11,0,0,160,0,2,0,0,147,4,0,0,0,0,2,2,3,38,2,10,17,0,3,0,3,0,1,2,0,0,0,0,0,59,4,2,43,0,0,2,0,0,0,3,0,0,0,1,4,3,3,0,0,0,0
"E01000952",1673,1167,0,1,0,0,0,1,0,0,0,20,22,29,103,27,11,11,2,1,2,0,0,4,1,18,2,17,1,4,0,0,0,2,14,7,7,0,0,0,0,0,0,3,9,9,4,3,0,1,0,0,176,2,0,0,0,172,0,0,0,0,0,0,0,2,34,1,6,4,1,1,0,4,5,12,0,0,0,0,0,0,81,2,3,68,0,0,1,0,0,2,3,0,0,0,0,2,1,1,0,0,0,0
"E01000953",1581,1076,0,0,0,0,0,0,0,0,0,32,21,29,53,13,3,4,0,0,1,3,0,4,2,17,2,0,2,0,0,0,0,2,17,9,6,0,0,2,0,0,0,9,3,7,25,1,15,4,3,2,185,3,0,1,0,167,5,0,0,0,1,2,1,5,45,3,5,15,7,2,4,1,0,7,1,0,0,0,0,0,78,8,6,51,0,1,0,1,1,0,3,0,0,2,0,5,1,1,0,0,0,0
"E01000954",1565,1051,0,1,0,0,0,1,0,0,0,29,32,17,38,9,7,5,1,0,2,2,0,3,1,3,1,1,0,1,0,0,2,0,22,21,1,0,0,0,0,0,0,7,5,25,29,1,12,4,12,0,146,2,0,1,0,137,2,1,0,0,0,0,3,0,54,2,9,5,14,6,0,2,0,16,0,0,0,0,0,0,106,3,5,84,0,5,0,0,1,1,3,0,0,0,1,3,2,2,1,1,0,0
"E01000955",1513,1083,0,0,0,0,0,0,0,0,0,9,16,21,59,8,4,4,1,0,2,0,1,1,2,31,0,1,0,3,0,0,1,0,53,50,2,0,0,1,0,0,0,1,20,15,10,1,4,3,0,2,98,7,1,0,0,83,2,0,0,1,0,0,1,3,64,3,6,32,6,2,0,2,0,12,1,0,0,0,0,0,60,9,9,19,0,6,1,0,4,1,2,0,0,1,1,7,1,1,3,3,0,0
"E01000956",1472,842,1,0,0,0,0,0,0,0,0,29,33,38,80,22,23,11,0,3,0,3,0,2,2,7,0,4,0,1,0,0,0,2,12,7,4,1,0,0,0,0,0,3,17,16,15,0,3,10,0,2,226,2,0,0,0,217,1,0,0,0,0,0,2,4,71,4,1,33,7,3,4,0,1,18,0,0,0,0,0,0,87,5,10,57,0,0,4,0,2,1,2,0,0,1,1,4,0,0,2,2,0,0
"E01000957",1663,1167,3,0,0,0,0,0,0,0,0,25,29,30,81,12,16,11,7,1,3,4,0,2,2,15,2,1,4,0,0,1,0,0,17,11,0,1,1,4,0,0,0,9,9,22,38,4,5,19,6,4,78,1,0,0,0,74,0,0,0,1,0,0,2,0,75,6,8,21,35,1,2,1,0,1,0,0,0,0,0,0,77,6,6,56,0,1,0,0,0,0,4,0,1,0,0,3,3,3,0,0,0,0
"E01000958",2163,1538,0,0,0,0,0,0,0,0,0,22,43,50,113,14,34,9,0,0,4,0,0,3,1,28,1,8,6,3,0,1,1,0,59,51,5,0,0,3,1,1,0,27,8,25,31,0,0,7,7,17,104,9,0,0,0,90,2,0,1,0,0,0,2,0,67,3,4,11,2,27,0,5,0,13,2,0,0,0,0,0,74,5,11,50,0,1,0,0,0,0,2,0,0,0,1,4,0,0,1,0,1,0
