"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00004353",220,15,9,6,34,29,5,0,0,0,69,38,11,14,4,2,26,6,20,0,33,6,27,0,43,19,24
"E00004354",219,16,11,5,51,42,9,0,0,0,59,28,11,17,3,0,40,9,27,4,27,5,20,2,26,6,20
"E00004355",221,19,13,6,50,47,3,0,0,0,74,33,22,8,7,4,24,7,14,3,23,7,15,1,31,4,27
"E00004356",233,24,7,17,41,33,4,2,0,2,116,36,39,21,12,8,29,11,14,4,13,7,4,2,10,2,8
"E00004357",240,13,2,11,26,10,13,2,1,0,154,48,52,32,18,4,27,7,14,6,6,2,4,0,14,5,9
"E00004358",225,28,14,14,44,32,11,0,0,1,79,36,20,10,9,4,28,6,19,3,20,9,11,0,26,10,16
"E00004359",241,16,8,8,33,25,7,0,1,0,93,29,36,18,10,0,45,8,33,4,28,6,20,2,26,8,18
"E00004360",224,14,7,7,39,26,11,1,1,0,109,58,21,16,7,7,23,3,17,3,22,8,14,0,17,8,9
"E00004361",193,21,12,9,27,22,3,0,1,1,63,42,9,3,7,2,25,5,17,3,32,6,25,1,25,7,18
"E00004362",255,57,28,29,52,31,11,7,0,3,90,33,18,12,21,6,28,6,12,10,15,4,9,2,13,6,7
"E00004363",306,64,30,34,61,38,17,6,0,0,106,42,28,21,10,5,29,10,16,3,28,13,10,5,18,9,9
"E00004364",409,71,43,28,130,90,26,6,4,4,121,69,19,14,10,9,48,20,26,2,27,11,15,1,12,2,10
"E00004365",224,18,15,3,101,95,6,0,0,0,77,50,14,12,1,0,12,7,5,0,9,7,2,0,7,5,2
"E00004366",235,34,15,19,21,12,7,1,0,1,97,66,10,9,10,2,42,34,5,3,22,12,6,4,19,10,9
"E00004367",261,43,14,29,56,39,10,5,2,0,103,50,17,22,7,7,22,11,11,0,13,6,6,1,24,10,14
"E00004368",299,21,13,8,74,63,11,0,0,0,129,69,30,23,2,5,30,10,20,0,26,15,11,0,19,7,12
"E00004369",215,19,6,13,44,29,8,5,0,2,62,25,12,13,8,4,29,10,16,3,35,16,18,1,26,10,16
"E00004370",205,26,18,8,35,23,11,1,0,0,62,37,8,3,14,0,31,8,21,2,19,7,10,2,32,29,3
"E00004371",172,36,13,23,41,32,4,4,0,1,57,28,3,15,8,3,15,10,5,0,14,5,5,4,9,2,7
"E00004372",230,46,30,16,46,33,10,3,0,0,86,37,23,15,6,5,18,10,5,3,27,7,12,8,7,4,3
"E00004373",267,40,20,20,59,40,12,3,3,1,77,42,9,7,17,2,40,12,26,2,31,11,17,3,20,10,10
"E00004374",170,25,13,12,53,23,24,3,3,0,58,33,11,5,7,2,20,8,8,4,8,5,2,1,6,0,6
"E00004375",212,10,6,4,54,47,7,0,0,0,72,40,20,6,5,1,22,3,16,3,35,16,18,1,19,7,12
"E00004376",333,66,34,32,87,75,7,2,2,1,107,50,19,16,18,4,39,19,16,4,22,7,14,1,12,5,7
"E00004377",166,31,17,14,34,24,3,5,1,1,66,31,11,14,9,1,12,10,1,1,16,9,7,0,7,4,3
"E00004378",245,22,14,8,61,52,7,0,2,0,105,64,27,4,7,3,25,6,14,5,21,3,16,2,11,3,8
"E00004379",234,23,14,9,48,43,3,1,1,0,84,54,14,10,4,2,34,8,19,7,16,7,9,0,29,10,19
"E00004380",276,70,41,29,60,43,10,3,4,0,75,38,16,8,10,3,22,10,9,3,24,20,3,1,25,19,6
"E00004381",236,18,3,15,60,51,7,2,0,0,106,45,21,11,6,23,24,3,19,2,25,8,17,0,3,1,2
"E00004382",233,31,27,4,59,48,11,0,0,0,100,53,23,18,5,1,17,13,4,0,15,7,8,0,11,4,7
"E00004383",183,12,6,6,51,46,1,1,2,1,66,40,6,10,7,3,26,8,17,1,16,2,14,0,12,4,8
"E00004384",183,27,13,14,33,28,3,2,0,0,71,36,10,16,4,5,17,7,8,2,17,6,10,1,18,2,16
"E00004385",175,14,5,9,48,40,7,0,1,0,82,30,18,11,16,7,15,6,7,2,6,1,5,0,10,1,9
"E00004386",201,25,14,11,45,34,10,1,0,0,73,23,26,12,5,7,31,6,17,8,15,5,10,0,12,3,9
"E00004387",177,10,7,3,63,55,0,8,0,0,60,33,9,17,1,0,15,1,14,0,14,4,8,2,15,7,8
"E00004388",192,9,2,7,44,41,1,0,2,0,86,45,9,20,10,2,29,3,18,8,10,4,6,0,14,3,11
"E00004389",223,20,13,7,59,55,3,0,1,0,86,37,27,11,11,0,31,3,23,5,21,2,17,2,6,2,4
"E00004390",231,19,14,5,78,66,8,4,0,0,77,33,21,16,5,2,26,5,19,2,16,7,9,0,15,3,12
"E00004391",243,20,14,6,67,49,16,0,1,1,97,42,30,19,3,3,25,7,14,4,22,8,12,2,12,4,8
"E00004392",199,27,17,10,23,21,2,0,0,0,66,26,12,18,9,1,30,5,22,3,33,6,26,1,20,6,14
"E00004393",215,31,19,12,58,43,12,3,0,0,68,30,12,14,10,2,29,8,16,5,18,6,11,1,11,2,9
"E00004394",157,16,9,7,44,35,4,4,0,1,59,29,13,9,7,1,27,12,12,3,7,3,4,0,4,3,1
"E00004395",226,18,9,9,91,76,10,3,1,1,73,40,10,12,6,5,17,14,2,1,13,5,5,3,14,8,6
"E00004396",227,43,27,16,37,24,11,1,1,0,88,52,12,11,10,3,38,12,22,4,10,8,2,0,11,2,9
"E00004397",235,54,20,34,51,35,9,7,0,0,78,39,8,11,13,7,33,12,18,3,14,0,9,5,5,2,3
"E00004398",183,25,13,12,47,36,7,1,0,3,54,25,14,8,6,1,27,9,9,9,15,5,10,0,15,3,12
"E00004399",276,47,24,23,66,27,23,14,1,1,91,35,23,20,13,0,28,3,20,5,18,3,12,3,26,6,20
"E00004400",283,24,7,17,46,33,10,2,1,0,100,63,19,9,5,4,40,22,12,6,21,8,10,3,52,19,33
"E00004401",233,20,11,9,27,18,9,0,0,0,92,44,29,11,6,2,33,4,24,5,31,7,22,2,30,10,20
"E00004402",216,11,6,5,47,36,11,0,0,0,93,64,13,11,5,0,17,4,6,7,20,4,15,1,28,6,22
"E00004403",242,20,14,6,30,26,3,1,0,0,74,40,15,11,5,3,55,6,47,2,36,6,30,0,27,6,21
"E00004404",211,8,5,3,32,23,9,0,0,0,70,26,29,9,6,0,31,5,19,7,41,11,29,1,29,10,19
"E00004405",230,14,8,6,37,27,8,1,0,1,108,39,16,38,12,3,32,8,21,3,24,8,14,2,15,1,14
"E00004406",204,10,3,7,35,24,8,3,0,0,68,35,10,15,6,2,42,14,21,7,26,5,20,1,23,13,10
"E00004407",228,20,9,11,25,16,7,1,0,1,81,34,16,15,14,2,39,9,23,7,29,5,23,1,34,5,29
"E00004408",203,11,4,7,24,15,8,1,0,0,101,40,28,18,11,4,26,6,16,4,22,5,14,3,19,6,13
"E00004409",212,30,20,10,49,38,7,3,1,0,62,31,9,16,4,2,34,4,26,4,22,8,13,1,15,6,9
"E00004410",203,12,6,6,30,21,9,0,0,0,96,46,18,23,8,1,30,12,15,3,16,8,8,0,19,7,12
"E00004411",211,12,6,6,51,36,11,0,3,1,74,33,19,9,11,2,30,11,16,3,33,0,31,2,11,6,5
"E00004412",227,14,5,9,53,48,3,1,1,0,90,44,16,13,12,5,30,3,20,7,20,8,12,0,20,7,13
"E00004413",172,9,5,4,30,18,12,0,0,0,100,36,38,20,4,2,18,4,11,3,12,4,7,1,3,1,2
"E00004414",233,24,11,13,48,41,6,1,0,0,85,37,23,11,9,5,44,11,28,5,21,7,13,1,11,3,8
"E00004415",241,17,8,9,53,47,6,0,0,0,107,43,36,19,4,5,31,14,14,3,15,5,9,1,18,10,8
"E00004416",208,12,8,4,44,36,8,0,0,0,85,40,15,14,16,0,20,4,12,4,16,4,12,0,31,16,15
"E00004417",232,17,7,10,47,43,3,0,0,1,97,44,20,20,8,5,30,8,19,3,24,6,16,2,17,6,11
"E00004418",220,19,7,12,45,32,11,0,2,0,84,40,15,11,13,5,30,7,16,7,26,7,16,3,16,6,10
"E00004419",214,15,14,1,105,94,10,0,1,0,67,39,16,6,6,0,14,8,5,1,9,6,3,0,4,4,0
"E00004420",214,11,2,9,57,46,9,2,0,0,76,32,17,16,7,4,19,6,11,2,30,6,23,1,21,8,13
"E00004421",234,22,14,8,46,34,9,1,0,2,117,56,36,13,6,6,30,3,26,1,8,4,4,0,11,7,4
"E00004422",159,15,7,8,40,39,0,1,0,0,54,27,14,9,2,2,18,4,11,3,16,7,8,1,16,10,6
"E00004423",202,12,3,9,50,35,11,4,0,0,85,50,19,6,5,5,20,7,8,5,17,3,13,1,18,15,3
"E00004424",203,11,8,3,68,60,7,1,0,0,72,48,11,10,3,0,24,11,12,1,14,4,8,2,14,6,8
"E00004425",286,32,23,9,58,51,5,2,0,0,100,36,30,12,21,1,45,6,33,6,29,8,20,1,22,5,17
"E00004426",251,14,6,8,56,55,1,0,0,0,115,62,25,13,13,2,14,6,5,3,34,5,29,0,18,14,4
"E00004427",221,13,6,7,17,12,5,0,0,0,84,22,34,23,2,3,38,5,24,9,36,13,20,3,33,10,23
"E00004428",188,6,3,3,50,39,8,3,0,0,68,33,25,6,2,2,16,7,7,2,15,10,5,0,33,22,11
"E00004429",213,12,7,5,64,58,6,0,0,0,82,51,14,8,6,3,24,3,19,2,23,8,14,1,8,5,3
"E00004430",161,6,4,2,13,13,0,0,0,0,19,12,6,1,0,0,31,23,8,0,19,14,4,1,73,55,18
"E00004431",198,10,1,9,38,19,19,0,0,0,79,28,22,18,5,6,31,4,21,6,21,5,12,4,19,8,11
"E00004432",231,12,8,4,60,52,7,1,0,0,90,50,24,9,4,3,32,9,18,5,21,9,11,1,16,6,10
"E00004433",245,15,8,7,66,50,14,2,0,0,98,51,25,17,2,3,27,9,17,1,18,5,11,2,21,12,9
"E00004435",210,24,15,9,62,53,5,2,1,1,56,37,3,6,8,2,28,15,9,4,19,11,7,1,21,13,8
"E00004436",287,19,13,6,69,59,10,0,0,0,76,44,16,9,6,1,51,6,44,1,38,15,22,1,34,14,20
"E00004437",214,16,11,5,47,45,1,0,0,1,87,40,22,16,9,0,21,4,14,3,24,2,21,1,19,5,14
"E00004438",187,25,23,2,70,64,5,1,0,0,64,44,13,5,2,0,10,0,7,3,11,2,9,0,7,3,4
"E00004439",194,7,2,5,32,25,7,0,0,0,81,28,25,21,5,2,27,9,15,3,19,4,15,0,28,9,19
"E00004440",201,12,5,7,35,30,4,0,1,0,91,35,21,25,6,4,26,6,17,3,16,7,9,0,21,10,11
"E00004441",221,20,17,3,78,65,10,3,0,0,72,40,25,5,2,0,28,10,16,2,14,7,7,0,9,2,7
"E00004442",199,37,8,29,46,32,9,0,3,2,44,11,7,7,15,4,27,12,11,4,22,18,2,2,23,16,7
"E00004444",304,49,21,28,100,57,24,16,3,0,107,45,15,28,12,7,19,3,11,5,21,2,15,4,8,4,4
"E00004445",207,38,30,8,47,39,5,3,0,0,71,46,13,8,3,1,28,8,16,4,13,6,7,0,10,5,5
"E00004446",235,33,20,13,70,49,18,3,0,0,75,41,16,11,5,2,34,7,22,5,9,5,4,0,14,7,7
"E00004447",98,4,2,2,14,11,3,0,0,0,15,7,3,4,0,1,8,8,0,0,31,26,5,0,26,22,4
"E00004448",267,32,17,15,63,50,10,1,2,0,102,59,20,10,13,0,32,11,18,3,20,4,14,2,18,9,9
"E00004450",332,74,58,16,105,91,13,1,0,0,97,67,11,9,9,1,22,6,11,5,22,7,15,0,12,4,8
"E00004451",228,34,15,19,51,42,5,0,2,2,73,42,18,6,2,5,39,15,13,11,17,6,7,4,14,8,6
"E00004452",262,39,12,27,72,58,11,1,1,1,90,46,17,12,11,4,31,16,9,6,17,5,9,3,13,6,7
"E00004453",319,75,30,45,65,43,12,5,3,2,100,38,20,15,18,9,33,6,22,5,16,4,9,3,30,10,20
"E00004454",347,62,26,36,84,51,25,5,1,2,133,63,22,29,11,8,33,17,13,3,18,6,9,3,17,8,9
"E00004455",234,47,24,23,48,24,19,5,0,0,99,37,23,29,8,2,17,3,10,4,14,6,6,2,9,7,2
"E00004456",227,45,19,26,53,17,29,6,1,0,76,32,18,15,5,6,27,7,17,3,15,6,6,3,11,7,4
"E00004457",208,15,6,9,58,44,14,0,0,0,79,36,28,5,4,6,31,10,21,0,16,5,11,0,9,3,6
"E00004458",355,47,23,24,107,83,14,8,2,0,120,56,32,14,13,5,38,13,23,2,33,11,15,7,10,2,8
"E00004459",227,21,8,13,44,15,12,12,3,2,92,44,19,15,8,6,16,5,11,0,32,25,4,3,22,16,6
"E00004460",158,18,5,13,36,18,11,6,1,0,56,24,16,8,7,1,22,10,11,1,8,6,2,0,18,8,10
"E00004461",280,65,38,27,70,43,19,3,4,1,92,32,23,14,18,5,30,5,18,7,10,2,4,4,13,1,12
"E00004462",201,21,15,6,55,48,7,0,0,0,62,34,13,10,4,1,23,6,16,1,30,11,18,1,10,10,0
"E00004463",247,37,17,20,49,17,20,8,1,3,107,48,22,23,9,5,25,8,12,5,17,6,10,1,12,3,9
"E00004464",110,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,19,18,1,0,24,19,5,0,59,35,24
"E00004465",314,58,32,26,75,57,7,6,2,3,98,57,11,12,9,9,31,4,21,6,34,15,15,4,18,8,10
"E00004466",212,28,27,1,97,92,4,0,1,0,47,37,6,0,3,1,13,4,9,0,8,5,3,0,19,5,14
"E00004467",253,50,35,15,52,38,10,3,1,0,74,48,10,7,8,1,32,5,20,7,27,6,15,6,18,7,11
"E00004468",317,78,47,31,75,46,19,10,0,0,101,41,20,27,7,6,21,3,17,1,23,3,17,3,19,7,12
"E00004469",229,22,11,11,61,55,3,0,1,2,74,41,16,6,9,2,26,4,18,4,24,10,14,0,22,14,8
"E00004470",276,51,28,23,85,64,16,2,3,0,90,56,15,10,7,2,22,6,12,4,16,5,9,2,12,5,7
"E00004471",202,13,11,2,84,81,3,0,0,0,69,52,11,2,4,0,13,5,8,0,10,3,7,0,13,8,5
"E00004472",308,63,33,30,75,57,11,6,1,0,103,68,11,6,9,9,40,9,24,7,12,3,8,1,15,5,10
"E00004473",210,15,10,5,52,46,4,1,0,1,70,41,10,12,5,2,26,6,17,3,14,5,9,0,33,12,21
"E00004474",317,42,39,3,107,97,10,0,0,0,104,64,27,10,2,1,24,4,19,1,22,6,16,0,18,4,14
"E00004475",223,49,22,27,53,34,10,6,1,2,80,44,14,12,8,2,14,2,7,5,14,4,9,1,13,8,5
"E00004476",248,42,28,14,56,36,13,5,1,1,91,44,24,17,4,2,26,9,13,4,9,3,5,1,24,9,15
"E00004477",275,25,19,6,106,94,9,2,0,1,74,52,16,0,2,4,24,7,14,3,18,12,6,0,28,11,17
"E00004478",384,70,57,13,153,138,12,2,1,0,110,71,13,12,11,3,31,8,19,4,12,5,7,0,8,5,3
"E00004479",252,37,23,14,87,73,5,3,5,1,75,44,7,15,5,4,24,5,16,3,10,5,4,1,19,5,14
"E00004480",209,26,20,6,67,57,9,0,0,1,59,42,8,5,0,4,22,6,13,3,13,8,5,0,22,19,3
"E00004481",242,38,24,14,33,23,6,3,0,1,99,49,18,16,11,5,37,9,27,1,17,3,14,0,18,10,8
"E00004482",246,32,17,15,50,42,5,3,0,0,86,40,17,12,13,4,37,9,24,4,30,5,23,2,11,4,7
"E00004483",244,24,11,13,56,46,8,1,0,1,93,48,18,15,6,6,32,3,22,7,23,2,21,0,16,2,14
"E00004484",237,22,15,7,55,52,3,0,0,0,94,46,26,12,7,3,39,5,30,4,19,2,17,0,8,2,6
"E00004485",226,23,7,16,54,45,7,0,2,0,91,42,21,10,13,5,27,10,13,4,17,5,12,0,14,6,8
"E00004486",236,29,13,16,38,33,5,0,0,0,85,44,14,11,11,5,33,5,23,5,33,12,20,1,18,9,9
"E00004487",182,16,13,3,54,48,4,2,0,0,67,45,5,12,5,0,23,13,8,2,14,4,7,3,8,6,2
"E00004488",148,21,3,18,16,9,6,1,0,0,59,19,10,14,14,2,22,10,6,6,15,4,8,3,15,7,8
"E00004489",229,27,16,11,40,26,11,2,1,0,92,49,22,11,8,2,35,8,24,3,19,8,6,5,16,6,10
"E00004490",205,56,24,32,47,37,9,0,1,0,62,34,8,8,10,2,14,3,7,4,17,9,6,2,9,3,6
"E00004491",251,33,23,10,47,35,7,5,0,0,74,45,13,10,5,1,33,11,17,5,33,21,9,3,31,16,15
"E00004492",259,15,4,11,32,24,6,1,1,0,101,44,27,15,11,4,49,5,32,12,49,8,39,2,13,1,12
"E00004493",173,13,9,4,41,38,2,0,0,1,91,39,45,4,2,1,9,3,6,0,7,4,3,0,12,6,6
"E00004494",332,28,20,8,73,66,5,2,0,0,113,60,16,23,14,0,52,7,38,7,32,9,22,1,34,15,19
"E00004495",227,17,9,8,29,23,6,0,0,0,66,35,5,14,10,2,45,9,35,1,35,11,22,2,35,14,21
"E00004496",293,17,4,13,47,41,5,0,1,0,95,48,30,6,8,3,56,11,37,8,46,7,37,2,32,11,21
"E00004497",203,21,12,9,43,30,9,1,3,0,86,49,23,10,3,1,27,12,10,5,15,5,7,3,11,3,8
"E00004498",248,25,10,15,58,34,12,7,5,0,104,55,21,21,2,5,23,8,12,3,25,8,16,1,13,6,7
"E00004499",299,39,17,22,34,29,3,0,1,1,117,26,30,31,22,8,53,1,40,12,38,3,32,3,18,6,12
"E00004500",160,7,7,0,42,40,2,0,0,0,68,60,6,0,2,0,22,17,4,1,10,8,2,0,11,9,2
"E00004501",103,6,6,0,20,16,4,0,0,0,40,31,3,3,3,0,17,10,6,1,11,6,5,0,9,7,2
"E00004502",209,33,20,13,51,32,11,6,0,2,56,34,8,6,4,4,38,14,19,5,9,3,4,2,22,11,11
"E00004503",179,13,9,4,27,21,2,4,0,0,66,44,7,8,6,1,35,21,11,3,17,13,3,1,21,17,4
"E00004504",295,45,17,28,35,30,4,0,0,1,90,30,21,18,13,8,55,1,39,15,41,4,36,1,29,9,20
"E00004505",229,30,17,13,52,38,9,4,1,0,98,54,17,15,11,1,22,5,13,4,11,5,6,0,16,7,9
"E00004506",236,35,6,29,64,53,10,1,0,0,81,38,13,10,10,10,28,12,8,8,17,4,12,1,11,4,7
"E00004507",196,11,6,5,23,15,7,0,0,1,82,27,23,26,5,1,30,8,18,4,27,3,24,0,23,9,14
"E00004508",260,19,13,6,45,35,8,2,0,0,84,51,14,9,6,4,45,11,30,4,40,12,28,0,27,20,7
"E00004509",263,28,7,21,43,28,1,9,4,1,98,40,19,23,11,5,35,5,26,4,33,7,22,4,26,9,17
"E00004510",259,31,19,12,67,62,3,0,2,0,82,42,24,5,8,3,42,11,22,9,18,3,14,1,19,5,14
"E00004511",293,32,11,21,59,49,6,0,1,3,101,63,13,13,10,2,45,10,27,8,40,6,32,2,16,7,9
"E00004512",216,19,6,13,46,39,5,0,2,0,84,46,22,6,8,2,25,8,12,5,21,11,9,1,21,10,11
"E00004513",216,21,5,16,37,29,5,3,0,0,80,30,18,17,12,3,32,5,18,9,29,11,16,2,17,3,14
"E00004514",236,27,12,15,40,34,5,0,0,1,72,32,19,8,10,3,40,11,19,10,46,6,39,1,11,3,8
"E00004515",224,15,10,5,65,54,7,3,1,0,83,49,12,15,2,5,23,6,13,4,18,3,14,1,20,4,16
"E00004516",299,35,25,10,66,62,3,0,1,0,90,37,25,22,1,5,51,5,40,6,27,5,20,2,30,10,20
"E00004517",226,37,15,22,48,41,4,2,1,0,81,42,14,5,15,5,32,8,17,7,16,8,5,3,12,9,3
"E00004518",196,21,12,9,42,33,6,3,0,0,73,39,13,15,2,4,26,6,18,2,15,9,6,0,19,10,9
"E00004519",210,14,5,9,33,25,7,1,0,0,95,35,33,15,11,1,25,5,14,6,18,3,15,0,25,10,15
"E00004520",203,24,20,4,49,28,12,9,0,0,95,65,19,7,4,0,25,20,5,0,9,5,3,1,1,0,1
"E00004521",244,34,32,2,69,69,0,0,0,0,71,54,8,5,4,0,34,7,24,3,19,10,9,0,17,8,9
"E00004522",193,37,37,0,66,66,0,0,0,0,52,44,6,2,0,0,18,9,9,0,16,4,11,1,4,1,3
"E00004523",471,77,44,33,140,108,8,18,2,4,186,88,7,75,9,7,42,17,17,8,19,8,10,1,7,3,4
"E00004524",347,100,96,4,74,68,2,2,2,0,80,63,5,2,10,0,48,19,27,2,27,13,14,0,18,14,4
"E00004525",224,59,46,13,59,50,7,1,0,1,62,45,4,6,5,2,26,9,13,4,11,6,4,1,7,6,1
"E00004526",211,31,22,9,28,18,9,1,0,0,51,31,7,8,5,0,36,16,13,7,34,20,13,1,31,16,15
"E00004527",162,45,45,0,35,30,2,3,0,0,51,51,0,0,0,0,7,2,5,0,11,8,3,0,13,12,1
"E00004528",293,20,17,3,97,82,4,9,0,2,120,70,7,39,3,1,27,16,9,2,20,19,0,1,9,6,3
"E00004529",403,73,67,6,120,104,6,10,0,0,160,102,7,49,1,1,36,19,16,1,10,4,5,1,4,2,2
"E00004530",216,34,26,8,65,59,3,2,1,0,80,67,4,6,3,0,19,9,10,0,11,11,0,0,7,4,3
"E00004531",234,43,28,15,61,48,8,4,0,1,85,41,19,9,9,7,27,6,17,4,13,7,4,2,5,2,3
"E00004532",291,47,40,7,89,74,13,2,0,0,102,68,16,8,6,4,38,20,17,1,10,4,6,0,5,1,4
"E00004534",173,21,6,15,37,15,11,7,2,2,81,46,10,13,11,1,15,5,5,5,8,6,1,1,11,6,5
"E00004535",184,41,40,1,51,49,2,0,0,0,56,42,10,0,4,0,23,13,10,0,5,4,1,0,8,5,3
"E00004536",230,22,22,0,71,70,0,1,0,0,95,90,2,3,0,0,15,6,9,0,20,7,13,0,7,0,7
"E00004537",141,14,9,5,34,22,10,2,0,0,45,31,4,2,7,1,24,7,11,6,12,5,7,0,12,7,5
"E00004538",164,37,31,6,20,16,0,2,1,1,51,34,6,7,2,2,23,11,7,5,19,14,5,0,14,9,5
"E00004539",119,15,13,2,37,32,3,0,1,1,39,31,4,3,0,1,15,7,8,0,8,6,2,0,5,3,2
"E00004540",286,46,29,17,50,29,20,1,0,0,83,45,14,9,10,5,33,7,25,1,30,13,12,5,44,26,18
"E00004541",170,19,8,11,37,27,5,3,2,0,87,52,14,13,8,0,14,11,2,1,9,5,4,0,4,4,0
"E00004542",301,42,28,14,93,77,10,5,0,1,110,76,5,22,5,2,18,7,11,0,11,6,3,2,27,11,16
"E00004543",200,15,10,5,52,49,2,1,0,0,82,69,2,5,3,3,39,15,21,3,8,3,5,0,4,2,2
"E00004544",224,46,27,19,52,35,9,8,0,0,68,26,21,7,13,1,19,3,16,0,20,5,12,3,19,7,12
"E00004545",341,57,34,23,83,50,22,8,3,0,129,68,25,24,11,1,38,14,18,6,20,14,4,2,14,7,7
"E00004546",210,24,23,1,38,36,2,0,0,0,60,49,5,3,1,2,34,18,14,2,19,11,7,1,35,14,21
"E00004547",288,71,58,13,75,55,16,4,0,0,71,50,12,8,0,1,30,8,17,5,27,8,14,5,14,9,5
"E00004548",200,16,15,1,39,34,3,2,0,0,77,70,0,3,3,1,40,22,16,2,19,14,5,0,9,5,4
"E00004549",220,37,24,13,51,33,13,4,0,1,81,41,12,14,9,5,25,14,6,5,10,5,3,2,16,6,10
"E00004550",319,42,24,18,133,118,10,3,2,0,85,55,10,14,5,1,27,4,18,5,15,4,10,1,17,5,12
"E00004551",372,72,57,15,152,144,6,1,1,0,113,78,20,5,9,1,26,10,15,1,5,0,5,0,4,2,2
"E00004552",247,49,29,20,62,46,7,6,3,0,69,27,9,23,9,1,34,12,13,9,22,6,15,1,11,5,6
"E00004553",205,43,17,26,52,34,10,6,1,1,70,38,9,5,13,5,23,8,10,5,11,5,5,1,6,2,4
"E00004554",383,140,135,5,104,99,2,2,1,0,89,79,7,2,1,0,35,7,24,4,9,4,5,0,6,3,3
"E00004555",244,29,15,14,71,46,18,5,0,2,73,33,14,17,5,4,30,3,19,8,21,4,13,4,20,14,6
"E00004556",249,51,34,17,63,42,11,7,3,0,74,44,11,10,9,0,28,14,12,2,15,13,2,0,18,10,8
"E00004557",154,9,8,1,37,25,10,2,0,0,63,53,4,5,1,0,17,13,2,2,11,8,2,1,17,15,2
"E00004558",256,59,43,16,39,34,2,1,2,0,75,53,5,5,7,5,34,14,17,3,34,8,23,3,15,5,10
"E00004559",303,65,52,13,62,51,10,0,0,1,108,59,29,14,0,6,27,7,16,4,27,13,12,2,14,7,7
"E00004560",192,25,9,16,25,12,7,1,2,3,83,51,12,5,12,3,19,7,10,2,28,18,10,0,12,6,6
"E00004561",251,111,102,9,50,45,4,0,0,1,60,45,6,5,1,3,14,5,7,2,4,2,1,1,12,6,6
"E00004562",236,32,24,8,99,83,13,2,1,0,60,41,8,5,5,1,15,10,5,0,19,12,7,0,11,5,6
"E00004563",483,210,180,30,99,81,10,3,3,2,121,65,28,17,10,1,23,10,9,4,19,9,8,2,11,4,7
"E00004564",267,84,79,5,106,99,6,0,1,0,50,35,7,8,0,0,14,7,5,2,4,0,4,0,9,1,8
"E00004565",229,34,17,17,25,15,10,0,0,0,63,27,12,12,11,1,34,13,8,13,29,22,5,2,44,34,10
"E00004566",233,25,10,15,65,53,9,1,2,0,93,58,18,14,2,1,22,12,6,4,12,6,6,0,16,11,5
"E00004567",273,73,39,34,51,33,9,7,2,0,103,39,24,24,13,3,20,3,10,7,14,5,7,2,12,5,7
"E00004568",316,61,45,16,120,106,10,0,1,3,80,46,15,12,2,5,26,10,13,3,15,5,10,0,14,5,9
"E00004569",280,34,26,8,76,68,6,1,1,0,93,64,10,10,9,0,36,13,18,5,21,9,11,1,20,8,12
"E00004570",264,27,21,6,56,45,9,2,0,0,88,50,25,9,4,0,32,1,27,4,36,12,20,4,25,5,20
"E00004571",297,44,32,12,102,87,8,4,2,1,88,52,20,6,7,3,34,7,21,6,18,8,10,0,11,6,5
"E00004572",327,54,45,9,138,114,20,4,0,0,96,60,25,7,3,1,20,10,8,2,6,4,1,1,13,3,10
"E00004573",281,49,32,17,71,54,13,2,2,0,84,56,14,4,7,3,42,14,20,8,20,11,8,1,15,3,12
"E00004574",321,48,44,4,87,80,7,0,0,0,113,71,20,20,2,0,34,6,27,1,26,9,15,2,13,2,11
"E00004575",304,46,39,7,125,123,1,1,0,0,97,64,14,12,7,0,16,5,7,4,15,5,9,1,5,2,3
"E00004576",266,35,19,16,58,32,17,5,3,1,91,39,22,12,14,4,49,11,30,8,15,1,13,1,18,5,13
"E00004577",241,26,16,10,59,51,6,1,1,0,85,48,15,15,7,0,27,4,17,6,25,11,12,2,19,7,12
"E00004578",253,31,20,11,104,98,3,1,1,1,87,63,9,8,7,0,17,5,8,4,12,6,5,1,2,0,2
"E00004579",202,20,11,9,59,48,8,1,0,2,69,28,20,4,13,4,28,10,16,2,18,4,14,0,8,3,5
"E00004580",259,27,19,8,89,85,3,0,0,1,101,62,21,7,10,1,20,10,6,4,14,2,12,0,8,4,4
"E00004581",198,30,21,9,63,59,2,0,2,0,70,30,10,14,14,2,15,3,10,2,17,6,11,0,3,1,2
"E00004582",223,20,15,5,59,49,9,1,0,0,88,43,22,16,7,0,28,11,12,5,21,9,11,1,7,1,6
"E00004583",291,43,24,19,75,61,11,1,2,0,91,40,17,20,13,1,35,10,18,7,33,11,18,4,14,6,8
"E00004584",316,34,22,12,91,79,10,2,0,0,126,78,24,15,7,2,33,10,18,5,15,6,8,1,17,5,12
"E00004585",222,34,26,8,58,49,7,2,0,0,81,47,19,9,5,1,28,8,15,5,15,12,3,0,6,4,2
