"GeographyCode","QS203EW0001","QS203EW0002","QS203EW0003","QS203EW0004","QS203EW0005","QS203EW0006","QS203EW0007","QS203EW0008","QS203EW0009","QS203EW0010","QS203EW0011","QS203EW0012","QS203EW0013","QS203EW0014","QS203EW0015","QS203EW0016","QS203EW0017","QS203EW0018","QS203EW0019","QS203EW0020","QS203EW0021","QS203EW0022","QS203EW0023","QS203EW0024","QS203EW0025","QS203EW0026","QS203EW0027","QS203EW0028","QS203EW0029","QS203EW0030","QS203EW0031","QS203EW0032","QS203EW0033","QS203EW0034","QS203EW0035","QS203EW0036","QS203EW0037","QS203EW0038","QS203EW0039","QS203EW0040","QS203EW0041","QS203EW0042","QS203EW0043","QS203EW0044","QS203EW0045","QS203EW0046","QS203EW0047","QS203EW0048","QS203EW0049","QS203EW0050","QS203EW0051","QS203EW0052","QS203EW0053","QS203EW0054","QS203EW0055","QS203EW0056","QS203EW0057","QS203EW0058","QS203EW0059","QS203EW0060","QS203EW0061","QS203EW0062","QS203EW0063","QS203EW0064","QS203EW0065","QS203EW0066","QS203EW0067","QS203EW0068","QS203EW0069","QS203EW0070","QS203EW0071","QS203EW0072","QS203EW0073","QS203EW0074","QS203EW0075","QS203EW0076","QS203EW0077","QS203EW0078"
"E00004205",373,315,251,241,3,5,2,0,0,0,0,0,0,16,48,42,32,9,4,5,2,2,10,10,0,6,1,3,6,0,6,7,0,2,0,0,2,5,2,0,2,0,1,0,21,0,0,0,4,1,0,3,11,1,8,0,0,2,6,1,5,0,16,14,13,1,0,1,1,0,1,14,0,14,12,2,0,0
"E00004206",310,270,231,222,3,4,2,0,0,0,0,0,0,18,21,13,9,3,0,2,1,0,3,4,0,0,0,4,8,0,8,12,3,2,1,1,0,7,0,5,0,0,2,0,13,2,1,1,0,0,0,0,9,8,1,0,0,0,2,1,1,0,9,3,3,0,0,3,3,0,3,6,0,6,2,4,0,0
"E00004207",365,248,195,189,0,3,2,0,1,0,0,0,0,5,48,29,22,4,5,4,3,0,6,7,1,6,0,0,19,1,18,26,3,5,1,0,4,18,1,5,1,1,10,0,67,13,2,11,8,6,2,0,44,39,0,1,0,4,2,1,1,0,23,15,13,2,0,8,0,0,0,1,0,1,1,0,0,0
"E00004208",303,230,187,182,2,2,1,0,0,0,0,0,0,13,30,23,15,1,3,4,0,3,4,8,0,2,0,6,7,1,6,29,8,8,3,3,2,13,0,6,0,0,7,0,34,9,0,9,3,2,0,1,20,12,6,2,0,0,2,0,2,0,8,4,3,1,0,3,1,0,1,2,0,2,2,0,0,0
"E00004209",271,212,161,151,4,3,3,0,0,0,0,0,0,13,38,34,25,4,2,11,5,0,3,9,0,3,3,3,4,0,4,18,5,5,0,1,4,8,0,2,1,0,5,0,18,2,2,0,2,0,1,1,11,9,0,2,0,0,3,0,3,0,10,2,1,1,0,7,1,0,1,13,0,13,11,2,0,0
"E00004210",323,238,194,191,0,2,0,0,1,0,0,0,0,7,37,17,9,2,0,1,3,1,2,8,0,3,0,5,20,3,17,26,3,5,1,4,0,18,0,15,0,0,3,0,43,8,0,8,7,2,5,0,21,19,0,0,1,1,7,3,4,0,12,9,8,1,0,3,0,0,0,4,0,4,3,1,0,0
"E00004211",306,237,161,156,1,2,2,0,0,0,0,0,0,9,67,50,31,14,2,4,2,2,7,19,0,7,6,6,17,1,16,7,1,2,0,1,1,4,0,0,2,0,2,0,32,0,0,0,6,3,2,1,12,4,5,0,0,3,14,1,13,0,15,10,7,3,0,5,0,0,0,15,0,15,15,0,0,0
"E00004212",330,271,233,216,3,10,4,0,0,0,1,0,0,2,35,23,18,6,1,6,0,1,4,5,0,2,0,3,12,0,12,13,4,2,2,0,0,7,0,0,1,0,6,0,16,3,0,3,5,0,1,4,5,2,3,0,0,0,3,0,3,0,26,19,19,0,0,5,2,1,1,4,0,4,2,2,0,0
"E00004213",456,320,283,276,0,6,1,0,0,0,0,0,0,12,25,12,11,2,3,3,0,2,1,1,0,0,0,1,13,6,7,45,6,4,0,2,2,35,3,17,0,1,14,0,57,6,3,3,10,4,4,2,32,19,8,0,5,0,9,1,8,0,28,10,8,2,2,11,5,3,2,6,0,6,6,0,0,0
"E00004214",521,372,288,275,5,7,1,0,0,0,1,0,0,6,77,54,39,8,6,3,3,1,18,15,1,2,0,12,23,2,21,35,8,14,4,8,2,13,1,3,3,1,5,0,76,29,12,17,5,3,1,1,29,21,4,1,3,0,10,4,6,3,30,18,12,6,0,8,4,2,2,8,0,8,6,2,0,0
"E00004215",269,191,155,141,1,7,6,0,0,0,0,0,0,2,34,30,27,5,10,7,0,1,4,3,0,0,0,3,4,0,4,10,2,1,0,1,0,7,0,2,4,0,1,0,19,2,0,2,1,0,0,1,13,9,0,1,3,0,3,0,3,0,31,23,15,8,0,5,3,2,1,18,0,18,10,8,0,0
"E00004216",299,240,201,190,0,4,7,0,0,0,0,0,1,2,36,34,26,6,8,2,0,3,7,8,0,3,0,5,2,0,2,14,0,0,0,0,0,14,1,0,10,1,2,0,6,2,0,2,2,0,1,1,2,0,2,0,0,0,0,0,0,0,29,26,21,5,1,2,0,0,0,10,0,9,7,2,1,0
"E00004217",244,190,146,137,4,4,1,0,0,0,0,0,1,9,34,28,23,2,14,5,0,0,2,5,0,0,0,5,6,1,5,6,0,1,0,1,0,5,0,2,3,0,0,0,24,2,0,2,6,0,1,5,3,0,3,0,0,0,13,1,12,0,9,7,4,3,0,1,1,0,1,15,0,15,12,3,0,0
"E00004218",305,246,200,182,3,12,3,0,0,0,0,0,1,13,32,23,20,1,4,2,2,1,10,3,0,1,0,2,9,1,8,12,2,3,1,2,0,7,0,2,4,1,0,0,29,7,1,6,2,1,1,0,19,14,2,0,3,0,1,1,0,0,15,10,8,2,1,4,0,0,0,3,0,3,0,3,0,0
"E00004219",366,296,221,203,5,7,6,0,0,0,0,0,0,10,65,51,41,8,7,9,2,3,12,10,0,6,0,4,14,3,11,14,4,2,1,1,0,8,2,0,6,0,0,0,30,15,0,15,3,1,2,0,9,0,8,1,0,0,2,0,2,1,16,12,9,3,1,2,1,1,0,10,0,10,7,3,0,0
"E00004220",170,156,129,126,0,1,2,0,0,0,0,0,0,5,22,14,5,0,0,1,1,0,3,9,0,6,0,3,8,0,8,3,0,2,0,0,2,1,0,0,0,0,1,0,5,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,2,1,0,1,3,0,3,2,1,0,0
"E00004221",232,168,126,116,3,4,3,0,0,0,0,0,0,8,34,29,29,10,3,5,1,0,10,0,0,0,0,0,5,0,5,5,3,1,0,1,0,1,0,0,1,0,0,0,12,5,3,2,2,0,2,0,4,0,0,1,1,2,1,0,1,0,40,37,26,11,0,3,0,0,0,7,0,6,3,3,1,0
"E00004222",215,165,129,124,1,2,2,0,0,0,0,0,0,2,34,30,27,6,3,2,0,2,14,3,0,0,1,2,4,0,4,10,0,0,0,0,0,10,2,0,4,2,2,0,9,1,1,0,2,2,0,0,5,2,1,1,0,1,1,1,0,0,24,21,18,3,1,2,0,0,0,7,0,7,6,1,0,0
"E00004223",321,233,187,175,4,6,2,0,0,0,0,0,0,8,38,24,21,6,4,5,0,3,3,3,0,2,0,1,14,3,11,24,6,7,0,3,4,11,0,8,0,0,3,0,45,8,8,0,2,0,2,0,29,24,0,1,1,3,6,5,1,0,14,7,7,0,0,3,4,2,2,5,0,5,3,2,0,0
"E00004224",280,208,168,155,0,9,4,0,0,0,0,0,0,4,36,29,19,4,8,1,0,0,6,10,1,4,1,4,7,0,7,9,1,0,0,0,0,8,0,0,3,2,3,0,23,4,3,1,12,1,3,8,4,0,4,0,0,0,3,0,3,0,27,20,19,1,0,6,1,1,0,13,0,13,13,0,0,0
"E00004225",463,323,209,189,4,15,1,0,0,0,0,0,0,30,84,79,58,16,7,13,7,6,9,21,0,15,1,5,5,0,5,31,2,4,0,2,2,24,4,7,3,0,10,1,61,9,2,7,21,0,3,18,29,16,7,4,2,0,2,2,0,0,33,26,18,8,0,4,3,3,0,15,0,14,13,1,1,0
"E00004226",256,190,168,154,2,9,2,0,1,0,0,0,0,0,22,21,16,2,4,3,0,1,6,5,0,2,0,3,1,1,0,4,1,0,0,0,0,3,1,0,1,0,1,0,23,8,1,7,6,2,4,0,8,0,6,0,2,0,1,1,0,0,35,32,22,10,3,0,0,0,0,4,0,4,2,2,0,0
"E00004227",271,207,171,161,3,4,3,0,0,0,0,0,0,11,25,19,16,1,3,1,2,1,8,3,0,1,0,2,6,1,5,15,5,0,0,0,0,10,2,0,7,1,0,0,11,2,0,2,3,1,0,2,6,2,2,1,1,0,0,0,0,0,31,21,16,5,2,8,0,0,0,7,0,7,3,4,0,0
"E00004228",204,158,133,123,3,1,6,0,0,0,0,0,0,2,23,19,17,1,2,4,2,1,7,2,0,0,0,2,4,0,4,6,3,1,1,0,0,2,1,0,1,0,0,0,4,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,1,0,24,19,11,8,4,0,1,1,0,12,0,12,7,5,0,0
"E00004229",318,219,177,171,1,3,2,0,0,0,0,0,0,3,39,33,28,7,1,3,1,1,15,5,0,0,2,3,6,2,4,24,7,3,1,0,2,14,2,2,7,1,2,0,26,4,2,2,6,2,2,2,9,9,0,0,0,0,7,0,7,0,26,17,12,5,2,5,2,0,2,23,0,23,19,4,0,0
"E00004230",283,237,200,192,2,5,1,0,0,0,1,0,0,10,26,24,17,5,4,3,0,4,1,7,0,6,0,1,2,0,2,7,1,1,0,0,1,5,1,2,2,0,0,0,20,5,4,1,2,0,1,1,11,8,1,0,1,1,2,1,1,0,12,9,4,5,0,2,1,1,0,7,0,7,6,1,0,0
"E00004231",328,240,208,187,3,8,10,0,0,0,0,0,0,3,29,25,21,6,5,1,1,1,7,4,0,2,0,2,4,0,4,10,1,1,0,0,1,8,0,0,6,0,2,0,18,4,1,3,8,1,0,7,1,0,1,0,0,0,5,1,4,0,46,46,42,4,0,0,0,0,0,14,0,14,11,3,0,0
"E00004232",202,152,121,111,2,3,5,0,0,0,0,0,0,9,22,18,14,0,6,3,2,0,3,4,0,0,0,4,4,1,3,9,1,0,0,0,0,8,0,0,7,1,0,0,19,4,3,1,1,0,0,1,3,0,3,0,0,0,11,7,4,0,14,8,4,4,1,4,1,0,1,8,0,8,5,3,0,0
"E00004233",231,200,168,159,3,4,2,0,0,0,0,0,0,3,29,27,18,4,2,4,1,2,5,9,1,2,0,6,2,1,1,10,2,2,0,1,1,6,0,0,2,0,4,0,3,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,15,12,9,3,0,3,0,0,0,3,0,3,2,1,0,0
"E00004234",242,190,154,143,4,5,2,0,0,0,0,0,0,2,34,33,29,4,2,13,0,3,7,4,0,2,0,2,1,0,1,4,0,1,0,1,0,3,0,0,3,0,0,0,9,1,0,1,4,2,0,2,3,0,3,0,0,0,1,0,1,0,33,22,18,4,10,1,0,0,0,6,0,6,4,2,0,0
"E00004235",326,243,194,180,2,10,2,0,0,0,0,0,0,4,45,35,27,9,4,3,1,5,5,8,1,4,0,3,10,1,9,31,1,8,3,2,3,22,0,12,1,1,8,0,29,11,4,7,8,4,0,4,4,2,2,0,0,0,6,0,6,0,19,14,12,2,0,4,1,0,1,4,0,4,3,1,0,0
"E00004236",329,236,184,170,3,8,3,0,0,0,0,0,0,10,42,33,28,11,1,10,1,1,4,5,0,3,0,2,9,2,7,18,2,4,1,0,3,11,0,2,5,0,4,1,43,7,3,4,10,2,2,6,20,10,5,0,0,5,6,2,4,0,19,13,8,5,0,6,0,0,0,13,0,13,8,5,0,0
"E00004237",267,203,153,146,3,4,0,0,0,0,1,0,0,12,37,27,20,4,3,2,0,4,7,7,0,3,0,4,10,1,9,9,1,3,1,2,0,5,1,3,1,0,0,0,31,4,0,4,4,0,1,3,22,17,2,0,0,3,1,1,0,0,16,11,10,1,0,3,2,1,1,8,0,8,5,3,0,0
"E00004238",290,238,194,183,2,4,5,0,0,0,0,0,0,2,42,36,32,8,5,8,0,0,11,4,0,0,1,3,6,0,6,17,2,7,1,4,2,8,2,3,2,0,1,0,11,4,2,2,1,0,1,0,3,0,2,1,0,0,3,0,3,0,17,10,7,3,2,5,0,0,0,7,0,7,4,3,0,0
"E00004239",215,182,157,151,2,3,1,0,0,0,0,0,0,17,8,7,6,1,5,0,0,0,0,1,0,1,0,0,1,0,1,5,1,3,2,1,0,1,1,0,0,0,0,0,14,3,2,1,3,0,0,3,4,1,3,0,0,0,4,0,4,0,12,2,0,2,1,4,5,3,2,2,0,2,1,1,0,0
"E00004240",329,242,188,178,2,2,6,0,0,0,0,0,0,16,38,32,22,3,2,6,2,3,6,10,0,7,0,3,6,4,2,24,0,4,2,2,0,20,2,12,2,2,2,0,38,7,3,4,7,4,2,1,16,10,2,4,0,0,8,3,5,0,16,10,7,3,1,3,2,0,2,9,0,9,8,1,0,0
"E00004241",295,227,193,183,0,2,8,0,0,0,0,0,0,4,30,21,20,2,6,5,0,3,4,1,0,0,0,1,9,1,8,3,0,0,0,0,0,3,1,0,1,1,0,0,28,8,2,6,1,0,1,0,8,1,7,0,0,0,11,3,8,0,32,24,21,3,4,1,3,2,1,5,0,5,3,2,0,0
"E00004242",176,120,84,79,2,2,1,0,0,0,0,0,0,4,32,24,17,3,1,3,5,2,3,7,0,3,1,3,8,0,8,20,3,2,0,1,1,15,1,0,11,1,2,0,21,2,1,1,1,0,0,1,5,0,0,0,2,3,13,8,5,0,11,10,8,2,0,0,1,0,1,4,0,4,2,2,0,0
"E00004243",290,230,189,180,1,6,2,0,0,0,0,0,0,3,38,32,25,6,10,3,0,3,3,7,0,0,3,4,6,0,6,11,4,1,1,0,0,6,0,0,5,0,1,0,18,5,1,4,5,1,1,3,3,1,2,0,0,0,5,3,2,0,28,19,14,5,1,7,1,0,1,3,0,3,1,2,0,0
"E00004244",292,179,156,153,0,1,2,0,0,0,0,0,0,8,15,8,6,1,0,1,0,2,2,2,0,0,0,2,7,1,6,59,2,10,1,4,5,47,0,19,0,0,28,0,48,3,1,2,4,3,1,0,30,29,1,0,0,0,11,8,3,0,6,1,0,1,0,3,2,1,1,0,0,0,0,0,0,0
"E00004245",317,268,230,215,2,10,3,0,0,0,0,0,0,9,29,25,18,5,4,2,3,0,4,7,0,1,0,6,4,0,4,13,2,3,0,1,2,8,0,1,0,3,4,0,16,1,0,1,1,1,0,0,13,6,4,3,0,0,1,0,1,0,15,8,5,3,0,2,5,2,3,5,0,5,3,2,0,0
"E00004246",792,570,434,409,7,6,12,0,0,0,1,0,0,13,122,106,79,9,22,7,7,14,20,27,3,12,5,7,16,3,13,19,2,3,0,3,0,14,0,1,2,0,11,0,154,7,1,6,84,71,7,6,36,11,19,2,4,0,27,3,24,0,37,22,9,13,3,10,2,0,2,12,0,12,8,4,0,0
"E00004247",314,259,205,202,0,2,1,0,0,0,0,0,0,9,45,41,32,6,5,7,3,0,11,9,1,0,1,7,4,1,3,14,0,3,0,2,1,11,1,1,4,1,4,0,22,2,2,0,7,0,3,4,3,2,0,0,0,1,10,8,2,0,15,8,7,1,2,4,1,1,0,4,0,4,2,2,0,0
"E00004248",446,354,276,263,3,8,2,0,0,0,0,0,0,12,66,48,35,5,3,4,1,14,8,13,0,2,2,9,18,0,18,29,1,11,0,0,11,17,0,8,3,1,5,0,42,11,5,6,5,3,1,1,22,17,3,2,0,0,4,1,3,0,14,6,3,3,0,6,2,0,2,7,0,7,3,4,0,0
"E00004249",226,186,159,148,1,7,3,0,0,0,0,0,0,8,19,18,15,1,3,3,4,2,2,3,0,2,0,1,1,0,1,8,1,3,2,0,1,4,0,1,2,0,1,0,11,2,1,1,5,0,0,5,4,1,3,0,0,0,0,0,0,0,14,6,4,2,0,4,4,2,2,7,0,7,6,1,0,0
"E00004250",271,233,195,182,1,9,3,0,0,0,1,0,0,4,33,32,31,6,6,6,2,3,8,1,0,1,0,0,1,0,1,7,0,2,1,1,0,5,0,0,1,0,4,0,14,4,3,1,7,5,0,2,2,1,0,0,1,0,1,0,1,0,12,9,7,2,1,1,1,0,1,5,0,5,4,1,0,0
"E00004251",231,199,178,171,0,4,3,0,0,0,0,0,0,7,14,13,11,4,5,1,0,0,1,2,0,0,0,2,1,0,1,6,0,0,0,0,0,6,0,1,0,1,4,0,10,3,1,2,1,0,0,1,5,0,5,0,0,0,1,0,1,0,12,9,8,1,0,1,2,0,2,4,0,4,3,1,0,0
"E00004252",252,208,177,161,6,4,6,0,0,0,0,0,0,5,26,23,16,3,4,3,2,2,2,7,0,3,0,4,3,0,3,10,4,1,0,0,1,5,0,1,3,0,1,0,20,4,3,1,3,1,1,1,7,2,2,0,1,2,6,3,3,0,9,7,5,2,0,2,0,0,0,5,0,5,2,3,0,0
"E00004253",296,232,191,183,0,6,2,0,0,0,0,0,0,7,34,30,21,4,5,6,0,0,6,9,0,6,0,3,4,0,4,20,4,2,0,1,1,14,1,9,3,0,1,0,28,7,1,6,5,1,2,2,11,7,0,0,0,4,5,1,4,0,10,1,1,0,0,8,1,0,1,6,0,6,4,2,0,0
"E00004254",315,226,191,188,0,3,0,0,0,0,0,0,0,10,25,25,10,1,1,1,4,1,2,15,0,1,1,13,0,0,0,37,5,11,2,6,3,20,0,10,0,0,10,1,36,6,5,1,4,1,1,2,19,19,0,0,0,0,4,4,0,3,14,6,5,1,0,2,6,4,2,2,0,2,2,0,0,0
"E00004255",282,224,184,172,3,5,4,0,0,0,0,0,0,6,34,27,22,5,3,8,2,0,4,5,0,2,0,3,7,0,7,18,5,3,0,2,1,10,0,2,4,2,2,0,28,14,0,14,7,6,1,0,5,3,2,0,0,0,2,0,2,0,7,3,3,0,0,2,2,0,2,5,0,5,4,1,0,0
"E00004256",361,243,174,162,1,3,3,0,5,0,0,0,0,14,55,44,25,3,4,4,4,5,5,19,1,6,1,11,11,3,8,23,1,5,1,0,4,17,2,5,7,0,3,0,67,6,4,2,15,11,2,2,32,25,2,2,0,3,13,1,12,1,22,10,8,2,2,3,7,0,7,6,0,6,5,1,0,0
"E00004257",264,224,163,152,0,6,4,0,1,0,0,0,0,9,52,30,20,8,5,5,0,0,2,10,0,4,0,6,22,4,18,9,0,1,0,1,0,8,0,2,2,0,4,0,13,1,0,1,2,0,0,2,2,1,1,0,0,0,6,2,4,2,15,7,5,2,0,4,4,0,4,3,0,3,2,1,0,0
"E00004258",236,201,157,148,1,4,4,0,0,0,0,0,0,11,33,27,25,8,5,6,1,0,5,2,0,2,0,0,6,4,2,4,1,1,0,1,0,2,0,0,1,0,1,0,10,3,1,2,1,1,0,0,2,0,2,0,0,0,4,0,4,0,13,9,8,1,0,3,1,0,1,8,0,8,7,1,0,0
"E00004259",328,225,170,163,1,2,1,0,3,0,0,0,0,13,42,30,22,5,2,2,6,2,5,8,0,6,0,2,12,1,11,31,5,2,0,1,1,24,0,12,1,0,11,0,58,6,5,1,11,5,6,0,30,25,0,0,0,5,11,5,6,0,9,1,1,0,0,7,1,0,1,5,0,5,4,1,0,0
"E00004260",220,155,135,121,1,12,1,0,0,0,0,0,0,4,16,8,5,0,1,0,0,1,3,3,0,1,0,2,8,1,7,47,7,4,1,2,1,36,0,18,1,0,17,0,12,5,3,2,1,1,0,0,6,0,2,0,0,4,0,0,0,0,3,0,0,0,0,1,2,0,2,3,0,3,0,3,0,0
"E00004261",275,198,166,158,1,2,5,0,0,0,0,0,0,5,27,22,18,3,0,5,3,3,4,4,0,2,0,2,5,0,5,18,2,4,1,3,0,12,2,3,2,0,5,0,46,1,1,0,9,2,4,3,30,22,1,0,0,7,6,6,0,0,7,4,4,0,1,0,2,0,2,6,0,6,5,1,0,0
"E00004262",281,212,185,180,3,2,0,0,0,0,0,0,0,8,19,14,7,0,1,4,1,0,1,7,0,6,0,1,5,0,5,28,8,8,0,6,2,12,0,6,1,0,5,0,30,3,1,2,0,0,0,0,18,16,0,2,0,0,9,8,1,0,10,0,0,0,0,2,8,3,5,1,0,1,1,0,0,0
"E00004263",385,279,233,229,0,1,1,0,2,0,0,0,0,2,44,22,15,1,0,5,4,5,0,7,0,3,2,2,22,0,22,49,1,18,0,11,7,30,2,17,0,0,11,0,42,6,2,4,5,3,0,2,26,26,0,0,0,0,5,0,5,0,15,5,4,1,0,5,5,0,5,0,0,0,0,0,0,0
"E00004264",348,274,218,194,1,16,7,0,0,0,1,0,0,4,51,40,28,7,4,3,0,6,8,12,0,2,0,10,11,5,6,7,1,0,0,0,0,6,1,3,2,0,0,0,27,9,4,5,9,5,2,2,2,0,1,0,1,0,7,2,5,0,21,10,4,6,0,8,3,1,2,19,0,19,14,5,0,0
"E00004265",234,204,182,170,2,6,4,0,0,0,0,0,0,4,18,16,11,1,4,4,0,0,2,5,0,2,0,3,2,1,1,12,0,0,0,0,0,12,0,8,2,2,0,0,12,2,1,1,0,0,0,0,10,7,0,1,0,2,0,0,0,0,6,2,1,1,0,2,2,0,2,0,0,0,0,0,0,0
"E00004266",345,292,245,239,1,3,2,0,0,0,0,0,0,13,34,26,17,5,1,3,2,1,5,9,0,3,1,5,8,2,6,16,2,7,1,2,4,7,1,3,1,0,2,0,18,2,1,1,5,1,2,2,9,6,3,0,0,0,2,0,2,0,13,6,6,0,1,6,0,0,0,6,0,6,5,1,0,0
"E00004268",319,252,195,185,1,5,4,0,0,0,0,0,0,16,41,27,25,4,1,5,3,5,7,2,0,0,0,2,14,1,13,39,8,6,0,3,3,25,0,19,2,0,4,0,13,6,3,3,4,2,2,0,2,2,0,0,0,0,1,1,0,0,13,7,5,2,0,4,2,1,1,2,0,2,1,1,0,0
"E00004269",231,191,166,151,5,9,1,0,0,0,0,0,0,5,20,20,12,3,2,3,1,0,3,8,0,1,0,7,0,0,0,12,0,7,3,2,2,5,0,2,1,0,2,0,8,1,0,1,1,0,0,1,6,4,2,0,0,0,0,0,0,0,15,4,2,2,0,7,4,0,4,5,0,5,0,5,0,0
"E00004270",448,349,261,247,2,6,6,0,0,0,0,0,0,12,76,58,46,4,4,11,12,4,11,12,0,1,2,9,18,6,12,23,4,5,0,3,2,14,2,4,1,0,7,0,55,5,1,4,11,5,1,5,30,20,5,1,0,4,8,0,8,1,16,7,5,2,0,9,0,0,0,5,0,5,4,1,0,0
"E00004271",328,254,191,174,6,8,3,0,0,0,0,0,1,17,45,19,15,1,2,3,0,3,6,4,0,1,0,3,26,5,21,15,0,1,1,0,0,14,0,7,2,0,5,0,26,2,1,1,3,2,1,0,13,11,1,0,1,0,7,1,6,1,19,10,7,3,0,6,3,0,3,14,0,14,9,5,0,0
"E00004272",273,220,188,177,2,6,3,0,0,0,0,0,1,5,26,22,15,1,2,5,1,0,6,7,0,3,0,4,4,1,3,6,0,0,0,0,0,6,0,0,3,0,3,0,23,5,1,4,5,3,1,1,11,7,4,0,0,0,2,1,1,0,16,12,11,1,0,3,1,0,1,8,0,8,6,2,0,0
"E00004273",364,311,250,231,4,10,2,0,3,0,0,0,0,6,55,49,41,8,4,13,1,3,12,8,0,0,0,8,6,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,20,2,1,1,3,0,1,2,13,5,5,0,0,3,2,1,1,0,23,14,8,6,0,8,1,0,1,8,0,8,7,1,0,0
"E00004274",291,253,212,202,4,2,4,0,0,0,0,0,0,5,36,29,23,6,3,6,0,5,3,6,0,1,0,5,7,2,5,10,0,2,0,2,0,8,0,0,3,0,5,0,8,0,0,0,4,3,0,1,2,0,2,0,0,0,2,2,0,0,11,8,6,2,1,2,0,0,0,9,0,9,7,2,0,0
"E00004275",199,168,128,116,1,10,1,0,0,0,0,0,0,9,31,21,16,3,3,3,2,4,1,5,0,2,0,3,10,0,10,5,0,1,0,1,0,4,0,0,3,1,0,0,16,3,1,2,1,0,0,1,7,2,4,0,1,0,4,4,0,1,8,4,2,2,0,4,0,0,0,2,0,2,2,0,0,0
"E00004276",274,232,189,184,1,3,1,0,0,0,0,0,0,13,30,28,20,2,5,5,0,4,4,8,0,4,0,4,2,0,2,19,4,6,2,1,3,9,0,4,1,0,4,0,12,4,0,4,1,0,0,1,2,0,1,0,1,0,5,4,1,0,6,4,3,1,1,0,1,0,1,5,0,4,2,2,1,0
"E00004277",259,218,188,172,3,9,4,0,0,0,0,0,0,1,29,25,21,1,10,5,2,1,2,4,0,1,1,2,4,3,1,16,1,4,1,1,2,11,3,2,4,0,2,0,9,2,1,1,2,2,0,0,3,0,2,0,1,0,2,0,2,0,10,7,6,1,1,2,0,0,0,6,0,6,6,0,0,0
"E00004278",218,183,146,136,1,7,2,0,0,0,0,0,0,4,33,27,21,6,4,9,0,0,2,6,0,0,1,5,6,0,6,7,2,2,0,2,0,3,1,0,1,0,1,0,8,3,0,3,1,0,1,0,2,2,0,0,0,0,2,2,0,0,13,6,6,0,0,2,5,0,5,7,0,7,3,4,0,0
"E00004279",290,211,179,170,1,8,0,0,0,0,0,0,0,6,26,20,17,4,3,4,3,2,1,3,0,1,0,2,6,1,5,35,7,7,0,1,6,21,1,13,1,0,6,0,25,0,0,0,1,0,0,1,21,17,2,0,2,0,3,0,3,0,14,6,5,1,0,1,7,6,1,5,0,5,5,0,0,0
"E00004280",211,161,128,116,1,6,5,0,0,0,0,0,0,6,27,22,18,4,1,2,3,2,6,4,0,2,0,2,5,1,4,19,1,7,4,0,3,11,1,0,2,1,7,0,10,5,1,4,1,0,1,0,2,0,1,0,1,0,2,0,2,0,13,10,6,4,1,1,1,1,0,8,0,8,4,4,0,0
"E00004281",251,206,183,165,3,9,6,0,0,0,0,0,0,6,17,10,6,0,1,3,1,1,0,4,1,2,0,1,7,1,6,10,2,3,1,1,1,5,0,0,1,4,0,0,23,5,4,1,4,0,0,4,12,12,0,0,0,0,2,0,2,0,7,3,2,1,0,4,0,0,0,5,0,5,3,2,0,0
"E00004282",302,234,187,185,1,1,0,0,0,0,0,0,0,7,40,30,19,2,3,4,1,2,7,11,0,6,1,4,10,4,6,13,0,1,1,0,0,12,0,8,1,0,3,0,34,18,12,6,0,0,0,0,13,6,2,2,3,0,3,2,1,0,15,5,5,0,2,5,3,1,2,6,0,6,4,2,0,0
"E00004283",267,212,170,154,6,6,4,0,0,0,1,0,0,16,25,22,18,3,1,6,0,1,7,4,0,1,0,3,3,0,3,18,4,2,0,0,2,12,0,3,1,2,6,0,17,7,3,4,1,1,0,0,7,4,2,1,0,0,2,1,1,0,13,9,7,2,0,2,2,2,0,7,0,7,3,4,0,0
"E00004284",247,205,166,153,1,9,3,0,0,1,0,0,0,8,30,28,21,5,1,6,1,1,7,7,0,3,1,3,2,0,2,16,1,2,0,1,1,13,4,2,1,1,5,0,16,5,0,5,4,3,1,0,7,2,5,0,0,0,0,0,0,0,4,0,0,0,0,1,3,1,2,6,0,6,4,2,0,0
"E00004285",270,188,126,114,3,4,5,0,0,0,0,1,0,6,55,47,38,6,6,16,3,1,6,9,0,3,1,5,8,0,8,16,5,3,0,3,0,8,0,0,5,1,2,0,46,20,5,15,9,0,3,6,7,0,3,0,0,4,10,3,7,0,11,8,7,1,0,3,0,0,0,9,0,9,5,4,0,0
"E00004286",294,213,145,129,0,3,13,0,0,1,0,0,0,6,61,44,33,6,2,11,1,6,7,11,1,3,0,7,17,3,14,12,2,2,0,0,2,8,0,0,5,2,1,0,36,12,5,7,8,3,4,1,9,2,2,2,2,1,7,2,5,0,26,7,5,2,1,13,5,1,4,7,0,7,3,4,0,0
"E00004287",273,174,126,121,0,4,1,0,0,0,0,0,0,7,41,33,27,5,4,4,0,6,8,6,1,3,1,1,8,0,8,39,4,28,22,6,0,7,1,3,2,1,0,0,34,10,3,7,5,3,0,2,13,2,6,2,3,0,6,3,3,0,13,5,3,2,0,6,2,0,2,13,0,13,4,9,0,0
