"GeographyCode","QS103EW0001","QS103EW0002","QS103EW0003","QS103EW0004","QS103EW0005","QS103EW0006","QS103EW0007","QS103EW0008","QS103EW0009","QS103EW0010","QS103EW0011","QS103EW0012","QS103EW0013","QS103EW0014","QS103EW0015","QS103EW0016","QS103EW0017","QS103EW0018","QS103EW0019","QS103EW0020","QS103EW0021","QS103EW0022","QS103EW0023","QS103EW0024","QS103EW0025","QS103EW0026","QS103EW0027","QS103EW0028","QS103EW0029","QS103EW0030","QS103EW0031","QS103EW0032","QS103EW0033","QS103EW0034","QS103EW0035","QS103EW0036","QS103EW0037","QS103EW0038","QS103EW0039","QS103EW0040","QS103EW0041","QS103EW0042","QS103EW0043","QS103EW0044","QS103EW0045","QS103EW0046","QS103EW0047","QS103EW0048","QS103EW0049","QS103EW0050","QS103EW0051","QS103EW0052","QS103EW0053","QS103EW0054","QS103EW0055","QS103EW0056","QS103EW0057","QS103EW0058","QS103EW0059","QS103EW0060","QS103EW0061","QS103EW0062","QS103EW0063","QS103EW0064","QS103EW0065","QS103EW0066","QS103EW0067","QS103EW0068","QS103EW0069","QS103EW0070","QS103EW0071","QS103EW0072","QS103EW0073","QS103EW0074","QS103EW0075","QS103EW0076","QS103EW0077","QS103EW0078","QS103EW0079","QS103EW0080","QS103EW0081","QS103EW0082","QS103EW0083","QS103EW0084","QS103EW0085","QS103EW0086","QS103EW0087","QS103EW0088","QS103EW0089","QS103EW0090","QS103EW0091","QS103EW0092","QS103EW0093","QS103EW0094","QS103EW0095","QS103EW0096","QS103EW0097","QS103EW0098","QS103EW0099","QS103EW0100","QS103EW0101","QS103EW0102"
"E00004182",180,1,5,0,2,1,2,0,1,1,5,4,0,4,0,3,1,2,1,1,2,7,11,5,7,1,4,4,4,3,3,5,4,3,3,0,1,1,3,1,1,0,2,7,1,6,1,2,4,0,1,2,1,0,4,2,4,1,1,3,3,2,3,1,3,3,1,1,0,1,0,3,0,0,3,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00004183",197,0,2,2,4,1,0,2,2,2,4,4,1,1,3,2,2,2,4,0,2,2,0,2,0,4,2,7,3,1,7,1,2,3,3,2,2,1,6,4,2,2,4,6,3,6,6,2,4,3,3,7,4,2,2,2,3,3,2,2,2,2,0,3,5,1,2,4,1,1,0,0,0,0,0,3,1,4,0,0,0,2,2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"E00004184",210,2,3,1,1,3,1,0,3,1,2,1,2,1,2,1,1,0,3,1,2,8,3,9,8,7,2,5,1,4,2,2,2,4,4,5,4,3,1,4,3,0,2,5,5,1,4,1,3,1,6,3,5,3,0,2,1,1,6,2,2,2,0,5,0,4,2,2,5,1,0,2,1,0,2,1,0,1,0,2,2,2,2,0,0,1,0,1,0,2,2,0,0,2,0,0,1,0,0,0,0,0
"E00004185",413,2,2,7,11,6,10,9,19,8,12,4,1,3,0,1,1,2,0,3,8,29,19,24,17,13,6,9,4,9,2,5,11,7,8,5,9,6,13,14,6,5,0,4,6,2,3,5,2,1,3,0,2,4,5,5,4,0,2,3,1,2,3,3,0,1,2,1,1,2,1,1,0,0,0,1,0,1,2,0,1,1,2,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"E00004187",488,2,6,4,3,2,0,5,3,0,6,7,1,8,1,1,1,0,2,10,18,27,14,22,27,14,11,9,13,16,15,17,12,7,6,4,10,1,5,6,3,8,8,15,6,3,8,6,4,4,6,7,3,3,5,6,5,2,4,3,4,5,3,7,6,3,3,2,4,3,0,4,0,3,2,1,2,2,1,0,1,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004188",182,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,4,15,11,19,10,4,6,4,4,4,6,4,4,5,4,3,1,3,2,2,3,4,0,2,0,1,1,1,2,2,0,0,2,3,2,3,0,1,2,2,1,0,1,0,5,2,2,0,3,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0
"E00004189",317,1,0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,3,10,44,31,36,49,20,8,4,5,11,5,6,2,10,2,3,4,5,4,0,1,2,3,2,2,1,2,1,2,0,3,1,2,3,0,1,2,0,1,2,0,2,2,0,1,2,0,1,0,0,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004190",471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,5,16,18,13,3,11,14,11,10,15,8,8,10,5,10,12,7,5,7,6,5,3,6,5,5,13,10,4,3,6,3,9,11,1,11,11,5,6,8,5,3,9,10,15,7,7,6,8,9,4,6,6,4,1,2,5,4,4,10,4,1,0,0,3,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00004193",657,1,1,1,1,1,3,1,1,0,0,0,0,0,1,0,0,0,0,44,94,39,31,21,24,16,17,19,15,28,27,21,36,11,13,9,11,9,8,9,12,5,12,8,5,4,9,2,6,4,7,4,0,4,1,5,3,5,6,5,0,2,2,4,2,0,2,0,2,5,0,0,1,1,3,1,0,3,0,1,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"E00004194",252,0,1,3,1,0,2,0,5,1,2,1,0,1,0,0,1,0,0,1,0,10,9,8,7,12,9,6,6,6,6,2,9,8,4,7,4,9,5,6,5,1,4,4,7,5,1,4,2,9,3,2,2,2,4,1,3,3,1,4,1,2,2,2,1,2,2,5,2,2,0,0,0,2,2,1,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00004195",311,2,1,1,3,1,1,1,2,1,0,1,0,5,2,1,0,1,1,3,6,6,11,19,20,7,12,12,11,21,10,7,12,3,5,16,2,11,9,4,6,2,3,0,2,5,1,5,1,1,4,0,4,3,3,2,1,2,3,2,3,0,0,0,2,2,5,1,1,0,0,0,3,0,1,2,2,3,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004196",211,0,0,2,2,1,1,1,1,2,1,0,0,1,0,0,1,1,1,1,0,2,6,2,6,12,9,6,1,6,11,4,5,3,2,3,6,5,3,1,4,3,3,2,3,0,2,1,3,2,3,2,1,2,1,4,0,2,3,1,3,3,2,0,0,2,5,2,5,3,1,2,2,2,2,1,4,3,3,2,1,0,1,5,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"E00004197",257,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,17,12,8,6,10,5,12,7,12,9,12,7,8,5,7,5,2,4,3,3,1,3,1,2,3,2,3,3,0,2,7,0,3,2,1,1,1,2,1,1,5,4,0,4,3,3,4,2,2,4,2,3,3,3,1,3,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"E00004198",350,0,0,1,0,0,0,2,1,1,1,1,2,4,2,0,1,1,1,2,9,30,21,22,21,19,9,16,13,10,5,5,3,10,6,4,7,11,7,3,2,2,4,6,3,7,3,4,11,2,4,2,1,1,6,3,1,5,3,1,1,1,2,3,0,0,2,1,1,4,2,0,1,0,0,0,1,1,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004199",286,2,5,3,2,4,0,3,1,0,0,2,0,0,2,0,0,0,2,0,5,4,14,5,7,0,5,10,20,8,16,9,5,7,3,7,6,15,6,3,6,11,2,4,6,2,3,5,1,2,3,1,2,3,4,7,2,3,4,2,2,2,3,2,0,1,1,0,2,2,0,0,1,2,2,2,1,0,0,0,2,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"E00004200",248,0,0,0,2,1,0,0,0,0,1,1,2,0,1,2,2,1,1,2,1,7,11,3,3,5,4,8,10,6,7,9,5,7,10,12,17,11,3,5,8,5,5,5,3,2,1,3,1,1,4,1,3,2,4,1,2,3,4,4,0,1,3,1,0,0,2,2,1,2,2,1,0,1,0,1,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"E00004201",272,7,2,2,3,3,3,5,2,5,2,3,2,2,1,0,1,1,1,2,0,3,0,1,0,2,1,2,4,1,2,0,5,8,9,7,8,7,3,12,4,4,4,6,3,5,5,5,5,3,5,4,4,5,10,5,4,3,1,0,2,2,2,5,2,4,4,0,8,2,3,1,3,6,6,0,2,3,1,0,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"E00004202",171,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,4,4,1,2,8,6,7,7,16,6,6,10,5,12,2,11,3,9,3,3,5,2,6,1,2,3,3,0,0,4,1,0,2,0,0,2,2,0,0,0,0,0,0,0,0
"E00004203",319,2,4,4,0,0,0,0,1,0,0,3,2,0,1,2,1,0,1,1,2,5,10,6,17,3,12,12,9,11,14,13,12,16,6,9,3,7,10,4,4,8,6,6,2,6,2,4,7,3,1,3,5,4,6,1,2,3,0,2,2,1,1,1,0,4,1,2,2,3,0,1,1,0,3,2,1,1,3,4,0,2,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"E00004204",277,5,2,6,1,2,1,2,0,1,2,3,0,1,2,1,1,0,0,0,1,2,2,1,2,3,2,3,6,12,5,9,8,6,9,4,6,6,12,6,5,14,4,5,4,3,3,1,2,4,5,2,2,3,3,2,4,6,2,2,3,1,2,1,2,0,3,3,6,2,3,3,2,1,3,2,0,2,3,3,3,2,1,5,2,1,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0
"E00004205",373,5,5,6,2,4,5,2,3,2,4,5,2,3,6,0,1,10,5,8,7,7,4,5,11,9,6,8,11,11,10,10,6,13,6,4,2,5,1,7,9,7,6,4,4,2,7,4,12,7,9,6,3,6,6,3,3,4,2,3,6,2,1,2,2,1,0,2,1,0,4,1,3,2,1,2,1,3,1,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004206",310,2,3,3,4,1,9,3,2,2,4,3,4,2,1,9,6,3,6,4,4,5,3,6,5,8,6,10,5,6,4,5,2,4,4,2,6,7,2,2,5,6,6,5,1,3,4,7,5,6,5,0,4,4,5,3,1,0,3,2,5,3,5,3,3,5,4,3,3,4,2,1,3,2,3,5,0,1,0,3,2,0,0,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00004207",365,8,3,7,4,6,3,6,9,4,6,3,7,4,6,17,6,2,7,5,6,12,11,9,8,9,9,4,5,8,3,8,13,5,6,3,3,5,12,4,8,4,3,6,5,5,3,3,7,6,5,5,3,2,1,1,4,1,0,1,1,0,1,4,0,1,0,2,0,2,0,1,2,2,2,1,1,1,2,3,2,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004208",303,6,4,8,5,3,3,0,3,2,2,2,7,4,6,4,3,6,1,5,8,12,8,8,19,5,6,10,8,5,5,3,6,3,7,5,3,2,0,4,1,4,2,11,3,2,2,6,2,3,4,2,4,4,1,4,2,1,1,2,1,0,0,2,2,1,1,2,1,6,1,4,1,1,1,2,1,0,0,3,0,2,0,1,1,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
"E00004209",271,2,0,0,2,1,1,0,3,0,2,5,0,2,2,3,1,3,6,2,5,6,3,6,11,8,14,14,9,13,8,9,5,4,9,6,5,6,1,1,2,2,4,0,5,4,3,3,2,3,4,1,4,3,4,1,3,2,0,4,5,4,3,3,1,4,1,0,1,2,2,2,1,0,1,0,3,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"E00004210",323,2,5,8,11,5,6,5,4,6,5,4,6,3,4,10,9,1,3,5,4,8,4,2,4,6,7,1,5,3,8,1,7,5,9,0,8,2,9,5,6,5,5,3,5,5,4,6,2,4,4,2,6,2,3,5,3,4,1,2,1,2,2,4,7,0,0,1,2,3,2,0,0,2,4,1,3,0,2,0,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004211",306,1,1,0,0,1,1,0,5,1,1,4,3,3,0,9,2,5,1,5,4,12,11,12,15,8,8,14,13,15,11,10,11,4,6,3,5,4,11,3,5,5,3,4,4,2,1,5,4,1,4,6,1,3,3,4,1,2,1,0,2,2,1,0,1,1,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"E00004212",330,7,4,2,3,5,0,5,9,2,3,7,1,3,2,11,2,5,3,2,4,2,7,5,6,6,14,11,4,7,7,16,7,9,7,2,3,4,12,6,1,6,3,4,2,3,5,9,5,1,2,5,2,3,4,3,6,1,3,2,5,4,3,7,3,3,3,3,3,0,0,1,1,3,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00004213",456,6,6,5,7,2,5,9,10,13,10,5,5,8,7,7,10,10,11,5,5,7,12,6,15,8,10,13,9,9,7,11,4,8,4,6,3,8,10,6,5,10,6,5,8,9,4,8,6,7,6,6,7,6,7,4,7,7,2,0,3,1,0,1,1,4,0,3,1,3,4,5,2,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004214",521,5,3,8,7,4,5,5,4,5,7,6,8,10,6,6,10,9,10,5,9,8,11,11,8,7,7,7,18,14,16,16,16,15,12,10,10,11,9,14,13,3,5,8,9,7,6,11,10,5,6,9,9,5,6,8,3,6,3,1,3,7,3,4,1,0,1,7,1,0,0,0,2,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004215",269,2,3,1,2,3,3,4,4,2,3,2,6,1,5,0,0,1,1,2,0,2,2,1,3,1,5,11,7,6,5,6,14,6,9,7,5,9,4,5,5,3,4,4,4,6,4,2,2,3,4,2,5,4,4,4,3,6,2,2,6,1,3,1,3,3,4,2,2,2,1,2,2,2,2,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"E00004216",299,3,1,4,2,4,3,4,6,2,4,3,3,4,4,4,2,2,2,2,0,0,1,2,0,0,4,3,5,8,6,2,6,3,5,10,9,2,2,4,6,14,8,11,7,2,5,2,7,7,6,3,4,8,5,2,5,1,4,4,4,4,0,4,1,0,4,6,3,7,4,1,1,7,2,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"E00004217",244,5,2,3,2,1,1,1,1,1,2,3,1,0,0,0,0,1,1,1,1,0,0,0,1,3,2,6,3,8,12,11,15,7,8,6,7,6,8,12,3,5,3,5,3,2,1,2,1,2,3,1,2,3,1,1,4,5,12,2,9,3,2,1,6,2,1,2,1,0,0,0,0,2,5,0,0,1,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004218",305,2,5,2,3,1,5,3,4,5,2,2,5,4,4,3,3,6,2,4,2,3,1,6,2,3,8,4,7,8,9,10,1,4,6,4,5,4,3,2,0,4,7,3,9,4,8,3,1,5,7,2,2,6,7,7,2,1,1,2,7,5,2,2,1,2,3,8,4,4,0,1,1,4,0,3,2,0,1,0,1,2,3,1,2,1,2,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0
"E00004219",366,1,3,5,3,4,4,3,1,3,3,1,6,2,2,4,1,3,2,6,2,3,10,11,6,7,19,15,9,12,16,4,18,10,5,3,6,11,4,5,6,7,5,6,7,5,7,6,8,4,1,7,0,2,4,4,4,4,0,3,3,6,2,1,2,1,3,4,1,0,2,2,0,1,0,1,2,2,2,1,0,2,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004220",170,0,1,4,1,0,2,3,1,2,2,1,5,2,4,1,1,1,1,0,3,0,1,2,2,1,3,1,5,2,0,1,1,3,0,1,5,5,1,1,2,5,2,1,3,4,7,6,2,3,2,5,2,1,2,1,1,1,2,2,1,0,3,1,0,1,2,1,4,2,0,2,2,1,0,1,0,1,0,2,6,1,1,0,2,0,0,2,3,1,1,0,4,0,0,0,0,0,1,0,0,0
"E00004221",232,9,4,4,4,0,4,2,2,2,2,2,0,4,1,1,0,2,1,1,0,0,0,2,0,6,2,3,6,3,6,8,5,13,3,10,4,5,3,11,3,3,4,1,7,2,2,3,6,1,0,1,3,2,2,4,4,1,2,4,2,2,4,2,2,4,1,2,2,1,3,3,2,2,3,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004222",215,5,2,4,2,1,4,6,3,1,0,1,1,0,1,2,0,3,0,3,2,0,1,2,0,4,4,1,5,0,3,8,3,3,2,8,9,5,2,2,2,6,3,6,3,6,9,4,6,2,5,5,1,4,4,0,6,1,2,5,1,0,4,1,2,1,4,0,3,1,2,2,2,0,2,0,1,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004223",321,3,7,3,4,3,3,5,5,5,1,3,3,3,4,7,2,4,2,2,6,4,8,10,9,5,14,12,7,6,7,9,3,6,5,6,12,5,9,2,0,3,1,5,3,4,1,3,4,11,5,9,3,5,2,5,0,1,1,4,7,3,6,2,3,3,0,2,1,1,1,1,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00004224",280,1,4,3,2,3,2,3,3,4,3,0,1,4,1,2,3,2,3,1,0,1,2,3,2,0,2,8,7,7,5,14,5,7,7,13,8,10,6,16,4,3,5,3,5,2,5,3,8,3,0,7,1,4,4,3,1,4,4,2,1,1,2,1,6,4,5,1,3,2,0,3,2,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004225",463,1,2,2,2,1,1,0,1,2,2,1,1,4,0,0,0,0,0,3,7,13,15,19,20,20,27,23,19,22,16,17,18,13,11,11,12,5,3,9,12,3,5,3,2,8,1,5,5,5,2,4,4,4,3,4,8,3,4,2,3,6,6,7,4,3,0,1,4,2,3,3,1,3,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"E00004226",256,2,1,4,3,3,6,3,3,2,4,4,3,4,3,1,2,3,1,0,1,1,1,0,1,3,3,7,2,3,4,5,8,3,6,4,2,6,2,2,4,7,5,4,4,3,6,0,2,7,3,3,7,2,4,0,2,3,6,3,3,3,5,3,3,2,4,2,2,2,6,2,3,4,3,2,0,4,1,3,0,0,2,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"E00004227",271,4,0,3,5,0,2,3,1,2,2,1,3,4,2,2,2,1,3,0,0,0,0,2,10,4,7,7,1,7,3,12,8,5,3,5,7,14,6,0,1,1,2,2,2,3,3,5,6,8,5,6,4,2,1,9,4,5,3,2,1,7,1,2,3,1,3,3,3,3,5,1,3,2,2,1,2,2,0,3,1,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"E00004228",204,1,2,3,3,2,0,1,1,3,3,2,6,0,1,2,1,1,1,1,0,0,1,3,2,3,3,1,1,1,6,1,4,3,7,3,4,7,1,7,10,7,3,4,5,2,2,3,2,2,4,2,3,4,4,2,6,0,4,3,2,0,5,3,1,2,1,3,4,0,0,0,3,1,0,4,1,3,0,1,0,0,1,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"E00004229",318,2,6,5,3,0,7,0,1,0,1,0,2,1,2,1,0,1,0,0,1,1,0,5,8,6,12,6,14,11,9,9,11,19,11,8,12,8,13,7,9,4,4,4,6,5,4,2,3,2,2,3,5,2,1,4,2,3,1,0,4,2,1,6,3,7,1,2,3,2,2,1,1,4,0,3,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004230",283,3,2,1,2,2,3,1,3,1,2,2,3,2,1,3,4,5,3,2,7,9,11,3,7,6,4,7,2,11,6,4,6,6,4,7,5,8,6,5,9,9,4,4,5,8,3,3,6,0,2,3,1,6,3,1,3,1,4,2,0,0,1,6,3,3,2,0,5,4,1,2,0,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"E00004231",328,6,4,10,8,10,3,8,4,1,2,1,6,2,0,0,4,2,1,3,0,0,0,3,2,3,1,8,5,6,7,9,10,8,6,7,8,7,5,7,11,7,8,10,7,3,7,3,4,5,5,1,3,7,4,1,5,3,3,3,2,3,5,1,4,3,4,3,4,0,4,6,0,3,1,2,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"E00004232",202,5,4,2,1,2,2,1,3,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,3,1,8,2,2,5,4,2,6,1,4,4,4,3,3,1,1,3,2,3,6,0,1,0,1,2,4,2,2,2,3,3,0,3,3,3,3,6,5,9,1,8,2,7,5,1,6,2,3,2,1,1,3,1,1,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0
"E00004233",231,1,0,2,3,0,2,2,3,1,0,1,3,0,0,3,3,1,1,2,1,0,1,1,2,7,0,3,4,2,9,5,0,7,5,5,8,3,2,5,3,3,6,6,3,5,3,3,2,4,3,3,1,3,3,2,2,4,2,3,2,5,2,4,5,7,3,7,2,1,2,3,1,1,3,4,1,2,0,0,4,0,1,0,4,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
"E00004234",242,2,0,2,1,0,1,1,2,3,3,4,1,5,2,0,4,0,1,0,0,0,0,6,4,2,0,5,9,5,11,5,9,20,8,7,2,5,2,1,3,4,3,3,4,3,3,3,2,5,5,4,1,3,4,6,0,3,0,1,1,1,2,4,3,4,3,2,3,4,2,2,3,2,0,2,0,2,0,2,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"E00004235",326,3,2,4,4,1,5,7,5,7,3,3,0,2,0,2,2,0,5,6,4,3,6,3,12,13,18,8,9,12,8,6,13,18,8,2,6,6,4,2,11,6,6,6,4,5,4,3,3,3,4,4,4,1,3,0,1,1,3,1,0,1,1,2,0,1,3,3,2,3,4,2,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"E00004236",329,3,1,0,1,4,1,3,2,0,1,2,0,2,2,3,2,0,4,1,10,17,10,18,7,5,11,11,14,13,10,9,8,11,4,5,6,3,10,3,8,5,3,3,4,5,9,4,9,5,4,3,3,3,5,1,2,1,1,4,1,1,3,2,0,0,0,3,1,0,0,3,3,1,1,2,4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"E00004237",267,3,3,3,2,2,1,2,3,3,3,2,3,3,3,1,4,1,2,2,4,9,6,7,10,4,10,8,6,11,17,1,4,7,6,10,2,2,4,3,4,6,3,5,4,9,1,1,2,4,1,1,2,4,3,4,1,1,2,4,0,4,0,1,2,1,0,2,3,2,0,1,2,0,0,1,2,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"E00004238",290,5,5,4,2,3,4,2,1,6,0,2,1,1,3,3,1,1,3,2,1,1,1,1,7,3,6,11,7,5,7,8,12,9,5,6,6,8,4,6,5,2,9,5,1,3,1,4,6,4,3,3,4,0,3,3,6,3,1,2,2,4,1,2,3,2,3,5,4,3,1,1,0,3,1,3,3,0,1,0,1,1,0,6,2,1,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0
"E00004239",215,4,2,2,4,3,0,0,2,0,1,1,2,4,4,1,3,3,1,4,1,2,3,1,2,1,3,3,2,4,5,3,2,8,4,1,1,3,4,3,4,3,6,3,0,3,2,5,2,1,6,2,3,3,3,1,2,5,4,1,1,7,4,7,4,1,3,7,1,1,2,1,1,2,1,0,4,2,5,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004240",329,2,3,2,1,2,0,6,1,5,3,2,3,2,3,6,0,3,2,4,17,17,23,10,18,11,8,12,3,6,7,3,6,2,1,3,4,5,4,7,5,4,5,4,3,6,0,10,5,3,1,5,4,2,1,2,4,2,2,2,5,2,2,0,3,5,2,2,2,3,4,0,1,1,1,0,1,0,3,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004241",295,1,4,2,2,2,3,4,4,5,2,5,1,0,2,6,4,2,3,0,0,1,2,1,4,4,2,3,2,7,4,3,10,12,2,6,3,0,5,3,5,3,4,6,7,3,5,4,2,6,6,4,4,6,7,4,5,4,2,4,4,4,7,5,4,8,7,5,3,1,4,2,2,2,1,2,0,0,1,2,1,2,1,1,2,0,3,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
"E00004242",176,3,1,0,0,1,3,0,3,2,2,3,2,1,4,0,1,2,2,1,3,1,1,1,2,2,3,4,7,3,4,1,1,2,8,1,2,4,4,6,1,10,5,4,8,3,3,5,5,3,2,1,5,3,5,0,1,1,1,0,2,4,3,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
"E00004243",290,6,2,4,3,0,3,4,7,5,2,5,0,5,6,5,8,0,4,2,2,3,4,2,3,5,2,1,4,3,10,6,5,6,3,3,4,1,5,5,3,1,4,4,4,7,6,5,9,3,6,4,5,7,0,10,2,5,2,3,1,4,3,2,1,3,0,4,1,2,2,1,1,3,1,3,2,1,1,5,1,1,2,1,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
"E00004244",292,8,8,8,4,1,11,3,4,2,10,9,0,11,1,4,1,2,2,8,3,4,3,4,2,3,6,9,2,3,3,4,3,4,5,6,2,2,4,4,4,7,2,9,2,7,1,5,3,3,1,5,1,1,7,3,5,4,5,4,1,3,5,2,6,3,3,2,0,4,2,2,1,1,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E00004245",317,2,4,2,5,1,4,1,2,1,3,1,1,6,1,3,4,3,5,5,6,1,7,5,3,2,6,6,8,7,5,4,9,8,5,8,10,5,3,1,4,5,8,0,6,4,4,6,6,2,1,9,7,4,3,4,3,5,3,6,6,1,1,7,2,0,2,1,1,3,3,0,2,2,0,4,2,2,2,0,2,2,5,1,1,0,1,1,2,2,0,0,3,1,0,0,0,0,0,1,0,1
"E00004246",792,2,6,3,3,1,5,1,8,2,3,2,1,2,2,2,2,4,3,94,180,103,25,32,40,23,23,18,18,14,5,6,7,10,3,11,4,7,7,7,11,2,8,7,6,2,1,2,5,2,6,1,1,1,2,0,3,0,3,3,2,3,2,3,1,0,2,2,1,1,2,3,2,2,1,0,1,0,2,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
