"GeographyCode","QS605EW0001","QS605EW0002","QS605EW0003","QS605EW0004","QS605EW0005","QS605EW0006","QS605EW0007","QS605EW0008","QS605EW0009","QS605EW0010","QS605EW0011","QS605EW0012","QS605EW0013","QS605EW0014","QS605EW0015","QS605EW0016","QS605EW0017","QS605EW0018","QS605EW0019","QS605EW0020","QS605EW0021","QS605EW0022","QS605EW0023","QS605EW0024","QS605EW0025","QS605EW0026","QS605EW0027","QS605EW0028"
"E00004346",110,1,0,1,1,0,0,0,0,0,0,1,0,4,4,3,1,9,10,2,14,9,2,19,11,13,5,1
"E00004347",126,0,0,6,0,2,0,0,0,2,2,0,0,1,19,4,3,18,19,2,24,2,3,6,7,8,4,0
"E00004348",138,1,0,1,0,0,0,0,0,1,0,1,0,3,12,3,6,5,23,5,29,3,2,14,15,13,2,0
"E00004349",158,0,0,1,0,0,0,0,1,0,0,1,0,4,10,2,4,9,33,5,33,5,3,15,22,9,2,0
"E00004350",119,0,0,4,1,1,0,1,0,0,1,1,0,0,8,2,2,11,17,4,37,3,2,9,11,6,0,2
"E00004351",146,1,0,3,0,0,0,1,0,2,0,0,0,2,15,1,5,12,26,5,33,8,4,7,8,15,1,0
"E00004352",150,0,0,2,0,1,0,0,0,0,1,1,0,4,14,2,2,6,36,1,33,8,5,10,15,6,5,0
"E00004353",101,0,0,4,0,0,0,2,0,1,1,0,1,2,11,2,1,10,23,2,26,1,0,4,5,9,0,0
"E00004354",146,0,0,6,2,0,0,1,0,1,2,0,0,6,13,3,2,9,30,12,27,5,3,8,8,7,5,2
"E00004355",122,0,0,3,0,0,0,2,0,0,1,0,0,7,8,0,2,9,23,2,24,4,1,20,13,4,0,2
"E00004356",162,0,1,1,0,0,0,0,0,1,0,0,0,6,8,1,0,11,36,7,34,6,2,12,15,17,3,2
"E00004357",164,0,0,3,0,0,0,1,0,2,0,1,0,3,7,0,4,20,34,5,41,4,4,13,7,9,4,5
"E00004358",116,0,1,4,1,0,0,1,0,1,1,1,0,1,8,0,7,12,21,4,19,2,4,13,11,4,4,0
"E00004359",150,0,0,7,0,0,0,2,0,2,3,0,0,2,14,1,2,13,26,3,36,5,1,10,11,15,2,2
"E00004360",153,0,0,4,0,0,0,1,1,0,2,0,0,2,14,3,5,9,24,6,28,9,5,14,10,16,2,2
"E00004361",187,0,0,2,0,1,0,1,0,0,0,1,1,5,25,3,41,13,14,5,23,7,6,11,9,19,2,0
"E00004362",133,0,0,0,0,0,0,0,0,0,0,0,0,1,18,7,16,8,5,1,10,8,9,19,19,12,0,0
"E00004363",136,0,0,3,1,1,0,0,1,0,0,0,2,3,29,4,24,6,4,1,6,12,3,19,14,6,0,0
"E00004364",206,0,0,5,1,2,0,0,0,0,2,1,0,5,27,10,20,8,17,3,31,9,13,20,26,11,0,0
"E00004365",173,0,1,2,1,0,0,1,0,0,0,0,0,1,10,1,4,19,27,2,43,8,3,20,16,15,1,0
"E00004366",97,0,0,1,0,0,0,0,0,0,1,0,0,3,14,5,7,2,5,1,5,6,4,13,23,8,0,0
"E00004367",125,0,1,0,0,0,0,0,0,0,0,0,0,4,20,4,8,4,4,6,17,4,7,12,28,6,0,0
"E00004368",220,0,1,5,0,0,0,1,0,1,3,0,0,4,18,2,2,23,26,3,37,14,7,32,24,20,2,0
"E00004369",99,0,0,3,1,0,0,0,1,1,0,0,0,3,14,5,8,4,3,2,9,3,5,15,16,9,0,0
"E00004370",105,0,0,3,0,0,0,0,0,0,3,0,1,6,15,10,2,7,5,3,8,5,5,12,15,8,0,0
"E00004371",76,0,0,1,1,0,0,0,0,0,0,0,2,4,10,4,7,3,2,2,10,7,3,6,9,6,0,0
"E00004372",140,0,0,2,1,0,0,0,0,0,1,0,0,3,17,5,11,14,10,1,19,6,4,21,18,9,0,0
"E00004373",130,1,0,3,1,1,0,0,0,0,1,0,0,3,14,9,11,9,1,2,7,7,7,17,19,16,2,2
"E00004374",84,0,0,3,0,0,0,0,1,0,2,0,0,4,10,3,4,11,3,1,11,1,4,10,13,5,1,0
"E00004375",139,0,0,2,0,0,0,0,0,1,1,0,0,5,3,2,0,14,20,3,40,8,2,15,13,11,0,1
"E00004376",181,1,0,5,1,1,1,0,1,0,1,1,0,6,14,2,8,25,6,5,34,10,7,27,20,10,0,0
"E00004377",61,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5,5,2,2,1,5,4,3,8,10,2,0,0
"E00004378",166,0,0,2,0,1,0,0,0,1,0,0,0,3,14,3,9,23,16,2,34,8,7,13,20,11,0,1
"E00004379",153,0,0,1,0,1,0,0,0,0,0,0,0,6,10,2,4,10,31,0,30,4,8,13,19,14,0,1
"E00004380",113,0,1,1,1,0,0,0,0,0,0,0,0,3,14,4,14,13,6,5,15,5,4,7,15,3,2,1
"E00004381",185,0,0,4,0,0,0,2,0,1,1,0,1,14,17,1,4,29,10,6,25,9,4,25,24,12,0,0
"E00004382",151,0,0,6,0,2,0,0,0,1,3,0,0,3,13,4,2,15,21,2,32,5,4,11,19,13,1,0
"E00004383",130,0,0,1,0,0,0,0,0,1,0,1,0,5,12,3,7,13,9,0,24,5,4,15,17,12,0,2
"E00004384",116,0,1,3,2,0,0,0,0,0,1,0,0,3,8,1,5,19,9,0,23,3,3,15,13,10,0,0
"E00004385",122,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,4,20,10,3,26,7,2,14,13,14,0,0
"E00004386",132,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,22,12,1,32,2,5,11,14,19,1,1
"E00004387",130,0,0,3,0,0,0,0,1,1,1,0,0,5,11,4,4,9,9,2,18,3,5,19,14,21,3,0
"E00004388",135,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,4,23,11,1,31,7,4,14,13,16,0,0
"E00004389",161,0,1,1,0,0,1,0,0,0,0,0,0,11,14,0,4,26,7,4,26,5,3,18,26,14,0,1
"E00004390",161,0,0,3,1,0,0,0,0,1,1,0,0,6,14,2,4,17,15,2,27,4,3,19,25,18,2,0
"E00004391",180,0,1,2,2,0,0,0,0,0,0,0,0,3,16,4,5,20,16,3,40,6,4,19,23,16,2,0
"E00004392",114,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,4,15,4,2,19,6,3,15,20,8,0,0
"E00004393",122,0,0,6,0,1,0,0,0,3,2,0,0,4,19,6,6,5,9,1,15,5,2,14,22,6,0,2
"E00004394",104,0,1,0,0,0,0,0,0,0,0,0,0,5,10,2,4,12,7,0,18,3,3,14,13,12,0,0
"E00004395",169,1,0,3,0,0,0,0,0,1,2,0,0,5,12,3,10,24,15,0,32,8,4,18,23,11,0,0
"E00004396",119,0,0,1,0,0,0,0,1,0,0,0,0,4,15,5,7,7,2,5,17,3,8,19,17,8,1,0
"E00004397",120,0,0,1,0,0,0,0,0,0,1,0,1,12,16,5,6,5,8,2,6,8,8,17,14,11,0,0
"E00004398",95,0,0,1,0,0,0,1,0,0,0,0,0,7,10,2,4,5,7,3,17,6,3,9,10,11,0,0
"E00004399",120,0,0,3,1,0,0,0,0,0,2,0,1,10,14,7,18,5,2,3,4,4,5,19,16,8,1,0
"E00004400",113,0,0,3,2,0,0,0,0,0,1,0,0,10,15,1,7,11,0,4,12,5,5,12,16,11,1,0
"E00004401",145,0,0,2,0,0,0,1,0,1,0,0,0,3,10,4,5,15,17,2,34,4,2,13,15,16,1,2
"E00004402",144,0,0,4,4,0,0,0,0,0,0,1,0,5,10,0,10,10,17,2,35,8,3,16,13,8,0,2
"E00004403",143,0,0,5,1,2,0,1,0,0,1,0,0,5,20,1,3,17,18,11,22,6,3,11,6,11,4,0
"E00004404",127,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,1,9,29,2,26,3,8,12,16,11,2,0
"E00004405",152,0,0,2,1,0,0,1,0,0,0,1,2,3,11,2,7,19,28,5,26,10,3,11,7,12,2,1
"E00004406",131,0,0,2,0,0,0,1,0,0,1,0,0,1,9,4,1,16,22,2,24,9,3,11,11,13,3,0
"E00004407",153,0,1,5,1,1,0,0,0,1,2,0,0,6,12,1,7,9,16,8,22,4,2,9,38,9,4,0
"E00004408",130,0,0,2,0,1,0,0,0,0,1,0,0,2,5,1,4,19,30,1,35,4,3,3,7,14,0,0
"E00004409",128,0,0,3,1,2,0,0,0,0,0,0,0,4,8,1,2,9,13,10,19,8,7,19,16,8,1,0
"E00004410",141,0,0,3,2,0,0,1,0,0,0,1,0,6,5,3,3,12,15,3,29,2,8,24,16,10,1,0
"E00004411",153,0,1,5,1,0,0,0,1,1,2,0,0,1,6,1,3,19,15,0,37,5,9,20,19,11,1,0
"E00004412",170,0,0,4,0,1,0,1,0,0,2,1,0,6,23,4,2,17,16,2,32,3,4,19,13,22,2,0
"E00004413",117,0,1,2,0,0,0,0,0,0,2,1,0,0,7,0,2,16,30,1,32,1,3,8,9,3,0,1
"E00004414",155,0,1,6,0,0,0,1,1,1,3,0,0,3,10,2,4,20,16,2,16,7,8,24,16,20,0,0
"E00004415",169,1,0,4,2,0,0,1,1,0,0,0,0,2,13,2,4,20,27,6,37,6,2,12,17,15,1,0
"E00004416",136,0,1,4,1,1,0,1,0,0,1,0,0,2,14,2,2,12,14,1,23,4,3,17,16,20,0,1
"E00004417",161,0,0,2,0,0,0,2,0,0,0,0,0,4,14,0,2,22,27,5,45,8,3,10,13,5,1,0
"E00004418",151,0,0,4,1,0,0,0,0,0,3,0,0,6,11,0,4,20,11,0,35,7,9,22,9,11,1,1
"E00004419",175,0,0,6,1,1,0,1,1,1,1,0,0,9,14,2,14,30,25,4,31,11,4,10,6,8,0,1
"E00004420",143,0,0,0,0,0,0,0,0,0,0,1,0,6,11,0,0,28,20,1,27,1,3,10,16,18,1,0
"E00004421",167,1,0,5,0,3,0,0,1,0,1,0,0,4,9,3,3,16,33,5,29,10,6,12,18,13,0,0
"E00004422",108,0,0,1,1,0,0,0,0,0,0,0,0,2,4,0,3,11,12,3,30,5,2,13,15,6,1,0
"E00004423",135,0,0,3,0,1,1,0,0,1,0,0,0,2,9,1,6,25,14,2,29,4,2,15,11,11,1,0
"E00004424",151,0,0,4,1,1,0,2,0,0,0,0,0,2,8,1,4,14,22,4,39,8,7,8,13,15,0,2
"E00004425",185,0,0,2,1,1,0,0,0,0,0,1,0,4,10,1,2,23,28,4,44,7,4,18,23,12,1,1
"E00004426",167,0,0,6,1,0,1,1,0,3,0,0,0,10,9,2,2,19,18,11,40,7,3,5,18,14,2,1
"E00004427",120,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,14,20,0,36,6,1,5,8,13,4,0
"E00004428",121,0,0,5,0,2,0,1,0,1,1,1,0,2,3,2,1,11,28,9,27,3,3,7,13,4,0,2
"E00004429",167,0,1,2,0,1,0,0,0,1,0,0,0,3,10,2,10,13,30,5,43,4,1,15,15,13,0,0
"E00004430",51,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,3,0,8,2,7,2,8,4,2,11,0,0
"E00004431",126,0,0,5,1,0,0,1,0,3,0,0,0,4,12,1,3,18,31,4,21,6,2,5,8,4,1,1
"E00004432",180,0,0,1,0,0,0,0,0,0,1,0,0,4,17,4,4,15,34,5,34,7,3,18,21,11,0,2
"E00004433",168,0,0,1,0,0,0,1,0,0,0,1,0,3,7,2,3,23,41,4,30,4,3,15,16,13,2,0
"E00004435",113,0,0,3,0,0,0,1,0,0,2,0,0,3,13,3,3,12,11,2,24,6,2,9,16,5,1,0
"E00004436",181,0,0,3,0,0,0,0,1,1,1,0,0,3,12,3,11,15,24,5,40,3,6,14,24,18,0,0
"E00004437",143,0,0,4,0,0,0,1,0,2,1,0,0,0,12,1,9,8,27,1,39,1,5,13,11,4,2,6
"E00004438",130,0,0,2,1,0,0,1,0,0,0,0,0,1,8,3,8,6,25,4,32,2,5,3,23,7,1,0
"E00004439",123,0,0,4,1,1,0,1,0,1,0,1,0,0,4,1,2,8,31,5,32,5,3,8,5,9,2,3
"E00004440",130,0,0,3,0,0,0,0,1,2,0,0,0,0,8,1,1,11,39,1,30,3,1,17,7,8,0,0
"E00004441",159,0,0,2,0,0,1,0,0,1,0,0,0,4,15,1,7,26,18,4,29,5,4,18,16,9,1,0
"E00004442",79,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,4,9,3,1,12,2,1,8,9,8,0,0
"E00004444",158,0,0,0,0,0,0,0,0,0,0,0,1,4,21,8,19,7,9,4,17,8,7,22,18,11,2,0
"E00004445",125,0,0,0,0,0,0,0,0,0,0,1,0,2,10,6,3,13,4,5,17,12,5,22,11,13,1,0
"E00004446",133,0,0,3,1,0,0,1,0,0,1,1,0,6,21,7,7,12,5,4,12,6,3,16,18,12,0,0
"E00004447",36,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,0,7,7,0,9,2,0,2,2,1,0,0
"E00004448",157,1,0,8,1,3,0,1,0,0,3,0,3,6,17,5,9,13,7,7,25,4,9,23,11,9,0,0
"E00004450",197,0,0,5,1,0,0,0,0,0,4,0,1,6,17,8,17,28,9,6,38,4,7,22,17,12,0,0
"E00004451",128,0,0,5,1,0,0,2,0,0,2,0,0,2,18,1,3,20,10,0,24,2,3,18,13,8,0,1
"E00004452",165,0,0,0,0,0,0,0,0,0,0,0,3,3,22,1,11,11,22,2,34,4,6,15,14,17,0,0
"E00004453",156,1,0,3,0,0,0,0,1,1,1,0,0,5,22,10,13,14,5,5,17,6,7,21,17,10,0,0
"E00004454",164,0,0,4,1,3,0,0,0,0,0,0,2,6,26,10,13,13,6,4,13,10,10,20,18,9,0,0
"E00004455",97,0,0,2,0,1,0,0,0,0,1,0,0,2,14,10,10,3,7,3,7,8,4,13,7,6,1,0
"E00004456",108,0,0,1,1,0,0,0,0,0,0,0,0,5,18,7,16,7,1,3,6,3,8,11,16,5,0,1
"E00004457",152,0,0,0,0,0,0,0,0,0,0,1,0,3,13,3,8,17,16,3,41,3,3,12,14,15,0,0
"E00004458",230,0,0,6,2,0,0,1,1,0,2,0,1,13,24,4,15,20,25,3,35,12,9,19,22,22,0,0
"E00004459",95,0,0,4,1,0,0,0,0,1,2,1,0,2,17,6,9,7,6,4,11,2,4,10,7,4,1,0
"E00004460",81,0,1,1,0,0,0,0,0,1,0,0,0,6,11,4,3,7,4,6,6,2,4,10,10,5,1,0
"E00004461",136,0,0,2,1,0,0,0,0,0,1,0,0,3,23,6,16,6,6,2,16,7,3,23,14,8,1,0
"E00004462",145,0,0,2,0,0,0,0,1,0,1,0,0,6,20,5,6,16,9,2,33,6,2,9,13,14,1,1
"E00004463",105,0,0,1,0,0,0,0,0,0,1,0,0,5,21,9,13,6,6,0,6,6,3,9,12,8,0,0
"E00004464",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
"E00004465",165,0,0,5,0,1,0,1,1,0,2,0,1,11,22,4,14,10,10,5,23,9,5,16,16,12,2,0
"E00004466",159,0,0,3,0,0,1,0,0,0,2,0,0,5,2,0,5,24,27,3,37,8,5,13,16,10,1,0
"E00004467",121,0,1,2,1,1,0,0,0,0,0,0,0,3,11,6,8,19,6,1,9,5,5,19,10,15,1,0
"E00004468",163,0,0,3,1,2,0,0,0,0,0,0,1,7,25,11,13,4,5,6,15,9,9,14,25,15,1,0
"E00004469",150,0,0,5,1,1,0,0,0,2,1,0,1,2,18,1,1,21,23,3,38,4,1,11,9,12,0,0
"E00004470",160,0,0,1,0,0,0,0,0,0,1,0,0,3,25,2,7,21,10,2,25,11,4,18,17,13,0,1
"E00004471",159,0,0,1,0,0,0,0,0,0,1,1,1,3,8,2,5,22,22,3,29,8,4,21,16,12,0,1
"E00004472",189,0,0,2,0,1,0,0,1,0,0,0,2,2,28,4,21,15,8,0,31,7,9,17,27,14,1,1
"E00004473",130,0,1,1,0,0,0,0,0,1,0,0,0,7,7,1,5,17,19,4,16,3,3,11,20,12,2,1
"E00004474",221,0,0,4,1,0,0,0,0,1,2,0,0,9,19,4,7,33,22,2,48,10,4,22,8,29,0,0
"E00004475",125,0,0,2,0,0,0,0,0,2,0,0,0,8,11,5,12,4,5,0,16,8,6,16,23,9,0,0
"E00004476",116,0,0,2,0,0,0,0,0,0,2,0,0,5,13,9,8,7,5,4,10,10,3,16,18,5,0,1
"E00004477",186,0,0,6,0,1,0,3,1,0,1,0,0,3,19,3,9,26,27,3,37,6,8,15,16,7,1,0
"E00004478",268,0,0,7,0,2,0,0,2,0,3,0,0,6,25,6,17,31,27,2,52,17,8,28,26,16,0,0
"E00004479",161,0,0,2,0,0,0,0,0,0,2,0,0,4,26,4,9,20,21,0,21,7,6,9,15,15,1,1
"E00004480",128,0,0,1,0,1,0,0,0,0,0,0,0,4,16,2,8,13,8,2,21,6,3,14,16,11,1,2
"E00004481",123,0,0,3,0,1,1,0,0,0,1,1,1,7,14,4,5,5,1,2,13,9,5,18,24,8,1,2
"E00004482",162,0,0,1,0,0,0,0,0,0,1,2,0,4,9,3,6,27,4,1,37,7,8,15,24,13,1,0
"E00004483",161,0,0,7,1,0,0,0,0,6,0,0,0,1,10,0,3,31,9,0,40,2,8,12,22,13,3,0
"E00004484",159,0,0,0,0,0,0,0,0,0,0,0,0,4,11,1,5,28,6,3,31,4,7,30,16,13,0,0
"E00004485",153,0,0,3,0,1,0,1,0,0,1,1,1,6,16,6,4,12,10,0,27,6,4,24,20,12,1,0
"E00004486",135,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,6,14,9,3,26,4,7,17,23,14,0,0
"E00004487",127,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,5,18,2,3,20,5,5,23,22,6,0,2
"E00004488",75,0,0,2,0,0,0,0,2,0,0,0,0,2,8,8,9,6,1,3,4,5,1,11,10,5,0,0
"E00004489",147,0,1,2,0,1,0,0,0,0,1,0,0,4,7,5,4,17,3,1,21,3,14,31,19,14,0,1
"E00004490",96,0,0,5,1,0,0,0,1,3,0,0,0,4,12,3,9,8,0,0,15,5,3,15,9,7,1,0
"E00004491",123,0,0,2,0,1,0,0,1,0,0,0,2,6,16,10,7,8,3,7,17,6,4,13,11,8,3,0
"E00004492",172,0,0,7,0,1,0,2,0,3,1,0,0,18,12,0,6,8,20,8,43,5,3,9,14,14,5,0
"E00004493",103,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,5,10,2,1,16,3,1,29,11,16,0,0
"E00004494",245,0,0,7,0,1,0,0,2,1,3,1,0,3,14,1,7,26,20,5,51,11,9,36,29,23,1,1
"E00004495",138,0,0,6,0,1,0,0,0,1,4,0,0,1,4,3,1,15,9,1,43,5,2,14,15,18,0,1
"E00004496",186,0,0,2,0,1,0,0,1,0,0,0,0,9,9,2,3,20,17,5,44,8,6,22,23,10,5,1
"E00004497",108,0,0,3,0,2,0,0,0,0,1,1,2,8,8,8,5,12,2,0,18,3,3,15,15,4,1,0
"E00004498",142,0,0,2,0,0,0,0,0,0,2,0,0,3,17,8,7,11,7,4,14,7,6,27,20,8,1,0
"E00004499",197,0,0,4,0,1,1,0,0,2,0,0,0,5,12,2,6,15,26,9,40,6,3,27,26,16,0,0
"E00004500",110,1,0,0,0,0,0,0,0,0,0,0,0,3,8,1,2,13,4,1,17,7,10,11,18,14,0,0
"E00004501",70,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,2,1,10,9,5,14,13,10,0,0
"E00004502",99,0,0,1,0,0,0,0,0,1,0,0,0,1,11,2,4,12,4,2,13,2,6,13,20,8,0,0
"E00004503",90,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,4,3,7,1,13,3,3,14,16,10,2,0
"E00004504",177,0,0,2,1,0,0,0,0,0,1,0,0,4,13,1,7,18,10,2,39,12,6,24,27,9,2,1
"E00004505",128,0,0,3,0,0,0,0,0,1,2,1,2,8,12,4,3,12,4,1,15,10,3,20,16,12,1,1
"E00004506",137,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,7,13,6,2,21,9,4,10,26,14,0,0
"E00004507",125,0,0,4,2,0,0,0,0,1,1,1,0,3,8,0,2,15,8,2,28,4,0,16,21,12,1,0
"E00004508",156,2,1,4,1,0,0,0,1,0,2,0,0,2,13,4,5,23,9,2,33,2,9,12,19,16,0,0
"E00004509",145,0,0,7,0,3,0,1,0,0,3,0,0,3,11,2,1,14,7,2,26,4,12,23,21,10,2,0
"E00004510",174,0,0,1,0,0,1,0,0,0,0,1,0,7,9,4,6,23,10,6,40,6,5,21,16,17,2,0
"E00004511",184,0,0,2,0,0,0,0,1,1,0,0,0,3,4,2,3,29,12,1,55,3,5,21,25,16,2,1
"E00004512",130,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,8,15,6,2,22,5,5,14,16,13,5,1
"E00004513",136,0,0,2,0,1,0,0,0,0,1,0,0,2,12,0,4,21,7,0,35,3,6,19,14,11,0,0
"E00004514",158,0,0,1,0,0,0,0,0,0,1,0,0,8,6,0,3,18,9,3,37,5,9,22,23,14,0,0
"E00004515",152,0,0,2,1,0,0,0,0,1,0,2,0,3,8,4,5,19,12,4,37,3,4,16,15,16,2,0
"E00004516",202,0,0,4,0,2,0,0,1,0,1,3,0,0,16,1,6,28,8,2,41,7,5,31,28,20,2,0
"E00004517",129,0,0,2,0,0,0,0,0,0,2,0,1,1,20,2,10,20,3,3,15,3,5,15,16,13,0,0
"E00004518",104,0,0,1,0,0,0,0,0,0,1,0,0,4,8,5,5,7,2,3,18,5,5,11,24,5,1,0
"E00004519",135,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,8,25,10,2,25,3,5,21,8,16,0,0
"E00004520",108,1,0,2,0,0,0,0,0,0,2,0,0,2,12,6,15,2,3,1,15,10,8,15,7,8,0,1
"E00004521",184,0,0,3,0,0,0,0,0,0,3,0,0,1,14,1,14,17,17,2,40,4,8,26,12,25,0,0
"E00004522",128,0,1,2,0,2,0,0,0,0,0,0,0,4,17,2,14,10,14,1,22,3,1,10,4,22,0,1
"E00004523",331,0,1,5,0,0,0,1,1,1,2,1,0,12,69,8,37,20,20,1,58,4,8,26,42,18,1,0
"E00004524",208,0,2,0,0,0,0,0,0,0,0,0,0,4,13,0,13,18,25,2,81,5,13,9,5,18,0,0
"E00004525",128,0,7,4,2,1,0,0,0,0,1,0,0,0,16,14,14,13,4,5,13,4,2,20,4,7,1,0
"E00004526",133,0,0,1,1,0,0,0,0,0,0,0,0,2,15,4,16,12,3,1,13,16,5,24,11,10,0,0
"E00004527",93,0,0,2,0,0,0,1,0,0,1,0,0,0,10,1,10,8,11,2,21,3,3,5,4,13,0,0
"E00004528",201,0,11,3,0,0,0,0,0,0,3,0,0,1,35,14,16,13,13,4,17,4,6,25,19,20,0,0
"E00004529",289,0,0,1,0,0,0,1,0,0,0,0,0,2,34,3,46,33,26,4,64,7,5,14,21,28,1,0
"E00004530",127,0,0,2,0,1,0,0,0,1,0,0,0,3,10,3,16,11,9,0,23,8,3,9,9,21,0,0
"E00004531",150,0,0,3,0,0,0,1,0,0,2,0,0,2,14,7,10,21,15,2,23,5,6,19,11,12,0,0
"E00004532",206,0,0,2,0,1,0,1,0,0,0,0,0,4,13,5,7,26,26,1,58,3,3,22,14,21,1,0
"E00004534",90,0,0,0,0,0,0,0,0,0,0,0,1,2,8,7,5,2,6,2,7,5,7,18,7,13,0,0
"E00004535",121,0,0,1,0,0,0,0,1,0,0,0,0,0,12,1,10,6,20,2,29,7,5,10,2,15,0,1
"E00004536",169,0,0,4,1,0,0,0,1,2,0,0,0,1,8,2,3,28,32,2,38,4,4,21,7,15,0,0
"E00004537",91,0,0,2,0,1,0,0,0,0,1,0,0,3,8,3,2,9,4,2,23,1,6,11,9,7,0,1
"E00004538",65,0,0,2,0,0,0,0,2,0,0,0,0,5,9,6,4,4,5,0,5,3,3,7,5,6,1,0
"E00004539",76,0,1,5,1,0,0,1,1,0,2,0,1,0,7,2,2,10,4,3,13,2,3,7,7,8,0,1
"E00004540",138,0,0,1,1,0,0,0,0,0,0,0,0,4,13,9,14,13,7,4,14,4,10,18,12,15,0,0
"E00004541",93,0,0,3,1,1,0,0,1,0,0,0,0,3,11,5,7,7,5,4,11,7,6,9,10,4,1,0
"E00004542",185,0,0,4,0,1,0,1,2,0,0,0,0,2,14,10,14,21,30,0,33,4,10,18,5,19,1,0
"E00004543",154,0,0,2,0,1,0,0,1,0,0,0,0,2,11,2,6,15,15,4,38,6,2,11,12,28,0,0
"E00004544",116,1,0,2,0,0,0,1,1,0,0,1,0,1,20,5,14,7,9,0,18,8,4,10,7,8,0,1
"E00004545",182,0,0,1,0,0,0,0,0,0,1,0,1,7,24,8,18,4,11,1,23,16,7,21,21,19,0,0
"E00004546",87,0,0,3,0,1,0,0,0,0,2,0,0,1,4,2,2,11,7,1,17,9,10,6,4,10,0,0
"E00004547",167,0,0,3,0,0,0,0,0,2,1,1,0,2,16,6,20,18,26,4,38,6,3,18,3,3,0,0
"E00004548",136,0,0,3,0,0,0,1,1,0,1,1,0,5,9,2,10,9,6,1,37,4,6,18,9,16,0,0
"E00004549",98,0,0,2,1,0,0,0,0,0,1,0,0,2,9,4,15,17,8,2,9,5,1,5,8,10,1,0
"E00004550",184,0,0,0,0,0,0,0,0,0,0,1,0,11,23,5,25,9,17,0,25,6,5,15,19,23,0,0
"E00004551",285,0,2,4,2,1,0,0,0,0,1,0,0,4,24,7,9,33,68,5,80,10,9,13,4,11,2,0
"E00004552",122,0,0,1,0,0,0,0,1,0,0,0,1,7,13,6,12,9,13,1,13,8,6,8,10,13,0,1
"E00004553",108,0,0,1,1,0,0,0,0,0,0,0,0,0,13,7,9,8,14,1,18,6,2,3,14,11,1,0
"E00004554",226,0,0,3,0,1,0,1,0,0,1,3,1,4,24,6,18,32,29,5,39,6,6,20,15,13,0,2
"E00004555",117,0,0,2,0,0,0,0,0,0,2,0,0,7,17,6,18,7,8,0,16,4,3,11,9,9,0,0
"E00004556",126,0,0,4,0,0,0,1,0,0,3,0,1,0,19,0,8,18,9,2,23,6,8,11,12,5,0,0
"E00004557",72,0,0,4,0,2,0,0,1,0,1,0,0,2,8,9,8,4,3,1,14,1,0,5,9,4,0,0
"E00004558",132,0,0,2,0,0,0,0,0,1,1,0,0,6,12,6,5,7,12,0,24,4,6,18,11,17,0,2
"E00004559",248,0,0,2,0,2,0,0,0,0,0,0,0,4,11,10,35,16,24,1,40,7,5,28,35,29,0,1
"E00004560",101,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,8,7,0,10,3,3,21,9,12,2,0
"E00004561",135,0,1,2,1,1,0,0,0,0,0,0,0,2,14,5,20,14,10,0,13,0,5,12,12,25,0,0
"E00004562",148,1,0,3,1,0,0,0,0,0,2,0,0,0,11,3,3,26,3,5,38,8,4,20,9,14,0,0
"E00004563",219,1,1,1,0,0,0,0,0,0,1,0,1,7,21,6,13,25,15,2,25,10,7,33,32,18,0,1
"E00004564",175,0,0,4,0,0,2,0,0,0,2,2,2,9,18,2,12,27,6,3,34,12,3,11,19,11,0,0
"E00004565",92,0,0,1,1,0,0,0,0,0,0,0,1,6,13,3,9,3,3,2,12,3,2,7,11,13,2,1
"E00004566",149,0,0,1,0,0,0,0,1,0,0,0,0,8,16,6,4,26,7,3,27,2,4,17,17,10,1,0
"E00004567",134,0,0,1,0,0,0,0,0,1,0,1,2,6,15,8,16,3,2,2,11,5,7,22,21,10,2,0
"E00004568",212,0,1,5,0,2,1,0,1,0,1,3,0,8,20,4,16,30,13,3,33,13,4,23,12,22,1,1
"E00004569",176,0,0,1,0,0,1,0,0,0,0,1,0,6,14,4,8,27,9,5,30,8,4,25,18,16,0,0
"E00004570",167,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,8,21,9,3,48,2,11,17,16,12,0,0
"E00004571",208,0,0,5,0,1,0,0,0,2,2,1,0,8,14,2,9,34,6,5,61,3,7,19,19,15,0,0
