"GeographyCode","QS405EW0001","QS405EW0002","QS405EW0003","QS405EW0004","QS405EW0005","QS405EW0006","QS405EW0007","QS405EW0008","QS405EW0009","QS405EW0010","QS405EW0011","QS405EW0012","QS405EW0013","QS405EW0014"
"E00004536",138,87,43,44,0,1,0,1,45,42,0,3,0,5
"E00004537",85,20,10,10,0,42,34,8,23,22,0,1,0,0
"E00004538",103,1,1,0,0,88,1,87,12,12,0,0,0,2
"E00004539",79,13,4,9,0,49,46,3,17,15,0,2,0,0
"E00004540",156,30,13,17,0,98,73,25,21,19,0,0,2,7
"E00004541",113,4,1,3,0,98,33,65,9,8,0,1,0,2
"E00004542",178,33,14,19,0,82,81,1,62,61,0,1,0,1
"E00004543",126,9,4,5,0,51,2,49,64,58,1,1,4,2
"E00004544",98,13,7,6,2,67,61,6,16,15,0,1,0,0
"E00004545",199,19,4,15,0,151,145,6,25,24,0,0,1,4
"E00004546",143,38,20,18,0,67,56,11,35,32,0,1,2,3
"E00004547",164,37,17,20,1,65,57,8,57,55,0,1,1,4
"E00004548",138,35,17,18,1,55,3,52,42,38,0,2,2,5
"E00004549",124,15,3,12,0,90,89,1,17,17,0,0,0,2
"E00004550",146,23,12,11,0,80,68,12,40,33,5,2,0,3
"E00004551",208,82,38,44,0,38,1,37,84,80,0,4,0,4
"E00004552",126,11,5,6,1,88,84,4,26,21,0,3,2,0
"E00004553",113,18,8,10,0,66,30,36,27,25,0,1,1,2
"E00004554",217,61,31,30,1,21,6,15,123,119,0,4,0,11
"E00004555",127,26,9,17,0,85,85,0,14,13,0,1,0,2
"E00004556",143,16,6,10,0,69,64,5,56,51,0,2,3,2
"E00004557",121,22,10,12,0,82,81,1,16,16,0,0,0,1
"E00004558",142,55,39,16,3,46,44,2,35,34,0,1,0,3
"E00004559",153,48,30,18,0,62,49,13,40,39,0,1,0,3
"E00004560",121,28,15,13,0,72,26,46,20,19,0,0,1,1
"E00004561",128,18,10,8,3,38,19,19,66,63,0,3,0,3
"E00004562",123,27,6,21,0,55,49,6,38,34,0,4,0,3
"E00004563",195,40,19,21,22,88,40,48,43,42,0,1,0,2
"E00004564",118,23,12,11,1,17,16,1,71,67,2,1,1,6
"E00004565",145,14,2,12,0,121,119,2,6,5,0,0,1,4
"E00004566",140,42,17,25,1,76,75,1,19,18,0,1,0,2
"E00004567",128,30,10,20,0,82,81,1,14,11,0,1,2,2
"E00004568",157,29,16,13,0,58,45,13,66,65,0,1,0,4
"E00004569",161,62,35,27,1,53,31,22,45,42,0,1,2,0
"E00004570",131,83,54,29,0,18,14,4,28,27,0,1,0,2
"E00004571",151,77,38,39,0,26,14,12,44,41,1,2,0,4
"E00004572",160,67,29,38,1,37,36,1,54,50,0,4,0,1
"E00004573",149,65,36,29,2,42,31,11,39,36,0,2,1,1
"E00004574",143,70,33,37,1,35,28,7,35,33,0,2,0,2
"E00004575",184,31,18,13,1,25,13,12,127,126,0,1,0,0
"E00004576",140,50,21,29,0,67,62,5,21,20,0,1,0,2
"E00004577",124,65,24,41,0,45,45,0,12,12,0,0,0,2
"E00004578",154,19,8,11,0,27,16,11,107,105,1,0,1,1
"E00004579",105,50,25,25,2,33,22,11,18,17,0,1,0,2
"E00004580",151,44,18,26,10,38,25,13,57,55,0,2,0,2
"E00004581",101,43,17,26,0,33,4,29,20,19,0,0,1,5
"E00004582",127,57,27,30,1,25,10,15,43,40,2,1,0,1
"E00004583",142,58,29,29,1,41,25,16,40,39,0,1,0,2
"E00004584",171,59,29,30,0,67,38,29,43,39,0,4,0,2
"E00004585",134,54,19,35,0,50,27,23,28,26,0,2,0,2
"E00004586",116,63,35,28,0,19,9,10,33,32,0,0,1,1
"E00004587",121,38,15,23,1,63,40,23,18,18,0,0,0,1
"E00004588",154,62,29,33,0,25,11,14,64,61,0,3,0,3
"E00004589",125,69,37,32,0,32,22,10,24,23,0,1,0,0
"E00004590",99,43,18,25,1,35,16,19,20,19,0,0,1,0
"E00004591",112,25,9,16,0,51,36,15,36,34,0,2,0,0
"E00004592",99,44,18,26,0,33,16,17,21,20,1,0,0,1
"E00004593",229,59,18,41,6,51,19,32,108,105,0,3,0,5
"E00004594",124,46,17,29,0,43,31,12,32,30,0,2,0,3
"E00004595",104,50,30,20,0,40,15,25,12,11,0,1,0,2
"E00004596",108,67,30,37,0,19,17,2,21,19,2,0,0,1
"E00004597",214,47,17,30,0,58,55,3,109,109,0,0,0,0
"E00004598",106,29,17,12,1,39,39,0,32,31,0,0,1,5
"E00004599",161,67,41,26,0,21,16,5,72,69,1,0,2,1
"E00004600",124,15,6,9,1,90,84,6,18,16,0,2,0,0
"E00004601",117,48,24,24,0,51,47,4,17,13,1,2,1,1
"E00004602",115,55,29,26,1,19,6,13,40,39,0,0,1,0
"E00004603",131,22,10,12,0,83,83,0,24,22,0,2,0,2
"E00004604",136,21,2,19,0,54,23,31,61,59,0,0,2,0
"E00004605",113,34,7,27,0,62,62,0,15,14,0,1,0,2
"E00004606",169,57,31,26,1,48,47,1,58,55,0,3,0,5
"E00004607",132,7,4,3,0,112,46,66,13,11,0,1,1,0
"E00004608",133,30,13,17,0,69,67,2,31,28,1,2,0,3
"E00004609",221,29,15,14,1,80,65,15,105,100,2,3,0,6
"E00004610",123,25,10,15,0,58,57,1,39,33,0,3,3,1
"E00004611",157,1,1,0,0,147,10,137,9,4,0,0,5,0
"E00004612",142,21,4,17,0,61,58,3,56,54,0,1,1,4
"E00004613",125,21,6,15,0,63,60,3,40,39,0,0,1,1
"E00004614",224,32,10,22,1,73,28,45,115,114,0,1,0,3
"E00004615",102,48,23,25,0,27,24,3,26,25,0,0,1,1
"E00004616",133,54,14,40,1,25,14,11,52,49,0,3,0,1
"E00004617",114,57,30,27,0,8,5,3,49,46,0,2,1,0
"E00004618",125,43,14,29,0,40,28,12,42,40,0,2,0,0
"E00004619",123,22,10,12,2,70,64,6,28,25,0,2,1,1
"E00004620",141,29,11,18,0,60,32,28,52,51,0,1,0,0
"E00004621",133,37,18,19,2,58,54,4,36,35,0,1,0,0
"E00004622",209,67,39,28,0,31,25,6,108,105,0,3,0,3
"E00004623",151,46,22,24,1,41,34,7,62,62,0,0,0,1
"E00004624",120,61,22,39,1,12,12,0,45,45,0,0,0,1
"E00004625",172,27,11,16,37,63,33,30,39,39,0,0,0,6
"E00004626",235,36,22,14,11,65,23,42,108,100,3,2,3,15
"E00004627",98,20,9,11,1,59,55,4,17,17,0,0,0,1
"E00004628",91,10,5,5,0,72,48,24,9,9,0,0,0,0
"E00004629",117,44,22,22,0,0,0,0,72,71,0,1,0,1
"E00004630",104,32,6,26,0,7,7,0,64,64,0,0,0,1
"E00004631",130,34,14,20,1,54,50,4,40,39,0,0,1,1
"E00004632",95,8,7,1,1,78,43,35,7,6,0,1,0,1
"E00004633",102,15,6,9,1,75,70,5,11,11,0,0,0,0
"E00004634",145,68,33,35,1,20,1,19,54,52,0,2,0,2
"E00004635",125,19,13,6,0,97,90,7,7,7,0,0,0,2
"E00004636",113,9,2,7,0,97,93,4,5,4,0,0,1,2
"E00004637",121,11,7,4,1,85,58,27,21,20,0,0,1,3
"E00004638",158,37,19,18,1,16,3,13,103,100,0,2,1,1
"E00004639",96,12,5,7,0,65,41,24,19,17,0,2,0,0
"E00004640",146,34,11,23,2,60,57,3,49,48,0,1,0,1
"E00004641",125,19,8,11,2,78,74,4,25,21,0,2,2,1
"E00004642",130,15,8,7,1,109,107,2,5,4,0,0,1,0
"E00004643",186,46,25,21,1,39,24,15,96,90,0,4,2,4
"E00004644",132,26,11,15,0,84,80,4,22,22,0,0,0,0
"E00004645",111,37,5,32,0,0,0,0,73,70,0,3,0,1
"E00004646",110,17,7,10,0,78,49,29,13,11,0,2,0,2
"E00004647",168,18,9,9,1,70,51,19,73,72,0,1,0,6
"E00004649",129,43,25,18,0,11,4,7,71,67,1,2,1,4
"E00004650",208,35,16,19,0,69,2,67,100,99,1,0,0,4
"E00004651",106,42,21,21,1,21,1,20,38,36,0,2,0,4
"E00004652",133,29,16,13,0,66,64,2,35,35,0,0,0,3
"E00004653",113,41,23,18,0,0,0,0,69,65,1,2,1,3
"E00004654",100,6,2,4,0,4,0,4,87,86,0,1,0,3
"E00004655",125,35,21,14,0,46,37,9,41,38,0,1,2,3
"E00004656",233,11,4,7,1,147,27,120,66,46,0,0,20,8
"E00004658",114,18,8,10,0,65,55,10,22,21,0,0,1,9
"E00004659",165,11,1,10,0,62,27,35,90,90,0,0,0,2
"E00004660",128,17,9,8,0,88,27,61,19,18,0,1,0,4
"E00004661",129,22,14,8,2,65,37,28,38,38,0,0,0,2
"E00004662",144,33,22,11,0,68,68,0,40,36,0,4,0,3
"E00004663",118,15,8,7,1,76,70,6,23,21,0,2,0,3
"E00004664",147,10,6,4,0,67,14,53,68,66,0,1,1,2
"E00004665",117,7,4,3,0,103,24,79,5,5,0,0,0,2
"E00004666",178,22,9,13,0,76,73,3,73,69,0,2,2,7
"E00004667",126,51,35,16,1,1,1,0,69,66,0,3,0,4
"E00004668",84,2,2,0,0,80,8,72,1,1,0,0,0,1
"E00004669",105,4,3,1,1,70,54,16,26,26,0,0,0,4
"E00004670",109,14,7,7,0,73,43,30,20,20,0,0,0,2
"E00004671",170,14,4,10,3,114,33,81,35,34,0,1,0,4
"E00004672",120,43,25,18,1,11,8,3,62,60,0,2,0,3
"E00004673",126,9,3,6,0,100,53,47,15,13,0,1,1,2
"E00004674",102,13,8,5,0,77,77,0,11,8,0,1,2,1
"E00004675",105,14,7,7,1,83,53,30,6,5,0,1,0,1
"E00004676",118,57,42,15,0,2,1,1,55,50,1,4,0,4
"E00004677",112,19,9,10,0,42,40,2,46,43,0,3,0,5
"E00004678",127,25,17,8,0,66,58,8,32,29,0,2,1,4
"E00004679",102,10,4,6,0,71,71,0,18,17,0,1,0,3
"E00004680",126,48,35,13,0,4,1,3,64,60,2,2,0,10
"E00004681",133,38,24,14,1,15,1,14,72,63,0,1,8,7
"E00004682",64,6,2,4,0,48,48,0,10,10,0,0,0,0
"E00004683",68,9,3,6,0,48,37,11,9,8,0,1,0,2
"E00004684",132,4,2,2,0,103,33,70,25,23,0,1,1,0
"E00004685",122,15,4,11,2,81,77,4,22,20,1,1,0,2
"E00004686",123,26,16,10,1,70,69,1,26,24,0,2,0,0
"E00004687",116,75,58,17,3,1,1,0,27,23,1,1,2,10
"E00004688",174,21,10,11,3,125,123,2,24,23,0,1,0,1
"E00004689",116,32,19,13,0,61,60,1,21,21,0,0,0,2
"E00004690",109,29,21,8,1,46,46,0,29,26,0,1,2,4
"E00004691",151,21,7,14,0,56,53,3,74,70,0,4,0,0
"E00004692",141,18,7,11,1,64,64,0,58,56,0,2,0,0
"E00004693",138,28,16,12,2,67,58,9,38,37,0,1,0,3
"E00004694",108,25,9,16,1,35,22,13,46,45,0,1,0,1
"E00004695",179,27,13,14,0,57,50,7,92,87,0,2,3,3
"E00004696",126,18,16,2,0,87,83,4,20,19,0,1,0,1
"E00004697",135,16,9,7,0,71,50,21,45,40,0,4,1,3
"E00004699",69,7,1,6,0,54,54,0,8,7,0,0,1,0
"E00004700",111,17,6,11,0,79,43,36,12,12,0,0,0,3
"E00004701",147,21,18,3,1,81,3,78,41,36,0,0,5,3
"E00004702",125,14,7,7,1,89,78,11,18,18,0,0,0,3
"E00004703",143,41,24,17,0,52,47,5,48,46,0,2,0,2
"E00004704",162,21,7,14,0,49,13,36,91,87,0,4,0,1
"E00004705",161,70,41,29,0,20,17,3,71,67,0,1,3,0
"E00004706",198,56,28,28,1,62,49,13,76,74,1,1,0,3
"E00004707",228,38,21,17,2,6,3,3,178,176,1,0,1,4
"E00004708",118,37,21,16,0,38,33,5,43,41,0,0,2,0
"E00004709",152,54,31,23,1,52,50,2,44,43,0,1,0,1
"E00004710",131,37,11,26,2,60,38,22,32,31,0,1,0,0
"E00004711",142,43,14,29,1,50,42,8,46,44,0,2,0,2
"E00004712",157,79,53,26,0,34,6,28,34,24,4,0,6,10
"E00004713",93,1,1,0,0,88,3,85,4,4,0,0,0,0
"E00004714",141,47,34,13,0,24,1,23,61,35,10,8,8,9
"E00004715",145,19,8,11,6,107,34,73,10,7,0,2,1,3
"E00004716",127,26,10,16,0,73,72,1,28,24,0,4,0,0
"E00004717",72,9,7,2,0,51,5,46,11,10,0,0,1,1
"E00004718",119,4,1,3,0,92,91,1,19,19,0,0,0,4
"E00004719",179,23,12,11,1,133,82,51,21,18,0,2,1,1
"E00004720",118,1,1,0,0,109,2,107,8,7,0,0,1,0
"E00004721",133,16,5,11,0,88,87,1,26,23,0,1,2,3
"E00004722",107,23,14,9,0,68,67,1,13,13,0,0,0,3
"E00004723",114,21,11,10,0,71,70,1,20,19,0,1,0,2
"E00004724",126,14,2,12,1,53,49,4,52,49,0,2,1,6
"E00004725",126,13,8,5,0,102,100,2,9,8,0,1,0,2
"E00004726",117,8,0,8,2,91,28,63,14,13,0,1,0,2
"E00004727",125,7,1,6,2,87,43,44,27,26,0,1,0,2
"E00004728",199,24,6,18,1,143,120,23,27,22,1,3,1,4
"E00004729",101,4,2,2,0,88,27,61,6,5,1,0,0,3
"E00004730",77,0,0,0,0,76,6,70,1,1,0,0,0,0
"E00004731",158,29,19,10,0,70,38,32,58,54,0,1,3,1
"E00004732",124,13,6,7,3,86,74,12,21,21,0,0,0,1
"E00004733",131,39,7,32,9,35,11,24,48,45,0,2,1,0
"E00004734",109,18,6,12,0,78,75,3,13,12,0,0,1,0
"E00004735",136,6,4,2,1,123,115,8,4,4,0,0,0,2
"E00004736",130,27,18,9,0,36,8,28,65,62,0,2,1,2
"E00004738",113,54,23,31,24,5,0,5,28,22,0,6,0,2
"E00004739",131,39,17,22,2,6,1,5,82,76,0,6,0,2
"E00004740",99,14,6,8,0,72,72,0,12,12,0,0,0,1
"E00004741",132,19,5,14,5,71,61,10,34,30,0,4,0,3
"E00004742",185,38,13,25,1,79,79,0,67,63,0,4,0,0
"E00004743",136,32,16,16,1,74,74,0,29,29,0,0,0,0
"E00004744",126,24,6,18,0,80,79,1,21,21,0,0,0,1
"E00004745",127,13,8,5,3,98,97,1,12,11,0,0,1,1
"E00004746",152,23,5,18,2,108,107,1,17,17,0,0,0,2
"E00004747",132,20,11,9,2,82,80,2,26,23,0,2,1,2
"E00004748",151,20,7,13,0,87,84,3,44,44,0,0,0,0
"E00004749",178,15,8,7,1,118,107,11,42,40,0,2,0,2
"E00004750",144,11,4,7,14,57,37,20,61,61,0,0,0,1
"E00004751",147,25,12,13,1,101,97,4,18,17,0,0,1,2
"E00004752",127,38,17,21,0,74,59,15,15,15,0,0,0,0
"E00004753",125,14,5,9,0,83,83,0,27,26,0,1,0,1
"E00004754",134,21,7,14,1,60,59,1,49,47,1,1,0,3
"E00004755",111,13,8,5,0,76,75,1,15,13,0,2,0,7
"E00004756",112,8,6,2,0,73,48,25,27,26,0,1,0,4
"E00004757",116,15,10,5,1,89,88,1,11,11,0,0,0,0
"E00004758",80,8,7,1,0,65,63,2,7,7,0,0,0,0
"E00004759",104,13,5,8,0,81,54,27,10,8,0,1,1,0
"E00004760",104,6,5,1,0,98,6,92,0,0,0,0,0,0
"E00004761",136,3,0,3,0,130,24,106,1,1,0,0,0,2
"E00004762",133,5,3,2,0,109,9,100,16,15,0,0,1,3
"E00004763",110,17,6,11,1,66,66,0,23,21,0,1,1,3
"E00004764",93,15,5,10,1,58,43,15,18,15,0,3,0,1
"E00004765",102,18,3,15,0,68,67,1,14,13,0,1,0,2
"E00004766",121,70,42,28,0,12,9,3,38,34,0,4,0,1
"E00004767",142,71,31,40,0,6,3,3,64,63,0,0,1,1
"E00004768",99,46,20,26,0,2,2,0,50,49,0,1,0,1
"E00004769",151,64,24,40,0,12,7,5,74,72,0,0,2,1
"E00004770",91,60,32,28,0,5,5,0,24,23,0,1,0,2
"E00004771",117,78,59,19,0,2,2,0,33,32,1,0,0,4
"E00004772",124,80,55,25,1,2,2,0,38,35,0,1,2,3
"E00004773",133,67,39,28,0,2,0,2,62,61,0,1,0,2
"E00004774",108,59,30,29,0,3,3,0,44,44,0,0,0,2
"E00004775",113,69,34,35,0,2,2,0,41,40,0,1,0,1
"E00004776",138,38,15,23,0,27,11,16,72,67,0,2,3,1
"E00004777",115,29,15,14,0,61,60,1,24,24,0,0,0,1
"E00004778",105,58,42,16,0,2,1,1,38,35,0,1,2,7
"E00004779",142,65,52,13,0,2,0,2,69,66,1,2,0,6
"E00004780",124,40,32,8,0,1,0,1,65,62,2,1,0,18
"E00004781",134,37,17,20,6,26,23,3,61,57,0,3,1,4
"E00004782",114,57,42,15,0,1,1,0,51,49,1,1,0,5
"E00004783",124,52,28,24,2,47,46,1,21,19,2,0,0,2
"E00004784",121,58,37,21,0,24,0,24,33,30,1,1,1,6
"E00004785",123,23,7,16,0,74,73,1,22,20,2,0,0,4
"E00004786",107,52,39,13,0,1,0,1,47,47,0,0,0,7
"E00004787",145,53,28,25,0,25,23,2,65,62,0,2,1,2
"E00004788",125,40,14,26,0,7,6,1,78,76,0,2,0,0
"E00004789",87,5,2,3,0,36,32,4,44,44,0,0,0,2
"E00004790",130,49,23,26,0,14,2,12,60,58,0,2,0,7
"E00004791",106,22,10,12,0,56,17,39,27,25,0,2,0,1
"E00004792",117,60,19,41,1,21,3,18,35,34,0,1,0,0
"E00004793",121,64,34,30,0,4,3,1,49,47,0,1,1,4
"E00004794",198,93,53,40,1,64,60,4,32,30,1,0,1,8
"E00004795",101,23,11,12,1,36,1,35,40,37,0,3,0,1
"E00004796",132,41,17,24,1,8,8,0,81,80,0,1,0,1
"E00004797",143,30,15,15,0,78,77,1,34,33,0,1,0,1
"E00004798",111,66,39,27,0,1,0,1,43,41,0,2,0,1
"E00004799",142,60,27,33,0,7,6,1,71,71,0,0,0,4
"E00004801",133,66,31,35,2,4,2,2,58,57,0,0,1,3
"E00004802",108,49,25,24,0,5,5,0,54,54,0,0,0,0
"E00004803",82,20,11,9,1,32,7,25,27,24,0,3,0,2
"E00004804",113,54,20,34,1,0,0,0,57,54,0,3,0,1
"E00004805",96,11,3,8,0,63,61,2,20,20,0,0,0,2
"E00004806",124,53,26,27,0,7,4,3,64,63,0,1,0,0
"E00004807",109,26,21,5,0,36,9,27,42,41,0,1,0,5
"E00004808",93,23,14,9,2,2,0,2,66,61,0,3,2,0
"E00004809",117,67,46,21,0,1,1,0,42,39,1,2,0,7
"E00004810",126,75,48,27,0,4,3,1,47,45,0,2,0,0
"E00004811",122,57,21,36,1,5,5,0,58,56,0,2,0,1
"E00004812",160,35,17,18,0,74,61,13,50,49,0,1,0,1
"E00004813",174,96,56,40,1,18,13,5,55,52,0,2,1,4
"E00004814",124,67,29,38,1,6,5,1,50,50,0,0,0,0
"E00004815",242,37,30,7,1,56,11,45,145,144,0,1,0,3
"E00004816",131,44,14,30,1,15,10,5,70,68,0,2,0,1
"E00004817",112,63,33,30,0,14,5,9,34,34,0,0,0,1
"E00004818",138,30,10,20,0,7,2,5,99,98,0,1,0,2
"E00004819",138,80,42,38,0,9,7,2,48,46,0,1,1,1
"E00004820",136,31,12,19,0,6,4,2,97,96,0,1,0,2
"E00004821",109,39,23,16,1,10,2,8,56,55,0,0,1,3
"E00004822",130,72,41,31,0,14,9,5,44,43,0,1,0,0
"E00004823",180,33,19,14,0,96,73,23,50,48,1,1,0,1
"E00004824",130,33,18,15,0,18,5,13,78,78,0,0,0,1
"E00004825",110,44,11,33,0,3,1,2,63,61,0,2,0,0
"E00004826",125,58,21,37,1,10,5,5,55,53,0,2,0,1
"E00004827",168,17,8,9,8,97,25,72,42,42,0,0,0,4
"E00004828",133,26,10,16,0,67,63,4,34,33,0,1,0,6
"E00004829",109,33,21,12,0,15,13,2,61,60,0,1,0,0
"E00004830",139,49,19,30,0,31,17,14,59,59,0,0,0,0
"E00004831",117,2,0,2,0,107,18,89,6,6,0,0,0,2
"E00004832",147,13,7,6,0,61,25,36,72,68,0,4,0,1
"E00004833",156,45,22,23,0,39,23,16,71,71,0,0,0,1
"E00004834",185,63,17,46,0,69,33,36,52,51,0,0,1,1
"E00004835",167,32,23,9,0,20,7,13,108,108,0,0,0,7
"E00004836",171,29,10,19,0,66,36,30,74,73,0,0,1,2
"E00004837",191,54,15,39,1,47,18,29,89,85,0,4,0,0
"E00004838",131,30,13,17,1,64,31,33,35,34,0,1,0,1
"E00004839",178,41,12,29,4,56,14,42,74,71,0,3,0,3
"E00004840",117,28,9,19,2,27,22,5,58,58,0,0,0,2
"E00004841",133,33,10,23,1,66,46,20,31,30,0,1,0,2
"E00004842",116,47,17,30,1,30,26,4,38,36,0,1,1,0
"E00004843",110,45,22,23,0,15,12,3,49,46,0,1,2,1
"E00004844",139,64,31,33,0,27,18,9,47,47,0,0,0,1
"E00004845",131,38,21,17,0,26,3,23,67,58,8,1,0,0
"E00004846",127,55,28,27,0,21,6,15,49,47,0,1,1,2
"E00004847",137,48,21,27,1,19,0,19,66,63,0,3,0,3
"E00004848",159,62,32,30,0,17,17,0,75,69,0,6,0,5
"E00004849",138,89,44,45,0,3,2,1,45,40,1,4,0,1
"E00004850",203,85,34,51,1,4,2,2,110,107,0,3,0,3
"E00004851",95,45,12,33,0,7,1,6,43,41,0,2,0,0
"E00004852",138,70,36,34,0,19,16,3,47,46,0,1,0,2
"E00004853",144,28,10,18,0,0,0,0,113,110,0,2,1,3
"E00174649",108,12,5,7,4,51,5,46,39,37,0,1,1,2
"E00174650",92,17,9,8,0,15,10,5,56,48,1,3,4,4
"E00174651",81,15,4,11,1,25,20,5,34,31,2,1,0,6
"E00174652",84,33,8,25,2,31,31,0,14,13,0,1,0,4
"E00174653",105,31,17,14,0,54,54,0,14,9,1,4,0,6
"E00174654",98,19,13,6,1,36,11,25,38,34,0,4,0,4
"E00174655",160,66,53,13,0,16,5,11,73,66,0,4,3,5
"E00174656",115,40,18,22,1,37,6,31,35,31,0,4,0,2
"E00174657",100,38,9,29,0,27,4,23,31,28,0,3,0,4
"E00174658",80,42,22,20,0,11,10,1,26,24,0,2,0,1
"E00174659",161,25,14,11,1,49,0,49,80,68,1,7,4,6
"E00174660",51,8,5,3,1,33,14,19,9,7,0,1,1,0
"E00174661",84,11,7,4,0,57,21,36,15,13,0,1,1,1
"E00174662",90,1,1,0,0,10,1,9,79,67,10,0,2,0
"E00174663",111,14,7,7,2,26,2,24,66,61,2,1,2,3
"E00174664",100,9,6,3,0,52,1,51,38,30,5,0,3,1
"E00174665",113,23,15,8,0,37,34,3,47,42,0,1,4,6
"E00174666",80,5,2,3,49,19,4,15,7,6,0,0,1,0
"E00174667",87,19,7,12,0,45,35,10,22,18,0,3,1,1
"E00174668",108,11,6,5,0,83,83,0,11,11,0,0,0,3
"E00174669",125,17,2,15,1,94,92,2,12,12,0,0,0,1
"E00174670",107,25,10,15,0,35,6,29,46,44,1,0,1,1
"E00174671",87,39,17,22,0,10,3,7,36,36,0,0,0,2
"E00174672",141,4,0,4,0,104,0,104,33,24,5,0,4,0
"E00174673",91,1,1,0,1,56,0,56,33,20,9,0,4,0
"E00174674",88,10,7,3,0,4,3,1,68,68,0,0,0,6
"E00174675",117,32,20,12,0,31,23,8,49,44,1,3,1,5
"E00174676",152,8,7,1,0,39,0,39,105,93,1,0,11,0
"E00174677",160,46,16,30,0,51,11,40,57,57,0,0,0,6
"E00174678",113,29,18,11,0,12,11,1,60,55,1,1,3,12
"E00174679",49,8,5,3,0,17,1,16,23,14,0,1,8,1
"E00174680",91,11,6,5,1,60,58,2,19,18,0,1,0,0
