"GeographyCode","QS606EW0001","QS606EW0002","QS606EW0003","QS606EW0004","QS606EW0005","QS606EW0006","QS606EW0007","QS606EW0008","QS606EW0009","QS606EW0010","QS606EW0011","QS606EW0012","QS606EW0013","QS606EW0014","QS606EW0015","QS606EW0016","QS606EW0017","QS606EW0018","QS606EW0019","QS606EW0020","QS606EW0021","QS606EW0022","QS606EW0023","QS606EW0024","QS606EW0025","QS606EW0026","QS606EW0027","QS606EW0028","QS606EW0029","QS606EW0030","QS606EW0031","QS606EW0032","QS606EW0033","QS606EW0034","QS606EW0035","QS606EW0036","QS606EW0037","QS606EW0038","QS606EW0039","QS606EW0040","QS606EW0041","QS606EW0042","QS606EW0043","QS606EW0044","QS606EW0045","QS606EW0046","QS606EW0047","QS606EW0048","QS606EW0049","QS606EW0050","QS606EW0051","QS606EW0052","QS606EW0053","QS606EW0054","QS606EW0055","QS606EW0056","QS606EW0057","QS606EW0058","QS606EW0059","QS606EW0060","QS606EW0061","QS606EW0062","QS606EW0063","QS606EW0064","QS606EW0065","QS606EW0066","QS606EW0067","QS606EW0068","QS606EW0069","QS606EW0070","QS606EW0071","QS606EW0072","QS606EW0073","QS606EW0074","QS606EW0075","QS606EW0076","QS606EW0077","QS606EW0078","QS606EW0079","QS606EW0080","QS606EW0081","QS606EW0082","QS606EW0083","QS606EW0084","QS606EW0085","QS606EW0086","QS606EW0087","QS606EW0088","QS606EW0089","QS606EW0090","QS606EW0091","QS606EW0092","QS606EW0093","QS606EW0094","QS606EW0095","QS606EW0096","QS606EW0097","QS606EW0098","QS606EW0099","QS606EW0100","QS606EW0101","QS606EW0102","QS606EW0103","QS606EW0104","QS606EW0105","QS606EW0106","QS606EW0107","QS606EW0108","QS606EW0109","QS606EW0110","QS606EW0111","QS606EW0112","QS606EW0113","QS606EW0114","QS606EW0115","QS606EW0116","QS606EW0117","QS606EW0118","QS606EW0119","QS606EW0120","QS606EW0121","QS606EW0122","QS606EW0123","QS606EW0124","QS606EW0125"
"E01000888",812,113,73,4,6,40,11,1,0,4,7,40,0,10,2,28,291,45,5,11,27,0,2,57,42,6,9,49,49,140,40,46,13,2,1,4,34,177,11,6,2,3,8,3,5,1,1,82,64,13,5,75,1,2,29,35,1,7,74,45,11,12,4,14,4,29,29,34,3,3,10,0,5,2,3,0,11,8,3,0,10,0,0,8,2,41,31,17,1,13,10,4,2,3,1,29,24,21,2,1,5,5,0,13,3,0,1,0,2,10,9,0,1,40,2,0,2,0,38,6,15,6,0,1,10
"E01000889",659,51,32,1,4,9,5,3,1,2,7,19,0,7,2,10,129,25,6,7,10,0,2,29,15,0,14,34,34,41,3,13,5,5,2,0,13,104,3,2,0,1,8,1,7,3,3,38,30,3,5,52,0,0,11,24,2,15,79,51,9,12,7,16,7,28,28,49,7,7,13,0,2,1,10,0,20,13,5,2,9,1,0,8,0,67,52,32,0,20,15,4,1,8,2,61,58,51,3,4,3,2,1,42,5,0,0,0,5,37,35,1,1,77,4,1,2,1,73,7,14,13,2,6,31
"E01000890",575,42,23,2,7,7,0,3,0,0,4,19,0,8,0,11,81,15,3,2,9,1,0,18,10,1,7,25,25,23,3,3,2,2,5,0,8,73,7,4,1,2,8,4,4,1,1,30,17,3,10,27,0,0,6,13,0,8,84,57,4,9,11,26,7,27,27,56,0,0,12,0,5,3,4,0,18,10,8,0,26,1,1,21,3,67,53,30,1,22,14,4,3,6,1,54,50,40,6,4,4,3,1,30,12,1,1,5,5,18,18,0,0,88,3,1,0,2,85,13,20,12,2,3,35
"E01000891",540,38,25,1,4,9,1,0,0,1,9,13,0,2,2,9,106,16,4,1,11,0,0,15,7,2,6,20,20,55,7,25,7,4,2,1,9,93,11,6,1,4,5,1,4,4,4,27,22,3,2,46,0,1,12,24,0,9,67,45,6,17,5,14,3,22,22,39,2,2,4,0,1,0,3,0,12,8,4,0,21,2,0,19,0,46,38,19,0,19,8,2,4,2,0,62,40,34,2,4,22,21,1,28,4,0,2,0,2,24,23,0,1,61,2,0,1,1,59,8,12,9,2,3,25
"E01000892",943,156,110,12,9,53,20,5,0,0,11,46,0,17,0,29,346,53,9,13,31,0,0,67,39,9,19,62,62,164,46,43,31,8,1,0,35,208,9,3,2,4,10,4,6,1,1,65,56,4,5,123,0,3,61,44,0,15,65,46,10,6,6,20,4,19,19,37,1,1,6,0,1,1,4,0,12,6,5,1,18,1,0,13,4,44,33,22,2,9,11,5,3,2,1,33,28,21,4,3,5,3,2,21,6,1,1,1,3,15,14,0,1,33,6,0,5,1,27,6,6,2,0,3,10
"E01000893",900,140,99,10,14,38,16,2,0,0,19,41,0,12,0,29,371,49,13,4,27,0,5,66,36,23,7,72,72,184,47,54,17,7,4,1,54,240,2,1,0,1,10,4,6,4,4,130,108,16,6,94,1,3,40,41,0,9,53,36,7,11,4,9,5,17,17,21,2,2,6,0,1,0,5,0,6,5,1,0,7,0,0,5,2,37,17,12,2,3,20,8,4,8,0,18,15,10,4,1,3,2,1,7,5,1,2,1,1,2,1,1,0,13,0,0,0,0,13,1,1,6,0,1,4
"E01000894",767,172,126,10,8,64,31,0,0,1,12,46,0,12,1,33,289,47,7,5,34,0,1,59,47,8,4,42,42,141,61,29,14,4,6,2,25,198,4,0,2,2,4,3,1,1,1,73,62,9,2,116,1,2,67,36,0,10,34,20,4,6,3,6,1,14,14,9,2,2,1,0,0,0,1,0,2,1,0,1,4,0,0,2,2,26,15,12,0,3,11,7,1,3,0,19,12,7,4,1,7,7,0,5,2,0,2,0,0,3,3,0,0,15,0,0,0,0,15,2,2,1,0,2,8
"E01000895",893,160,101,8,8,53,25,1,0,2,4,59,0,8,3,48,321,49,8,10,28,0,3,48,37,5,6,60,60,164,61,56,11,6,1,1,28,210,5,2,1,2,10,7,3,3,3,83,62,15,6,109,1,3,57,37,0,11,58,45,8,15,5,14,3,13,13,29,4,4,2,1,0,0,1,0,14,11,2,1,9,0,0,8,1,40,23,14,1,8,17,2,8,6,1,33,23,16,4,3,10,6,4,14,6,1,4,1,0,8,5,0,3,28,0,0,0,0,28,0,6,7,0,2,13
"E01000896",910,190,137,23,9,71,26,1,0,1,6,53,0,7,0,46,366,55,14,8,33,0,0,76,59,12,5,41,41,194,64,64,24,3,5,1,33,233,8,2,1,5,7,1,6,1,1,101,91,8,2,116,0,2,52,50,1,11,57,42,10,10,3,17,2,15,15,11,5,5,2,0,0,0,2,0,3,1,2,0,1,0,0,1,0,24,15,13,0,2,9,6,1,2,0,16,13,7,6,0,3,3,0,3,3,0,2,1,0,0,0,0,0,10,1,1,0,0,9,1,3,0,0,0,5
"E01000897",870,230,182,24,9,92,43,2,1,0,11,48,0,13,1,34,314,46,12,7,26,0,1,48,36,8,4,43,43,177,55,77,14,5,4,4,18,201,4,0,1,3,13,4,9,1,1,81,62,14,5,102,0,1,60,35,0,6,52,34,5,14,5,6,4,18,18,15,2,2,1,0,0,0,1,0,0,0,0,0,12,1,1,9,1,26,22,14,1,7,4,0,0,4,0,15,11,5,5,1,4,4,0,4,2,0,2,0,0,2,2,0,0,13,0,0,0,0,13,1,1,2,0,4,5
"E01000898",978,128,98,8,8,30,34,7,0,5,6,30,0,9,2,19,493,50,17,2,30,0,1,295,130,12,153,29,29,119,29,50,16,0,4,2,18,168,17,5,3,9,9,6,3,2,2,63,53,7,3,77,1,3,36,21,0,16,56,40,4,8,9,14,5,16,16,18,2,2,0,0,0,0,0,0,5,1,4,0,11,0,3,8,0,40,31,10,1,20,9,2,3,1,3,28,24,19,2,3,4,3,1,6,0,0,0,0,0,6,5,1,0,41,1,0,1,0,40,6,6,5,1,2,20
"E01000899",826,242,172,32,14,65,39,5,0,4,13,70,0,11,2,57,279,39,1,10,26,0,2,49,25,8,16,33,33,158,76,40,14,1,2,0,25,194,1,0,1,0,7,5,2,2,2,96,74,12,10,88,0,2,54,25,0,7,38,28,1,5,2,17,3,10,10,11,2,2,2,0,0,0,2,0,1,1,0,0,6,0,0,6,0,41,20,10,0,10,21,3,1,17,0,10,9,5,4,0,1,1,0,2,1,0,0,1,0,1,1,0,0,9,1,1,0,0,8,1,4,0,0,0,3
"E01000900",885,108,63,3,7,30,3,4,1,3,12,45,1,20,0,24,225,36,8,6,18,2,2,29,13,6,10,34,34,126,25,46,11,5,0,2,37,191,8,3,3,2,7,3,4,3,3,88,62,18,8,85,1,3,31,41,0,9,90,63,12,17,11,16,7,27,27,58,4,4,19,1,2,3,13,0,16,12,4,0,19,1,0,14,4,69,50,33,0,17,19,6,4,8,1,57,45,36,5,4,12,10,2,20,4,0,0,0,4,16,14,1,1,67,1,0,1,0,66,11,15,4,2,3,31
"E01000901",680,58,25,2,0,12,2,2,1,2,4,33,0,10,4,19,151,28,5,4,15,3,1,17,6,5,6,44,44,62,10,17,9,4,1,1,20,92,7,1,2,4,9,3,6,3,3,33,27,3,3,40,0,3,13,19,0,5,75,52,8,17,8,15,4,23,23,46,2,2,4,0,0,1,3,0,13,10,2,1,27,2,0,23,2,72,53,39,0,14,19,3,4,11,1,66,55,47,6,2,11,10,1,35,6,0,1,4,1,29,25,2,2,85,2,0,0,2,83,9,20,10,5,7,32
"E01000902",550,64,36,0,8,14,3,3,0,1,7,28,0,10,1,17,123,19,1,3,15,0,0,24,8,2,14,18,18,62,12,20,10,3,2,0,15,98,5,2,1,2,3,0,3,5,5,41,26,7,8,44,1,0,20,15,0,8,56,36,7,6,10,11,2,20,20,27,2,2,8,0,2,2,4,0,7,6,1,0,10,0,1,7,2,47,32,18,1,13,15,2,7,6,0,59,49,42,4,3,10,8,2,21,3,0,0,2,1,18,18,0,0,55,3,0,3,0,52,6,13,14,2,1,16
"E01000903",768,97,68,3,5,31,14,0,0,2,13,29,0,5,1,23,284,46,10,6,26,1,3,47,36,8,3,50,50,141,42,32,25,5,4,4,29,198,8,2,4,2,10,5,5,0,0,93,68,15,10,87,1,1,32,41,0,12,60,46,7,8,13,13,5,14,14,31,4,4,6,0,1,2,3,0,7,4,3,0,14,0,1,13,0,27,20,12,0,8,7,3,2,2,0,42,35,28,4,3,7,4,3,9,2,1,1,0,0,7,7,0,0,20,1,0,1,0,19,3,1,2,0,1,12
"E01000904",1016,119,77,4,6,43,8,4,0,1,11,42,0,11,2,29,279,64,14,10,36,1,3,32,19,5,8,51,51,132,22,56,14,3,3,2,32,193,14,4,7,3,14,6,8,2,2,67,39,19,9,96,0,4,37,46,0,9,91,61,12,13,7,21,8,30,30,59,9,9,3,0,0,0,3,0,19,16,3,0,28,1,3,18,6,76,47,31,1,15,29,11,10,7,1,73,57,49,7,1,16,14,2,27,11,0,3,2,6,16,16,0,0,99,7,0,4,3,92,8,17,12,2,5,48
"E01000905",693,59,34,3,4,8,1,0,1,3,14,25,0,11,3,11,129,17,2,6,8,0,1,17,5,3,9,30,30,65,9,17,11,9,0,0,19,93,6,2,2,2,10,1,9,2,2,27,19,7,1,48,0,1,17,19,0,11,76,59,9,17,5,22,6,17,17,60,3,3,12,2,2,2,5,1,14,13,0,1,31,2,4,23,2,64,42,29,1,12,22,7,9,4,2,77,62,52,6,4,15,13,2,44,6,1,1,2,2,38,36,0,2,91,3,0,2,1,88,6,27,12,5,2,36
"E01000906",945,149,112,6,13,53,18,1,0,5,16,37,0,11,1,25,339,62,9,8,40,2,3,51,34,8,9,51,51,175,41,68,15,2,6,4,39,250,7,2,2,3,14,6,8,4,4,77,64,11,2,148,0,3,68,57,0,20,71,50,10,11,9,13,7,21,21,33,6,6,6,0,3,2,1,0,11,9,0,2,10,2,0,6,2,36,25,11,1,13,11,3,7,1,0,25,22,17,4,1,3,2,1,9,2,0,1,0,1,7,7,0,0,33,2,0,1,1,31,4,3,4,2,2,16
"E01000907",639,58,37,2,2,20,2,3,1,2,5,21,0,6,0,15,209,30,8,3,16,0,3,41,18,11,12,49,49,89,15,21,22,8,5,1,17,120,11,3,3,5,12,3,9,2,2,58,45,12,1,37,0,0,12,17,0,8,65,52,13,12,7,15,5,13,13,37,2,2,9,0,2,2,5,0,14,8,6,0,12,2,1,7,2,49,37,26,0,11,12,4,1,7,0,32,24,21,3,0,8,6,2,18,5,0,3,2,0,13,13,0,0,51,1,0,1,0,50,6,12,13,1,3,15
"E01000908",758,78,45,6,3,21,4,0,0,3,8,33,1,9,1,22,232,39,9,6,23,0,1,47,24,15,8,52,52,94,8,34,16,7,1,2,26,177,6,1,2,3,13,4,9,7,7,102,89,11,2,49,0,5,10,24,0,10,73,45,8,16,4,13,4,28,28,36,5,5,6,0,0,2,4,0,16,12,4,0,9,2,0,6,1,49,39,13,1,25,10,2,3,5,0,46,36,35,0,1,10,8,2,17,5,2,2,1,0,12,10,1,1,50,3,1,0,2,47,5,12,8,0,2,20
"E01000909",836,128,89,12,13,40,9,1,1,3,10,39,0,15,1,23,301,39,10,6,19,2,2,62,36,11,15,51,51,149,41,38,19,6,5,2,38,197,2,0,0,2,17,5,12,0,0,103,80,16,7,75,0,3,25,41,1,5,63,44,12,4,10,11,7,19,19,26,2,2,4,0,1,0,3,0,7,4,3,0,13,4,0,8,1,50,37,27,0,10,13,3,6,4,0,29,24,19,5,0,5,4,1,14,6,1,1,2,2,8,7,1,0,28,1,1,0,0,27,2,3,4,1,2,15
"E01000910",810,93,62,6,8,30,7,0,0,4,7,31,0,9,0,22,318,42,6,8,21,5,2,63,41,15,7,65,65,148,39,38,22,7,2,1,39,214,7,2,0,5,15,4,11,1,1,118,93,18,7,73,0,2,21,34,0,16,57,38,10,8,5,10,5,19,19,34,3,3,9,0,1,1,7,0,5,4,1,0,17,4,1,11,1,31,21,18,1,2,10,3,2,5,0,29,21,17,2,2,8,7,1,9,4,0,0,2,2,5,5,0,0,25,1,0,0,1,24,6,4,1,1,1,11
"E01000911",755,97,67,5,7,33,9,1,0,5,7,30,0,13,2,15,261,34,5,2,25,0,2,34,22,8,4,61,61,132,27,42,13,8,3,1,38,161,5,1,3,1,10,2,8,2,2,97,80,9,8,47,1,1,16,21,0,8,56,39,9,15,6,7,2,17,17,28,4,4,3,0,0,0,3,0,11,6,4,1,10,1,0,9,0,54,42,27,0,15,12,5,4,1,2,37,32,29,3,0,5,5,0,15,3,0,1,0,2,12,11,0,1,46,4,1,3,0,42,1,8,6,1,5,21
"E01000912",757,67,44,6,5,16,1,2,1,2,11,23,0,5,2,16,232,33,8,3,20,1,1,44,21,10,13,57,57,98,14,30,13,4,2,0,35,172,9,4,3,2,21,8,13,2,2,88,64,17,7,52,0,1,7,31,0,13,76,48,10,11,5,16,6,28,28,41,3,3,5,1,0,1,3,0,21,16,3,2,12,2,1,7,2,52,28,19,0,9,24,7,5,12,0,42,38,28,5,5,4,4,0,21,6,1,0,2,3,15,12,0,3,54,2,0,2,0,52,10,7,6,1,5,23
"E01000913",938,225,141,24,21,52,24,0,1,6,13,84,0,21,3,60,336,35,6,5,23,0,1,63,38,18,7,58,58,180,68,53,21,7,5,0,26,212,3,1,1,1,11,5,6,1,1,102,80,17,5,95,0,2,44,33,0,16,62,33,2,7,9,10,5,29,29,21,7,7,4,0,3,0,1,0,3,2,1,0,7,1,1,4,1,36,24,17,0,7,12,2,2,7,1,18,12,9,3,0,6,4,2,6,0,0,0,0,0,6,5,0,1,22,3,0,3,0,19,1,6,2,2,0,8
"E01000914",952,161,95,17,1,53,7,0,1,3,13,66,0,27,0,39,337,49,10,6,33,0,0,39,26,7,6,39,39,210,110,58,6,7,2,1,26,214,11,1,2,8,4,1,3,2,2,85,64,20,1,112,0,3,61,37,0,11,81,50,11,12,13,11,3,31,31,24,2,2,3,0,0,0,3,0,3,1,2,0,16,1,3,10,2,30,17,9,0,8,13,3,7,2,1,43,34,28,6,0,9,8,1,5,3,1,0,2,0,2,2,0,0,57,1,0,1,0,56,1,8,8,0,3,36
"E01000915",675,71,41,3,2,18,3,1,0,3,11,30,0,12,1,17,169,22,3,4,13,1,1,30,19,1,10,32,32,85,36,23,8,5,2,2,9,125,24,23,0,1,3,1,2,4,4,49,38,9,2,45,0,1,17,16,0,11,66,41,6,16,9,10,0,25,25,66,1,1,6,0,1,1,4,0,20,19,1,0,39,0,0,38,1,55,20,13,0,7,35,4,8,3,20,54,50,43,5,2,4,4,0,23,4,0,2,0,2,19,18,0,1,46,0,0,0,0,46,3,13,6,0,2,22
"E01000916",972,155,104,13,11,54,17,3,0,1,5,51,0,18,0,33,333,53,7,6,38,1,1,20,10,3,7,42,42,218,68,83,12,5,2,2,46,218,7,1,2,4,7,0,7,2,2,76,52,16,8,126,1,4,74,41,0,6,71,60,7,25,8,13,7,11,11,31,3,3,4,0,0,1,3,0,5,3,1,1,19,1,1,14,3,33,18,15,0,3,15,3,8,3,1,57,44,37,4,3,13,11,2,20,4,2,1,0,1,16,14,0,2,54,0,0,0,0,54,9,10,10,1,1,23
"E01000917",726,66,48,4,2,17,6,5,0,5,9,18,0,7,0,11,136,15,2,3,9,0,1,17,6,4,7,31,31,73,19,21,10,11,0,2,10,144,13,2,6,5,8,2,6,2,2,51,40,7,4,70,1,10,29,19,0,11,74,54,11,18,11,12,2,20,20,52,4,4,5,0,1,1,3,0,13,6,7,0,30,2,0,23,5,81,45,22,0,23,36,7,10,14,5,62,50,42,6,2,12,10,2,40,10,2,0,3,5,30,28,0,2,71,2,1,1,0,69,7,17,8,1,3,33
"E01000918",1038,133,56,10,6,28,2,2,0,0,8,77,0,22,2,53,283,61,11,18,26,5,1,30,20,5,5,55,55,137,42,47,13,6,5,4,20,214,12,4,2,6,14,6,8,2,2,96,84,11,1,90,0,4,50,25,0,11,98,63,8,20,15,13,7,35,35,31,1,1,2,0,0,1,1,0,3,1,1,1,25,0,1,24,0,54,34,26,1,7,20,4,8,6,2,74,62,55,5,2,12,11,1,18,3,1,0,2,0,15,15,0,0,133,5,0,3,2,128,23,7,12,9,2,75
"E01000919",1008,156,100,9,10,57,8,1,2,0,13,56,0,25,2,29,250,58,25,6,27,0,0,23,11,5,7,37,37,132,34,57,13,1,1,0,26,226,7,2,2,3,12,4,8,0,0,93,74,11,8,114,1,0,63,37,0,13,65,45,6,15,3,14,7,20,20,71,0,0,10,0,3,2,5,0,6,3,3,0,55,0,0,50,5,74,45,38,1,6,29,14,7,6,2,72,70,65,3,2,2,2,0,15,2,0,1,1,0,13,13,0,0,79,0,0,0,0,79,5,3,8,28,0,35
"E01000920",1094,158,91,8,12,33,21,2,0,1,14,67,0,16,2,49,370,44,11,9,22,2,0,45,35,2,8,56,56,225,83,67,28,9,5,3,30,272,11,4,4,3,10,2,8,0,0,154,124,28,2,97,0,3,39,39,0,16,91,62,13,14,11,19,5,29,29,33,0,0,11,0,0,0,9,2,6,4,2,0,16,1,3,11,1,55,26,18,1,7,29,9,8,9,3,49,38,30,3,5,11,10,1,19,2,0,2,0,0,17,17,0,0,47,1,1,0,0,46,7,6,7,0,1,25
"E01000921",1257,131,88,3,10,46,10,0,0,4,15,43,0,14,3,26,408,81,12,13,51,0,5,39,21,7,11,75,75,213,35,65,26,10,9,3,65,315,19,7,3,9,17,5,12,2,2,174,134,37,3,103,0,3,27,56,0,17,141,99,18,24,24,27,6,42,42,59,2,2,15,1,3,1,8,2,11,8,2,1,31,0,3,21,7,52,27,12,0,15,25,9,9,7,0,71,61,45,6,10,10,8,2,15,6,3,1,1,1,9,9,0,0,65,1,0,1,0,64,5,8,10,3,2,36
"E01000922",756,80,45,3,5,17,3,2,1,3,11,35,0,12,1,22,239,43,5,9,27,0,2,41,16,10,15,56,56,99,8,28,12,4,3,3,41,183,12,5,4,3,9,3,6,3,3,82,56,18,8,77,0,1,27,38,0,11,55,44,5,9,6,21,3,11,11,50,6,6,8,0,0,1,7,0,20,12,8,0,16,2,1,12,1,45,29,10,2,17,16,7,4,4,1,35,30,25,4,1,5,5,0,20,8,1,5,2,0,12,12,0,0,49,7,1,6,0,42,2,10,6,1,1,22
"E01000923",795,92,50,6,4,30,3,2,0,3,2,42,1,15,1,25,317,42,6,5,28,1,2,48,33,12,3,57,57,170,39,43,29,8,2,3,46,182,9,2,0,7,7,2,5,1,1,99,81,10,8,66,1,1,29,25,1,9,66,49,13,10,10,16,0,17,17,25,1,1,6,0,1,0,5,0,9,5,2,2,9,2,1,3,3,36,23,14,0,9,13,4,7,2,0,38,33,26,5,2,5,4,1,12,6,0,0,2,4,6,6,0,0,27,3,1,1,1,24,4,3,4,3,0,10
"E01000924",989,96,56,4,4,34,7,3,1,0,3,40,2,11,0,27,380,74,19,14,36,1,4,29,24,3,2,78,78,199,38,69,25,5,4,1,57,248,13,4,1,8,10,5,5,3,3,126,100,18,8,96,0,5,33,44,0,14,83,62,20,8,15,18,1,21,21,32,3,3,7,0,0,0,7,0,10,4,6,0,12,0,0,8,4,45,29,26,0,3,16,6,8,2,0,46,35,25,7,3,11,9,2,19,9,1,1,4,3,10,7,1,2,40,4,1,2,1,36,5,7,4,1,1,18
"E01000925",583,48,25,1,2,16,0,1,0,3,2,23,0,3,0,20,132,24,3,5,15,1,0,15,7,1,7,25,25,68,11,28,7,6,2,0,14,105,11,6,3,2,9,4,5,2,2,42,35,6,1,41,0,3,12,13,1,12,57,40,11,7,4,12,6,17,17,45,2,2,6,0,1,1,4,0,13,10,2,1,24,0,1,22,1,50,32,20,0,12,18,3,7,7,1,47,37,31,1,5,10,9,1,28,7,1,1,1,4,21,15,4,2,71,2,1,1,0,69,3,18,11,1,1,35
"E01000926",1103,106,70,4,5,27,3,1,0,11,19,36,0,20,0,16,390,97,20,11,64,1,1,24,15,3,6,43,43,226,6,86,75,0,6,1,52,279,22,6,5,11,19,1,18,6,6,132,88,41,3,100,0,1,41,47,0,11,84,68,11,13,8,19,17,16,16,34,0,0,5,0,2,0,3,0,18,16,2,0,11,0,0,7,4,98,36,24,1,11,62,47,5,8,2,37,34,27,7,0,3,3,0,21,4,1,0,2,1,17,16,1,0,54,5,0,5,0,49,4,8,5,2,3,27
"E01000927",998,123,78,3,4,39,11,3,0,8,10,45,0,15,0,30,313,65,8,11,43,0,3,29,18,8,3,52,52,167,37,49,23,8,2,2,46,280,16,5,3,8,11,2,9,2,2,142,108,33,1,109,0,3,33,47,0,26,70,52,14,16,7,10,5,18,18,41,3,3,4,0,1,1,1,1,16,10,5,1,18,0,1,17,0,53,37,15,1,21,16,8,4,3,1,40,32,26,5,1,8,7,1,22,9,2,1,1,5,13,12,0,1,56,3,0,2,1,53,8,9,4,1,3,28
"E01000928",846,99,65,3,4,44,4,0,0,6,4,34,0,12,0,22,282,38,10,7,19,0,2,41,23,11,7,56,56,147,32,40,21,7,3,2,42,216,13,2,4,7,4,1,3,3,3,112,89,18,5,84,0,3,27,29,1,24,58,37,9,6,5,13,4,21,21,41,3,3,11,1,0,1,7,2,14,11,3,0,13,0,0,11,2,41,31,24,1,6,10,1,3,6,0,37,32,25,5,2,5,4,1,25,7,1,2,0,4,18,13,1,4,47,4,0,2,2,43,2,11,3,1,2,24
"E01000929",641,73,53,4,3,16,15,0,1,0,14,20,0,9,1,10,120,19,2,3,14,0,0,21,13,1,7,19,19,61,7,30,4,3,1,1,15,119,11,5,0,6,5,1,4,3,3,45,25,9,11,55,1,0,19,26,0,9,60,40,9,8,5,12,6,20,20,47,0,0,15,2,3,4,6,0,15,10,5,0,17,1,0,15,1,61,40,22,0,18,21,1,12,5,3,62,56,50,3,3,6,5,1,30,6,0,0,1,5,24,22,2,0,69,5,1,2,2,64,10,13,11,2,6,22
"E01000930",814,96,54,4,6,19,6,5,0,1,13,42,0,21,2,19,193,29,6,8,13,0,2,37,20,4,13,28,28,99,19,32,13,2,0,4,29,170,16,7,3,6,17,6,11,2,2,42,31,8,3,93,0,3,37,38,0,15,70,37,5,11,5,13,3,33,33,57,0,0,11,2,2,4,3,0,21,10,10,1,25,0,2,21,2,57,27,17,0,10,30,3,12,12,3,40,36,31,4,1,4,4,0,31,10,1,1,4,4,21,20,1,0,100,3,0,2,1,97,6,28,10,2,5,46
"E01000931",897,86,55,9,6,24,6,1,0,1,8,31,0,16,0,15,230,32,5,6,19,0,2,27,13,6,8,47,47,124,23,58,8,7,0,3,25,159,8,0,0,8,12,3,9,2,2,47,32,10,5,90,0,2,24,53,0,11,75,54,6,14,11,17,6,21,21,59,1,1,11,2,1,6,1,1,17,12,5,0,30,1,0,28,1,71,45,30,0,15,26,5,10,9,2,74,65,53,7,5,9,9,0,36,9,0,1,2,6,27,25,2,0,107,4,0,3,1,103,7,37,8,2,3,46
"E01000932",1223,135,82,3,10,38,12,6,0,2,11,53,0,18,0,35,489,96,13,21,56,1,5,41,28,6,7,66,66,286,74,125,29,5,4,4,45,292,12,5,2,5,13,5,8,2,2,62,47,11,4,203,2,3,90,69,0,39,91,63,10,20,8,20,5,28,28,37,2,2,11,1,1,2,7,0,14,7,4,3,10,0,0,8,2,43,29,12,3,14,14,5,5,3,1,53,37,32,3,2,16,14,2,19,8,2,0,0,6,11,11,0,0,64,7,1,6,0,57,6,11,24,1,2,13
"E01000933",1037,146,96,3,8,53,15,2,0,1,14,50,0,15,0,35,341,59,13,4,38,1,3,43,26,13,4,58,58,181,45,79,16,9,1,5,26,255,8,4,3,1,12,5,7,3,3,74,54,16,4,158,0,4,52,78,0,24,96,77,19,22,10,17,9,19,19,45,4,4,10,0,3,1,6,0,17,15,2,0,14,4,1,9,0,44,31,20,0,11,13,6,3,4,0,57,47,31,7,9,10,8,2,12,3,0,0,1,2,9,8,0,1,41,2,0,1,1,39,3,11,8,1,1,15
"E01000934",663,46,26,5,3,7,1,0,0,2,8,20,0,7,1,12,158,31,8,6,16,0,1,31,14,6,11,34,34,62,8,27,5,6,2,2,12,99,9,4,2,3,2,0,2,2,2,30,13,11,6,56,0,0,19,31,0,6,62,40,9,17,4,7,3,22,22,46,1,1,10,0,2,2,6,0,15,13,2,0,20,1,0,16,3,71,38,21,0,17,33,10,7,15,1,77,64,60,2,2,13,10,3,23,4,1,1,1,1,19,18,1,0,81,3,0,1,2,78,5,20,10,2,3,38
"E01000935",594,53,40,2,8,11,2,1,1,0,15,13,0,6,0,7,123,17,2,2,13,0,0,24,14,2,8,28,28,54,12,16,3,4,1,0,18,85,10,4,3,3,8,0,8,3,3,26,20,4,2,38,2,1,7,18,0,10,64,51,7,14,7,17,6,13,13,39,1,1,10,0,3,4,2,1,11,8,3,0,17,3,0,14,0,72,43,24,0,19,29,6,4,13,6,54,44,35,4,5,10,9,1,28,5,1,3,0,1,23,21,1,1,76,4,0,2,2,72,12,21,8,1,4,26
"E01000936",612,64,43,6,3,23,3,1,2,1,4,21,0,3,1,17,183,36,8,6,22,0,0,18,10,1,7,28,28,101,27,32,12,6,3,0,21,102,6,2,3,1,13,1,12,1,1,34,24,7,3,48,0,4,20,17,0,7,80,58,6,28,9,10,5,22,22,34,3,3,10,0,3,0,6,1,7,5,2,0,14,0,0,13,1,32,20,11,0,9,12,6,1,3,2,58,43,35,3,5,15,9,6,19,4,0,1,1,2,15,15,0,0,40,4,0,4,0,36,5,7,4,0,0,20
"E01000937",513,51,32,4,2,17,2,0,3,0,4,19,0,5,0,14,169,24,12,2,10,0,0,24,20,1,3,45,45,76,15,36,13,2,3,1,6,95,4,1,1,2,4,0,4,2,2,36,29,6,1,49,0,3,19,19,0,8,53,44,6,25,1,10,2,9,9,21,0,0,3,0,1,0,1,1,8,6,2,0,10,0,2,8,0,24,15,10,0,5,9,7,0,2,0,44,39,39,0,0,5,4,1,11,4,2,0,1,1,7,5,0,2,45,1,0,1,0,44,2,7,4,1,2,28
