"GeographyCode","QS602EW0001","QS602EW0002","QS602EW0003","QS602EW0004","QS602EW0005","QS602EW0006","QS602EW0007","QS602EW0008","QS602EW0009","QS602EW0010","QS602EW0011","QS602EW0012","QS602EW0013","QS602EW0014","QS602EW0015","QS602EW0016"
"E00004492",128,107,9,53,3,15,9,15,2,1,21,19,0,0,1,1
"E00004493",118,92,12,52,2,1,6,12,7,0,26,14,2,2,7,1
"E00004494",182,151,16,79,1,20,6,26,2,1,31,26,1,0,2,2
"E00004495",126,87,10,32,3,12,10,19,1,0,39,35,1,1,1,1
"E00004496",151,121,14,62,3,18,4,18,1,1,30,27,1,0,0,2
"E00004497",117,76,10,32,0,3,3,16,11,1,41,15,1,6,17,2
"E00004498",145,101,16,56,2,4,3,8,11,1,44,21,2,4,10,7
"E00004499",135,117,12,60,0,17,11,17,0,0,18,15,1,1,0,1
"E00004500",131,93,14,49,2,1,6,15,6,0,38,23,3,3,7,2
"E00004501",76,56,6,34,1,0,4,6,5,0,20,17,0,0,3,0
"E00004502",120,66,7,45,0,1,3,0,8,2,54,27,5,4,12,6
"E00004503",132,75,10,36,0,1,12,7,9,0,57,38,3,2,11,3
"E00004504",117,84,5,45,3,12,8,11,0,0,33,30,0,2,0,1
"E00004505",124,80,14,40,1,7,1,12,4,1,44,20,3,6,14,1
"E00004506",133,91,10,48,2,1,8,12,9,1,42,18,1,1,20,2
"E00004507",104,80,13,31,1,10,12,10,2,1,24,22,0,1,0,1
"E00004508",150,96,10,45,0,7,13,17,3,1,54,36,3,0,12,3
"E00004509",122,78,11,44,0,3,5,12,3,0,44,29,0,3,9,3
"E00004510",128,102,6,50,2,9,7,23,4,1,26,15,0,4,6,1
"E00004511",144,106,5,59,0,13,4,18,7,0,38,29,0,0,8,1
"E00004512",120,77,8,48,0,4,4,8,5,0,43,28,2,3,7,3
"E00004513",102,79,9,36,1,8,7,16,2,0,23,20,0,0,2,1
"E00004514",116,99,11,51,2,6,7,20,2,0,17,14,0,0,2,1
"E00004515",121,96,10,53,1,2,7,18,4,1,25,19,1,0,3,2
"E00004516",133,107,7,63,1,4,11,18,2,1,26,21,0,0,3,2
"E00004517",109,67,8,40,0,3,3,9,4,0,42,18,1,3,17,3
"E00004518",116,75,15,35,0,2,5,8,10,0,41,24,1,1,12,3
"E00004519",112,86,9,49,1,5,6,13,3,0,26,23,0,0,3,0
"E00004520",140,95,9,50,1,5,2,10,15,3,45,11,3,4,18,9
"E00004521",127,102,8,61,0,7,5,16,3,2,25,20,3,0,1,1
"E00004522",117,89,4,58,0,10,2,10,3,2,28,14,12,1,1,0
"E00004523",244,185,27,106,1,10,10,24,3,4,59,21,14,6,9,9
"E00004524",216,153,3,86,3,16,2,33,4,6,63,21,37,0,1,4
"E00004525",119,82,9,46,0,5,4,11,5,2,37,15,9,2,9,2
"E00004526",125,60,9,32,0,2,4,7,5,1,65,45,6,2,9,3
"E00004527",102,72,3,41,1,4,3,8,6,6,30,12,10,0,7,1
"E00004528",170,125,19,68,2,6,5,17,6,2,45,22,2,2,15,4
"E00004529",207,167,20,91,0,12,8,29,3,4,40,13,18,3,5,1
"E00004530",141,99,11,55,0,6,2,13,7,5,42,22,13,0,7,0
"E00004531",119,94,5,51,1,5,5,19,6,2,25,13,4,1,5,2
"E00004532",168,138,5,77,0,14,0,33,4,5,30,9,10,2,5,4
"E00004534",114,75,17,38,1,2,3,5,9,0,39,14,1,5,17,2
"E00004535",124,89,2,48,2,10,7,13,2,5,35,15,12,0,5,3
"E00004536",138,116,4,71,0,8,6,25,2,0,22,15,5,0,0,2
"E00004537",85,61,5,33,0,2,2,14,4,1,24,12,2,2,6,2
"E00004538",103,57,11,24,0,0,1,12,7,2,46,24,7,5,7,3
"E00004539",79,56,6,36,0,2,3,4,5,0,23,12,3,2,1,5
"E00004540",156,81,15,34,3,3,4,7,11,4,75,50,2,5,13,5
"E00004541",113,80,10,39,0,2,5,7,14,3,33,8,2,4,13,6
"E00004542",178,126,16,76,3,3,3,14,7,4,52,32,5,3,12,0
"E00004543",126,104,6,57,0,7,6,24,2,2,22,12,0,0,5,5
"E00004544",98,66,15,36,2,2,2,2,6,1,32,19,3,2,6,2
"E00004545",199,125,26,67,1,2,11,9,7,2,74,29,7,10,22,6
"E00004546",143,69,8,39,1,3,2,10,5,1,74,43,12,1,16,2
"E00004547",164,109,18,63,1,10,1,9,4,3,55,30,18,1,4,2
"E00004548",138,99,5,58,0,8,4,19,4,1,39,20,6,2,9,2
"E00004549",124,65,13,30,0,0,2,8,12,0,59,23,8,10,16,2
"E00004550",146,103,11,62,1,5,4,7,11,2,43,17,6,6,6,8
"E00004551",208,175,7,126,0,10,4,20,5,3,33,8,11,6,5,3
"E00004552",126,80,13,42,2,5,5,6,6,1,46,21,6,6,11,2
"E00004553",113,78,12,48,1,5,1,7,1,3,35,14,5,5,8,3
"E00004554",217,149,9,91,0,10,4,24,3,8,68,11,48,2,5,2
"E00004555",127,75,12,38,2,3,2,5,11,2,52,28,6,7,7,4
"E00004556",143,93,16,44,0,8,2,13,8,2,50,23,10,4,10,3
"E00004557",121,73,9,37,1,1,0,10,13,2,48,23,5,4,12,4
"E00004558",142,96,10,58,1,4,2,14,3,4,46,29,10,1,3,3
"E00004559",153,115,9,61,1,8,11,15,1,9,38,20,7,3,5,3
"E00004560",121,72,15,36,0,3,4,7,5,2,49,23,7,3,10,6
"E00004561",128,90,5,52,0,2,5,9,3,14,38,12,13,0,12,1
"E00004562",123,78,9,51,0,0,2,9,6,1,45,17,5,2,14,7
"E00004563",195,140,10,77,2,10,3,12,5,21,55,17,13,8,14,3
"E00004564",118,98,7,60,1,3,5,9,6,7,20,4,9,1,3,3
"E00004565",145,56,9,36,1,2,0,1,6,1,89,59,1,8,12,9
"E00004566",140,97,7,57,0,5,4,17,4,3,43,25,2,3,9,4
"E00004567",128,81,17,43,0,1,3,7,6,4,47,14,3,9,11,10
"E00004568",157,113,8,78,0,4,2,14,5,2,44,20,4,5,12,3
"E00004569",161,114,16,67,0,5,5,14,4,3,47,30,5,2,8,2
"E00004570",131,90,5,58,0,3,4,18,1,1,41,29,0,3,6,3
"E00004571",151,106,8,71,0,4,6,13,3,1,45,21,6,5,8,5
"E00004572",160,130,10,84,0,6,9,15,2,4,30,8,6,6,8,2
"E00004573",149,102,11,51,0,10,7,16,5,2,47,22,3,6,13,3
"E00004574",143,109,6,68,0,4,4,21,4,2,34,23,1,0,9,1
"E00004575",184,160,8,115,2,1,6,18,3,7,24,10,4,0,6,4
"E00004576",140,96,17,52,0,4,8,9,5,1,44,22,4,5,11,2
"E00004577",124,90,7,50,0,6,5,19,2,1,34,23,0,4,6,1
"E00004578",154,137,4,95,0,3,5,22,7,1,17,6,2,2,5,2
"E00004579",105,81,10,44,0,5,4,13,3,2,24,16,1,2,5,0
"E00004580",151,115,8,73,4,4,5,15,5,1,36,14,6,2,7,7
"E00004581",101,82,3,53,0,6,1,14,5,0,19,10,3,2,2,2
"E00004582",127,99,9,55,0,3,5,20,4,3,28,19,0,2,6,1
"E00004583",142,106,12,61,1,8,10,14,0,0,36,21,4,0,7,4
"E00004584",171,131,15,76,0,5,7,18,8,2,40,15,2,0,21,2
"E00004585",134,103,10,53,0,5,7,23,3,2,31,17,4,1,9,0
"E00004586",116,93,5,53,0,6,10,14,2,3,23,16,2,3,0,2
"E00004587",121,86,13,39,0,2,11,15,6,0,35,13,3,5,13,1
"E00004588",154,129,8,88,1,4,6,15,4,3,25,16,2,1,5,1
"E00004589",125,98,5,68,0,2,5,9,7,2,27,14,2,0,9,2
"E00004590",99,86,7,51,1,2,8,12,5,0,13,7,0,0,6,0
"E00004591",112,83,11,40,0,4,4,13,7,4,29,10,8,2,6,3
"E00004592",99,75,5,43,0,6,2,15,4,0,24,13,0,1,8,2
"E00004593",229,194,18,123,2,8,5,23,13,2,35,18,1,5,9,2
"E00004594",124,92,4,60,0,2,4,18,4,0,32,13,1,0,15,3
"E00004595",104,74,4,44,0,5,4,14,2,1,30,14,2,1,12,1
"E00004596",108,80,5,44,0,3,2,20,4,2,28,16,2,1,5,4
"E00004597",214,182,15,131,0,5,4,21,4,2,32,13,3,3,9,4
"E00004598",106,75,9,44,0,0,2,13,5,2,31,17,1,5,5,3
"E00004599",161,129,17,74,0,3,3,24,5,3,32,15,11,1,2,3
"E00004600",124,74,15,37,0,0,3,8,9,2,50,16,2,7,15,10
"E00004601",117,81,9,39,1,4,5,12,9,2,36,18,2,4,8,4
"E00004602",115,98,8,56,0,9,2,20,2,1,17,14,0,0,0,3
"E00004603",131,83,11,44,1,3,2,9,11,2,48,25,3,9,9,2
"E00004604",136,84,16,48,1,0,2,7,10,0,52,26,7,2,13,4
"E00004605",113,78,15,37,0,4,7,6,7,2,35,21,0,1,10,3
"E00004606",169,114,7,73,1,5,7,13,7,1,55,31,4,5,11,4
"E00004607",132,53,9,28,0,2,2,4,7,1,79,55,1,3,14,6
"E00004608",133,89,10,49,1,3,4,12,10,0,44,19,2,4,14,5
"E00004609",221,137,11,76,0,5,5,13,18,9,84,38,21,7,11,7
"E00004610",123,66,9,41,0,2,5,3,4,2,57,28,8,3,9,9
"E00004611",157,37,13,18,0,1,0,1,4,0,120,103,0,0,14,3
"E00004612",142,95,12,60,2,2,3,6,8,2,47,27,4,1,11,4
"E00004613",125,71,14,41,0,1,1,3,8,3,54,25,4,1,20,4
"E00004614",224,166,23,100,1,4,9,14,13,2,58,16,7,7,15,13
"E00004615",102,78,4,58,0,4,6,4,2,0,24,15,1,3,4,1
"E00004616",133,110,8,75,0,7,4,13,2,1,23,9,0,3,8,3
"E00004617",114,104,9,69,0,5,1,15,3,2,10,7,1,0,1,1
"E00004618",125,93,7,63,1,2,2,14,3,1,32,16,0,1,13,2
"E00004619",123,74,10,43,2,1,3,9,5,1,49,25,2,2,14,6
"E00004620",141,99,19,65,0,3,3,6,1,2,42,17,2,5,13,5
"E00004621",133,83,10,51,0,0,3,9,5,5,50,27,3,5,11,4
"E00004622",209,168,12,132,0,4,6,7,6,1,41,18,7,6,7,3
"E00004623",151,108,11,66,0,3,3,11,10,4,43,27,2,1,8,5
"E00004624",120,93,3,66,2,2,4,13,1,2,27,18,1,3,3,2
"E00004625",172,123,13,75,0,0,6,11,14,4,49,26,4,2,11,6
"E00004626",235,148,13,100,1,2,7,12,7,6,87,53,14,4,9,7
"E00004627",98,63,19,31,0,1,2,2,5,3,35,18,1,2,8,6
"E00004628",91,62,17,31,0,0,3,1,9,1,29,11,2,5,7,4
"E00004629",117,105,3,70,0,4,2,20,6,0,12,8,2,1,1,0
"E00004630",104,90,7,64,2,1,1,10,0,5,14,5,6,2,0,1
"E00004631",130,77,6,52,0,1,2,7,5,4,53,43,1,3,4,2
"E00004632",95,58,17,24,1,2,1,6,7,0,37,14,2,6,11,4
"E00004633",102,56,11,26,0,1,1,5,10,2,46,22,1,6,15,2
"E00004634",145,123,8,81,0,2,7,20,4,1,22,11,1,1,7,2
"E00004635",125,77,12,44,0,1,5,3,9,3,48,18,3,8,18,1
"E00004636",113,74,10,48,0,2,2,2,7,3,39,19,3,3,10,4
"E00004637",121,70,14,30,1,0,2,10,9,4,51,23,3,8,13,4
"E00004638",158,129,13,81,1,4,7,13,7,3,29,18,1,1,6,3
"E00004639",96,69,15,37,0,1,2,8,4,2,27,13,5,0,6,3
"E00004640",146,103,18,59,0,0,4,9,8,5,43,17,7,2,11,6
"E00004641",125,77,21,33,1,0,1,6,12,3,48,25,2,4,9,8
"E00004642",130,79,22,32,0,0,4,11,8,2,51,29,4,7,5,6
"E00004643",186,137,21,74,0,11,3,17,7,4,49,21,3,4,13,8
"E00004644",132,82,15,53,0,0,3,4,6,1,50,26,0,5,13,6
"E00004645",111,79,8,53,2,0,1,8,4,3,32,15,3,3,8,3
"E00004646",110,80,15,35,2,2,3,10,8,5,30,17,2,5,3,3
"E00004647",168,132,17,59,0,4,16,11,17,8,36,6,11,4,10,5
"E00004649",129,83,1,43,1,5,3,12,5,13,46,16,22,1,5,2
"E00004650",208,128,18,66,1,4,3,19,12,5,80,11,57,3,4,5
"E00004651",106,64,5,41,1,4,1,10,0,2,42,37,4,0,1,0
"E00004652",133,92,14,55,1,7,8,5,2,0,41,11,14,1,8,7
"E00004653",113,86,9,55,0,1,5,9,2,5,27,13,10,0,2,2
"E00004654",100,54,4,36,0,0,2,2,3,7,46,1,40,0,3,2
"E00004655",125,98,5,38,0,3,18,12,21,1,27,10,13,2,2,0
"E00004656",233,122,8,61,0,1,4,11,11,26,111,19,75,2,9,6
"E00004658",114,69,21,29,2,4,1,3,7,2,45,24,9,2,7,3
"E00004659",165,135,26,62,1,3,3,9,6,25,30,11,5,6,3,5
"E00004660",128,97,32,41,0,5,2,7,9,1,31,12,6,1,10,2
"E00004661",129,89,10,45,0,0,3,5,12,14,40,16,11,2,9,2
"E00004662",144,103,13,54,2,4,3,13,8,6,41,19,11,3,5,3
"E00004663",118,66,25,25,1,1,1,1,8,4,52,24,13,4,7,4
"E00004664",147,98,14,61,1,2,2,4,7,7,49,21,9,7,10,2
"E00004665",117,71,12,32,0,2,6,7,11,1,46,14,2,3,21,6
"E00004666",178,103,9,62,0,3,3,12,7,7,75,11,38,3,19,4
"E00004667",126,78,2,41,0,2,10,12,2,9,48,14,30,0,2,2
"E00004668",84,44,10,16,1,1,2,4,9,1,40,28,2,1,6,3
"E00004669",105,59,10,25,1,3,0,5,8,7,46,24,4,4,7,7
"E00004670",109,67,13,28,0,1,7,7,8,3,42,18,12,2,4,6
"E00004671",170,113,18,57,1,3,7,10,11,6,57,23,8,6,15,5
"E00004672",120,86,3,53,0,4,8,5,4,9,34,9,23,0,0,2
"E00004673",126,79,15,40,3,3,5,5,5,3,47,16,5,2,18,6
"E00004674",102,61,9,36,1,1,3,4,3,4,41,16,7,1,13,4
"E00004675",105,47,12,22,0,0,2,8,3,0,58,40,2,4,9,3
"E00004676",118,82,5,45,1,3,3,9,6,10,36,22,12,0,1,1
"E00004677",112,81,8,41,1,4,4,7,8,8,31,15,9,1,4,2
"E00004678",127,79,13,35,1,3,5,6,8,8,48,26,11,1,7,3
"E00004679",102,56,8,30,0,1,2,8,5,2,46,22,2,3,16,3
"E00004680",126,83,7,50,0,1,6,10,2,7,43,23,19,0,0,1
"E00004681",133,107,6,69,0,7,6,14,0,5,26,10,11,0,2,3
"E00004682",64,33,6,15,0,2,1,3,4,2,31,11,2,4,13,1
"E00004683",68,40,5,12,0,1,2,5,9,6,28,11,4,3,6,4
"E00004684",132,99,13,70,0,0,2,6,6,2,33,16,5,3,6,3
"E00004685",122,75,11,43,1,0,5,2,6,7,47,22,9,1,8,7
"E00004686",123,73,14,25,1,3,5,8,8,9,50,25,10,2,8,5
"E00004687",116,85,10,36,6,11,6,11,2,3,31,22,7,0,0,2
"E00004688",174,92,22,42,0,3,1,7,7,10,82,45,8,2,20,7
"E00004689",116,59,8,36,0,1,4,3,3,4,57,32,9,5,7,4
"E00004690",109,72,15,36,0,6,3,5,4,3,37,22,8,3,3,1
"E00004691",151,65,7,22,2,0,6,10,10,8,86,13,59,3,5,6
"E00004692",141,82,25,30,0,0,1,9,5,12,59,19,19,8,11,2
"E00004693",138,95,23,56,0,2,2,5,6,1,43,13,12,1,11,6
"E00004694",108,79,8,40,0,6,5,10,6,4,29,11,10,0,5,3
"E00004695",179,136,33,68,1,2,2,11,6,13,43,11,25,2,1,4
"E00004696",126,82,15,44,2,2,4,2,5,8,44,14,7,4,14,5
"E00004697",135,83,13,48,0,4,3,5,1,9,52,20,14,1,15,2
"E00004699",69,23,3,15,1,0,1,1,0,2,46,27,2,2,13,2
"E00004700",111,54,15,18,2,2,3,3,9,2,57,33,6,2,11,5
"E00004701",147,83,11,58,1,0,2,7,3,1,64,18,23,8,10,5
"E00004702",125,82,10,49,1,1,3,6,6,6,43,18,4,4,16,1
"E00004703",143,94,7,61,0,4,7,9,4,2,49,33,4,0,8,4
"E00004704",162,116,9,68,1,6,3,8,6,15,46,8,10,3,20,5
"E00004705",161,129,10,77,0,5,4,30,0,3,32,22,7,1,1,1
"E00004706",198,149,13,93,0,7,6,13,13,4,49,12,14,5,16,2
"E00004707",228,170,9,104,0,10,6,15,11,15,58,10,30,2,9,7
"E00004708",118,86,9,53,0,2,1,9,8,4,32,14,1,1,10,6
"E00004709",152,110,15,56,0,7,9,13,5,5,42,18,8,5,9,2
"E00004710",131,87,8,49,2,3,2,14,4,5,44,17,4,1,16,6
"E00004711",142,106,15,59,1,5,6,16,3,1,36,18,5,3,8,2
"E00004712",157,108,6,62,0,12,7,19,1,1,49,41,1,2,1,4
"E00004713",93,59,6,47,0,1,0,2,2,1,34,28,0,1,2,3
"E00004714",141,108,11,67,1,7,4,16,2,0,33,18,7,2,4,2
"E00004715",145,92,8,66,0,2,2,4,8,2,53,31,6,2,7,7
"E00004716",127,81,12,41,2,1,2,12,8,3,46,18,7,6,8,7
"E00004717",72,53,7,36,0,4,0,2,3,1,19,17,0,0,1,1
"E00004718",119,76,17,35,1,1,6,3,7,6,43,15,4,3,17,4
"E00004719",179,114,13,77,0,0,5,5,8,6,65,37,7,2,13,6
"E00004720",118,92,8,72,1,0,3,4,4,0,26,18,0,2,4,2
"E00004721",133,79,9,38,2,2,6,5,11,6,54,16,8,6,17,7
"E00004722",107,59,11,32,1,1,3,5,5,1,48,16,6,5,17,4
"E00004723",114,54,9,31,0,0,2,2,3,7,60,32,8,3,15,2
"E00004724",126,93,14,47,2,3,3,8,6,10,33,7,11,2,9,4
"E00004725",126,76,20,29,0,3,5,4,12,3,50,24,8,7,7,4
"E00004726",117,60,13,25,0,5,2,5,5,5,57,31,7,1,14,4
"E00004727",125,79,16,46,0,4,3,4,2,4,46,20,11,3,8,4
"E00004728",199,122,18,66,1,0,5,9,19,4,77,16,19,7,25,10
"E00004729",101,51,16,26,2,1,0,3,3,0,50,16,8,6,15,5
"E00004730",77,46,13,19,1,2,2,3,4,2,31,20,1,4,4,2
"E00004731",158,120,12,75,1,6,6,11,6,3,38,7,16,3,6,6
"E00004732",124,73,14,35,1,0,5,4,10,4,51,21,2,2,19,7
"E00004733",131,96,9,57,2,3,4,12,6,3,35,10,5,3,12,5
"E00004734",109,59,15,31,1,2,0,3,5,2,50,23,5,3,16,3
"E00004735",136,80,17,40,0,0,0,6,16,1,56,19,4,7,18,8
"E00004736",130,88,14,53,0,2,3,5,8,3,42,16,9,2,12,3
"E00004738",113,91,6,59,2,4,5,9,3,3,22,16,4,0,1,1
"E00004739",131,111,7,71,0,2,4,14,6,7,20,7,6,3,3,1
"E00004740",99,57,13,33,1,0,2,2,5,1,42,8,9,8,14,3
"E00004741",132,85,7,57,0,1,8,4,6,2,47,21,7,5,11,3
"E00004742",185,138,28,77,1,2,4,15,6,5,47,20,5,3,10,9
"E00004743",136,75,13,39,0,0,1,9,3,10,61,34,10,6,8,3
"E00004744",126,74,13,40,0,0,5,4,5,7,52,25,6,2,14,5
"E00004745",127,58,15,25,1,4,0,6,4,3,69,37,6,3,16,7
"E00004746",152,92,21,44,1,1,2,4,16,3,60,32,6,4,15,3
"E00004747",132,79,14,40,1,1,4,1,9,9,53,25,6,7,15,0
"E00004748",151,101,34,43,1,2,8,2,7,4,50,23,6,3,13,5
"E00004749",178,116,24,51,0,4,5,9,11,12,62,26,13,7,13,3
"E00004750",144,104,10,57,2,2,2,19,4,8,40,10,18,3,7,2
"E00004751",147,60,11,40,0,0,2,4,3,0,87,55,5,2,22,3
"E00004752",127,88,14,55,0,3,3,10,3,0,39,21,2,1,13,2
"E00004753",125,67,16,36,0,0,2,6,2,5,58,28,5,5,18,2
"E00004754",134,88,16,47,0,2,3,6,2,12,46,11,17,4,9,5
"E00004755",111,61,13,23,1,1,1,8,10,4,50,26,6,4,11,3
"E00004756",112,72,16,35,1,3,2,6,9,0,40,11,4,8,12,5
"E00004757",116,66,15,37,0,0,2,3,7,2,50,23,3,12,9,3
"E00004758",80,52,17,23,0,1,0,4,5,2,28,9,5,4,7,3
"E00004759",104,60,9,31,1,2,1,3,8,5,44,15,3,5,18,3
"E00004760",104,53,11,30,0,0,3,4,4,1,51,25,2,8,9,7
"E00004761",136,90,29,44,0,1,4,2,9,1,46,20,1,3,13,9
"E00004762",133,57,10,26,1,2,1,2,4,11,76,25,16,2,22,11
"E00004763",110,67,9,45,0,0,0,3,2,8,43,15,5,4,14,5
"E00004764",93,54,5,31,0,1,1,3,2,11,39,18,6,2,13,0
"E00004765",102,58,11,37,0,1,1,3,5,0,44,20,5,2,11,6
"E00004766",121,93,5,69,0,3,2,13,0,1,28,21,3,0,2,2
"E00004767",142,119,7,92,1,4,3,9,2,1,23,10,4,5,2,2
"E00004768",99,91,2,68,2,8,3,7,0,1,8,7,0,0,0,1
"E00004769",151,112,6,82,0,8,3,9,1,3,39,21,5,1,6,6
"E00004770",91,72,3,44,1,8,4,12,0,0,19,14,0,2,2,1
"E00004771",117,90,6,47,2,11,7,16,1,0,27,19,1,2,1,4
"E00004772",124,101,5,62,1,14,2,13,2,2,23,20,0,0,1,2
"E00004773",133,111,3,72,0,5,7,21,1,2,22,18,1,1,1,1
"E00004774",108,87,4,59,1,2,6,12,2,1,21,13,3,1,2,2
"E00004775",113,95,3,63,3,5,6,14,0,1,18,15,1,0,0,2
"E00004776",138,116,7,83,1,2,6,11,6,0,22,12,2,0,4,4
"E00004777",115,73,11,28,2,3,3,10,13,3,42,16,7,9,7,3
"E00004778",105,74,4,52,0,7,5,5,1,0,31,21,2,2,3,3
"E00004779",142,98,7,65,0,5,8,12,1,0,44,31,2,5,1,5
"E00004780",124,89,2,73,0,3,3,6,1,1,35,26,5,1,0,3
"E00004781",134,91,7,61,0,4,5,7,5,2,43,25,5,3,7,3
"E00004782",114,77,7,48,1,6,6,8,1,0,37,26,5,2,0,4
"E00004783",124,85,10,51,1,4,5,7,6,1,39,23,3,4,7,2
"E00004784",121,73,11,39,0,10,7,5,1,0,48,28,2,3,8,7
"E00004785",123,69,10,40,0,2,2,8,6,1,54,27,4,9,9,5
"E00004786",107,78,7,51,1,1,3,9,0,6,29,22,4,0,1,2
"E00004787",145,114,9,70,0,6,6,15,7,1,31,15,3,2,9,2
"E00004788",125,104,3,74,1,6,2,15,3,0,21,12,4,0,3,2
"E00004789",87,67,17,29,1,3,3,3,10,1,20,2,4,9,2,3
"E00004790",130,108,5,73,1,4,5,15,4,1,22,13,4,1,1,3
"E00004791",106,72,5,50,1,3,5,4,3,1,34,21,0,2,6,5
"E00004792",117,104,7,75,1,7,3,8,3,0,13,13,0,0,0,0
"E00004793",121,100,5,68,0,10,4,11,1,1,21,18,0,1,0,2
"E00004794",198,123,14,73,3,10,9,6,7,1,75,43,3,8,14,7
"E00004795",101,82,3,54,1,2,3,17,0,2,19,13,1,0,2,3
"E00004796",132,117,10,72,0,4,7,13,5,6,15,10,1,1,2,1
"E00004797",143,88,14,44,0,1,6,10,9,4,55,30,6,2,13,4
"E00004798",111,96,4,60,0,9,3,17,2,1,15,10,0,2,1,2
"E00004799",142,123,5,86,1,5,7,12,6,1,19,10,5,0,2,2
"E00004801",133,119,6,77,0,6,7,14,5,4,14,9,2,1,0,2
"E00004802",108,90,4,59,0,4,7,12,2,2,18,11,3,0,4,0
"E00004803",82,61,6,44,0,1,1,5,2,2,21,16,0,2,2,1
"E00004804",113,103,3,79,0,3,1,14,3,0,10,8,2,0,0,0
"E00004805",96,59,9,34,0,3,3,3,6,1,37,11,5,4,10,7
"E00004806",124,114,4,84,2,7,3,10,2,2,10,6,2,0,2,0
"E00004807",109,66,9,46,0,2,0,7,1,1,43,22,5,7,8,1
"E00004808",93,55,1,42,0,0,3,3,2,4,38,16,15,1,2,4
"E00004809",117,81,4,54,0,4,8,6,3,2,36,27,3,2,2,2
"E00004810",126,109,5,73,1,6,8,13,2,1,17,13,1,2,1,0
"E00004811",122,102,2,74,0,11,4,9,0,2,20,15,2,2,0,1
"E00004812",160,113,16,75,1,3,2,8,5,3,47,21,7,3,11,5
"E00004813",174,134,5,95,1,12,7,12,1,1,40,29,2,2,3,4
"E00004814",124,101,4,70,2,7,7,9,2,0,23,16,0,0,5,2
"E00004815",242,174,9,103,4,5,8,29,9,7,68,17,22,8,16,5
"E00004816",131,110,7,78,1,3,3,9,5,4,21,10,4,0,6,1
"E00004817",112,86,6,57,0,6,7,7,1,2,26,17,3,0,5,1
"E00004818",138,126,4,91,1,1,6,17,3,3,12,3,8,0,0,1
"E00004819",138,118,7,82,0,8,7,9,5,0,20,13,0,2,3,2
"E00004820",136,127,8,90,2,8,6,8,4,1,9,4,2,0,2,1
"E00004821",109,91,7,64,0,3,2,11,4,0,18,9,2,1,3,3
"E00004822",130,104,8,69,1,8,0,15,2,1,26,19,1,1,5,0
"E00004823",180,105,11,73,0,7,4,4,5,1,75,43,4,3,11,14
"E00004824",130,104,8,65,0,0,2,19,5,5,26,9,2,2,11,2
"E00004825",110,99,7,74,0,1,2,9,4,2,11,3,3,1,2,2
"E00004826",125,110,3,80,0,5,2,16,1,3,15,8,3,0,2,2
"E00004827",168,117,18,67,3,5,5,11,7,1,51,19,3,3,20,6
"E00004828",133,84,7,56,1,3,0,8,6,3,49,22,2,4,19,2
"E00004829",109,90,0,69,1,2,2,11,3,2,19,8,3,1,3,4
"E00004830",139,106,8,73,0,4,3,10,7,1,33,16,4,1,7,5
"E00004831",117,72,9,35,1,1,2,6,15,3,45,13,0,5,23,4
"E00004832",147,116,10,74,0,1,5,15,7,4,31,12,5,3,6,5
"E00004833",156,113,9,82,0,1,3,11,4,3,43,21,1,6,12,3
"E00004834",185,141,14,93,0,4,7,10,10,3,44,25,1,9,7,2
"E00004835",167,142,10,98,0,4,4,13,8,5,25,12,5,2,4,2
"E00004836",171,128,32,69,0,2,3,7,8,7,43,27,4,2,8,2
"E00004837",191,152,10,105,0,3,9,12,11,2,39,11,6,5,12,5
"E00004838",131,83,7,52,0,2,3,11,6,2,48,19,2,1,20,6
"E00004839",178,138,10,82,3,5,6,14,14,4,40,14,5,2,14,5
"E00004840",117,100,7,73,0,4,4,8,4,0,17,8,1,0,8,0
"E00004841",133,92,9,63,0,3,1,10,3,3,41,21,4,2,14,0
"E00004842",116,89,10,52,0,4,3,12,7,1,27,14,2,3,7,1
"E00004843",110,91,4,68,0,5,5,3,4,2,19,13,1,1,1,3
"E00004844",139,108,6,88,0,3,1,5,3,2,31,17,0,5,7,2
"E00004845",131,100,5,71,0,9,5,7,2,1,31,21,1,2,4,3
"E00004846",127,102,7,78,0,5,3,6,2,1,25,14,7,1,3,0
"E00004847",137,93,1,71,0,5,5,8,1,2,44,30,2,5,2,5
"E00004848",159,118,7,74,0,9,5,15,7,1,41,19,8,3,8,3
"E00004849",138,106,5,73,0,5,6,10,7,0,32,28,0,2,0,2
"E00004850",203,182,6,145,1,7,3,16,3,1,21,17,1,0,0,3
"E00004851",95,85,0,70,0,2,4,5,4,0,10,5,2,0,3,0
"E00004852",138,99,3,72,0,7,3,11,2,1,39,28,2,2,7,0
"E00004853",144,128,5,88,0,4,2,17,9,3,16,11,1,1,0,3
"E00174649",108,72,10,27,0,3,3,4,9,16,36,1,15,10,7,3
"E00174650",92,64,5,42,0,6,0,4,1,6,28,5,19,0,1,3
"E00174651",81,65,10,39,0,2,3,5,2,4,16,6,6,2,1,1
"E00174652",84,58,5,43,0,2,2,4,0,2,26,5,10,0,9,2
"E00174653",105,77,11,39,0,4,7,10,2,4,28,16,2,3,6,1
"E00174654",98,72,16,36,2,1,0,2,5,10,26,9,7,2,7,1
"E00174655",160,97,6,64,4,6,7,3,3,4,63,25,36,0,0,2
"E00174656",115,68,4,37,0,1,4,16,3,3,47,33,8,0,3,3
