"GeographyCode","QS201EW0001","QS201EW0002","QS201EW0003","QS201EW0004","QS201EW0005","QS201EW0006","QS201EW0007","QS201EW0008","QS201EW0009","QS201EW0010","QS201EW0011","QS201EW0012","QS201EW0013","QS201EW0014","QS201EW0015","QS201EW0016","QS201EW0017","QS201EW0018","QS201EW0019"
"E00004439",245,126,3,0,59,1,0,6,2,19,5,5,5,12,2,0,0,0,0
"E00004440",255,148,2,0,60,2,1,6,3,10,3,0,2,14,0,0,2,1,1
"E00004441",265,153,5,0,47,3,0,3,17,7,1,11,2,0,4,6,1,1,4
"E00004442",247,90,12,0,24,3,2,3,10,0,1,31,2,12,34,7,12,0,4
"E00004444",432,139,10,0,50,7,5,3,8,0,1,97,6,8,38,7,11,20,22
"E00004445",236,136,10,0,38,2,0,4,4,8,3,3,6,2,6,7,2,0,5
"E00004446",304,127,9,0,32,3,7,6,6,1,1,30,4,8,28,4,7,13,18
"E00004447",106,66,8,0,15,0,0,2,1,5,0,0,2,4,0,1,0,0,2
"E00004448",334,158,25,2,59,15,2,8,5,0,2,11,5,3,16,12,2,1,8
"E00004450",381,217,13,0,60,11,1,1,3,1,0,13,2,9,13,15,11,8,3
"E00004451",263,104,10,0,38,0,2,7,7,6,0,50,2,8,8,10,1,6,4
"E00004452",316,152,9,1,57,6,0,4,2,4,8,19,3,8,27,4,1,2,9
"E00004453",409,206,13,0,43,0,0,3,0,2,5,46,2,7,43,6,22,4,7
"E00004454",473,175,15,2,50,8,11,8,9,1,1,58,6,17,50,13,30,4,15
"E00004455",351,112,7,2,28,11,6,8,11,2,0,61,7,14,37,8,16,5,16
"E00004456",322,133,10,0,16,10,12,5,12,4,0,48,9,12,29,10,10,0,2
"E00004457",246,134,8,0,71,0,2,1,2,11,1,3,5,3,0,0,0,0,5
"E00004458",440,236,22,0,48,10,3,5,12,4,0,12,9,8,26,9,16,8,12
"E00004459",310,141,18,0,38,9,1,0,5,6,1,30,3,3,24,8,8,10,5
"E00004460",220,91,7,0,19,8,5,0,6,4,3,22,0,10,18,4,5,11,7
"E00004461",388,123,17,0,45,9,3,4,6,4,1,68,5,19,40,17,11,3,13
"E00004462",237,168,6,0,24,0,1,5,3,1,0,1,0,13,1,2,4,1,7
"E00004463",364,91,10,0,50,3,1,3,5,4,8,61,1,17,76,8,17,0,9
"E00004464",110,62,20,0,11,1,1,0,0,1,0,1,7,1,3,1,0,0,1
"E00004465",373,200,13,0,32,9,9,1,10,1,2,27,0,8,27,9,11,4,10
"E00004466",220,114,6,0,51,1,1,1,6,11,0,1,4,8,2,0,6,2,6
"E00004467",304,170,7,2,30,10,3,1,12,0,1,11,11,16,9,3,10,0,8
"E00004468",516,156,21,1,51,16,2,2,3,2,1,89,6,8,83,28,19,15,13
"E00004469",262,175,4,0,60,0,3,5,1,0,0,0,1,3,2,1,1,3,3
"E00004470",329,151,4,0,56,5,2,8,5,8,6,19,3,6,18,7,13,16,2
"E00004471",218,131,10,0,43,2,5,6,4,0,0,1,4,7,2,0,1,1,1
"E00004472",356,134,12,0,64,5,3,6,9,2,0,52,3,13,29,9,6,6,3
"E00004473",240,134,8,0,41,3,1,12,2,3,1,0,9,8,2,7,8,1,0
"E00004474",362,210,12,0,58,1,1,6,11,8,4,8,10,13,4,3,4,4,5
"E00004475",291,134,4,2,45,8,2,7,7,1,1,0,2,13,27,6,19,6,7
"E00004476",352,119,11,5,43,6,13,12,2,0,0,44,7,15,59,4,6,1,5
"E00004477",298,155,11,0,58,3,2,4,5,9,3,6,2,15,0,3,4,14,4
"E00004478",438,205,19,1,83,0,1,10,4,12,0,17,10,25,19,4,12,4,12
"E00004479",294,122,9,0,55,4,5,4,3,4,0,20,5,17,19,6,2,4,15
"E00004480",243,145,10,0,34,3,2,1,9,6,1,9,7,4,5,4,1,2,0
"E00004481",313,142,21,0,27,13,4,5,12,0,0,13,0,21,24,9,9,3,10
"E00004482",293,219,5,0,37,2,2,3,1,1,0,0,4,3,0,6,1,3,6
"E00004483",284,197,5,0,53,0,1,3,1,1,0,0,1,9,2,4,2,0,5
"E00004484",299,197,6,0,39,8,1,9,3,2,1,3,1,4,14,5,2,2,2
"E00004485",274,152,7,0,35,11,1,8,10,3,0,5,0,0,9,9,10,2,12
"E00004486",276,173,15,0,43,0,2,10,3,6,0,5,3,3,4,1,0,7,1
"E00004487",213,139,1,1,42,4,3,0,7,0,0,0,1,0,6,4,4,0,1
"E00004488",211,121,0,0,11,5,1,1,2,0,1,12,0,1,25,7,11,0,13
"E00004489",284,167,8,0,42,3,0,9,3,3,0,5,0,5,16,12,1,5,5
"E00004490",247,109,9,0,34,8,3,3,0,2,0,25,1,2,37,2,6,3,3
"E00004491",301,179,22,1,39,11,3,1,7,3,0,3,4,1,13,6,2,0,6
"E00004492",325,226,3,0,51,3,0,13,2,6,0,1,8,1,4,1,1,1,4
"E00004493",229,104,11,0,26,7,0,19,3,0,1,0,1,3,3,6,4,1,40
"E00004494",393,273,16,1,76,2,2,7,4,3,0,0,2,3,2,1,0,1,0
"E00004495",256,185,6,0,31,3,0,10,4,5,0,0,1,4,1,0,6,0,0
"E00004496",343,225,10,0,59,1,2,9,4,3,1,0,6,19,1,0,0,0,3
"E00004497",260,136,17,0,25,5,11,10,10,0,1,11,1,6,6,10,7,2,2
"E00004498",332,158,12,0,51,10,4,9,5,8,1,9,11,4,19,19,3,4,5
"E00004499",393,273,15,2,56,2,0,11,8,5,0,0,11,2,3,1,1,0,3
"E00004500",169,103,10,1,28,2,3,4,3,0,0,0,0,2,4,4,3,0,2
"E00004501",116,80,4,0,6,3,0,3,4,4,0,0,1,5,4,0,0,0,2
"E00004502",254,128,18,0,26,3,1,2,0,4,0,22,0,20,11,12,3,0,4
"E00004503",209,128,8,0,37,7,2,5,4,0,0,0,0,6,2,2,5,0,3
"E00004504",352,214,3,0,75,4,0,12,7,2,1,0,9,7,2,0,0,3,13
"E00004505",291,143,28,0,48,18,2,3,3,0,1,12,0,3,13,0,3,0,14
"E00004506",286,152,14,0,36,6,2,9,3,0,0,11,1,5,19,15,5,0,8
"E00004507",259,147,7,0,53,0,0,11,3,5,1,2,7,9,9,0,0,0,5
"E00004508",292,204,6,0,61,2,1,3,2,2,0,0,0,4,5,0,0,2,0
"E00004509",328,197,15,0,27,13,2,8,6,7,0,14,1,0,11,4,9,0,14
"E00004510",303,178,22,0,52,6,2,6,6,2,0,9,0,7,4,0,0,0,9
"E00004511",339,225,7,1,70,0,2,2,5,5,0,0,2,3,7,3,1,0,6
"E00004512",269,161,10,0,39,3,2,5,4,2,1,6,1,9,7,4,0,0,15
"E00004513",273,200,4,0,35,8,1,5,2,2,0,8,0,3,0,1,1,1,2
"E00004514",284,197,10,0,31,3,2,12,6,3,0,13,0,1,1,2,1,0,2
"E00004515",259,147,11,0,48,3,1,6,4,7,0,6,3,8,0,2,5,0,8
"E00004516",357,264,16,0,33,1,6,18,4,4,0,0,3,6,0,0,1,0,1
"E00004517",268,157,4,0,44,4,1,0,4,0,0,7,0,2,23,7,2,8,5
"E00004518",247,139,8,0,34,6,3,3,6,3,0,6,0,9,12,9,2,0,7
"E00004519",274,187,7,0,51,2,0,1,3,7,0,3,0,9,0,4,0,0,0
"E00004520",259,60,13,0,38,4,1,4,3,3,1,52,4,17,43,7,0,2,7
"E00004521",259,140,6,0,56,2,0,3,5,13,2,3,12,2,6,1,1,3,4
"E00004522",197,87,0,0,67,0,0,0,0,8,0,0,20,8,1,1,0,3,2
"E00004523",548,179,7,0,92,4,3,49,15,7,1,47,36,26,22,10,13,18,19
"E00004524",367,224,1,0,53,0,4,6,2,20,6,0,33,7,1,0,1,2,7
"E00004525",254,104,11,0,49,2,0,3,2,5,0,18,22,13,3,7,7,7,1
"E00004526",593,188,15,0,76,2,1,20,9,50,12,40,99,32,19,8,3,7,12
"E00004527",234,113,20,0,41,5,0,1,6,4,0,4,12,5,10,4,0,3,6
"E00004528",327,141,6,2,72,1,1,23,4,4,0,0,4,28,10,3,11,11,6
"E00004529",447,178,7,0,98,0,1,25,3,18,0,7,33,22,17,1,11,22,4
"E00004530",229,85,10,0,57,3,1,2,5,5,1,28,9,6,5,4,2,4,2
"E00004531",293,122,7,0,45,5,5,1,7,2,9,30,7,7,23,7,8,3,5
"E00004532",324,176,5,0,85,2,0,8,8,5,2,5,4,9,2,1,6,1,5
"E00004534",236,81,13,2,26,12,9,1,5,0,5,36,1,6,18,4,4,4,9
"E00004535",205,91,4,0,60,0,3,1,3,6,2,0,16,5,5,0,3,3,3
"E00004536",233,106,6,1,65,0,0,2,2,4,1,0,10,16,2,2,4,1,11
"E00004537",165,87,10,0,22,1,2,4,5,2,0,12,6,3,3,4,1,0,3
"E00004538",193,87,3,0,23,15,1,7,4,13,8,5,0,8,7,3,1,0,8
"E00004539",133,58,6,0,24,1,0,0,5,0,0,11,0,6,11,2,5,1,3
"E00004540",365,131,8,1,42,5,2,7,5,11,6,97,1,14,21,8,2,0,4
"E00004541",219,71,6,0,40,2,3,8,1,1,0,28,2,6,30,5,7,6,3
"E00004542",360,150,11,1,82,5,2,2,7,6,4,32,5,9,16,6,7,9,6
"E00004543",214,132,5,0,44,1,1,2,3,0,0,6,1,4,1,7,2,2,3
"E00004544",286,82,2,3,28,1,2,3,4,7,0,90,16,15,8,3,11,0,11
"E00004545",451,148,8,0,61,1,13,7,7,9,0,88,18,28,52,4,4,0,3
"E00004546",224,123,7,0,36,2,0,1,1,5,0,0,9,7,18,1,7,4,3
"E00004547",406,110,9,0,90,0,0,4,9,20,3,69,34,17,20,7,3,2,9
"E00004548",208,122,14,0,34,3,3,3,0,3,1,7,5,6,3,3,0,1,0
"E00004549",288,82,7,2,54,2,5,7,3,8,2,54,5,14,25,1,10,7,0
"E00004550",389,119,3,0,42,10,1,13,4,20,0,76,9,12,36,1,17,9,17
"E00004551",428,178,16,0,89,10,3,10,16,5,3,20,26,8,23,5,1,12,3
"E00004552",317,116,2,0,47,2,2,12,2,7,4,75,11,9,19,3,2,0,4
"E00004553",301,99,13,0,46,0,3,2,1,1,3,68,15,8,11,2,5,12,12
"E00004554",406,155,10,0,87,4,2,6,8,12,3,2,64,16,22,0,1,6,8
"E00004555",327,105,5,0,34,1,1,3,2,17,4,103,4,7,25,0,9,3,4
"E00004556",301,85,9,0,50,2,7,13,3,10,1,46,22,12,27,4,2,4,4
"E00004557",177,77,6,0,30,0,1,1,4,0,0,22,6,5,15,1,8,0,1
"E00004558",277,108,11,0,42,0,1,1,6,4,0,50,21,14,11,3,0,3,2
"E00004559",503,148,5,0,132,5,6,20,11,26,1,35,35,29,19,17,4,1,9
"E00004560",227,126,2,1,33,8,0,1,4,3,1,15,5,0,8,5,1,10,4
"E00004561",268,100,2,0,39,4,2,4,13,16,0,26,11,29,5,0,2,2,13
"E00004562",272,127,10,0,30,4,3,5,7,8,5,16,4,14,17,2,7,9,4
"E00004563",579,300,18,0,58,14,4,7,15,7,0,15,4,10,77,7,21,2,20
"E00004564",297,148,3,0,58,0,5,3,5,12,5,0,0,14,17,5,8,9,5
"E00004565",309,113,17,0,42,5,2,0,11,2,0,25,4,8,49,14,13,0,4
"E00004566",284,185,14,0,29,4,2,1,4,4,0,1,6,9,16,2,2,3,2
"E00004567",385,138,10,0,39,6,6,5,4,0,2,79,6,11,42,6,15,7,9
"E00004568",359,174,15,0,68,5,6,15,18,6,11,5,4,6,7,0,12,1,6
"E00004569",325,200,15,0,42,4,6,5,7,12,0,0,4,6,9,9,5,0,1
"E00004570",316,199,9,0,48,6,5,3,15,3,0,2,2,10,3,6,2,3,0
"E00004571",333,200,14,1,59,0,2,8,10,6,0,0,2,7,11,0,8,3,2
"E00004572",382,172,10,0,91,1,2,2,12,8,0,24,8,13,16,5,1,10,7
"E00004573",335,167,8,5,60,5,2,6,3,5,6,6,10,9,17,9,8,2,7
"E00004574",372,216,16,0,60,10,3,12,6,2,5,9,2,11,2,8,2,7,1
"E00004575",342,213,15,0,61,7,0,3,9,1,1,0,5,7,4,5,0,3,8
"E00004576",354,170,23,0,39,19,4,2,2,11,0,25,4,8,24,6,4,1,12
"E00004577",334,210,19,0,38,2,1,2,2,2,0,33,3,5,5,6,1,4,1
"E00004578",283,135,18,0,48,6,4,8,5,0,0,9,5,6,25,4,7,0,3
"E00004579",253,163,10,0,23,2,2,9,4,2,0,8,6,6,11,2,2,0,3
"E00004580",301,167,17,0,58,7,1,12,11,1,0,7,2,6,6,5,0,0,1
"E00004581",236,141,9,0,24,2,0,10,3,2,0,11,3,9,9,5,1,0,7
"E00004582",279,183,10,0,40,3,4,9,6,3,0,4,0,4,4,3,2,1,3
"E00004583",373,208,21,0,59,3,3,4,8,2,0,24,0,3,20,7,4,0,7
"E00004584",367,186,32,0,52,8,1,11,15,0,1,1,6,9,5,10,5,4,21
"E00004585",260,157,12,0,36,3,3,7,1,2,3,2,3,7,13,6,2,0,3
"E00004586",247,131,9,1,43,2,3,5,9,0,0,17,7,5,10,2,1,1,1
"E00004587",264,153,13,0,29,9,0,9,5,1,3,6,6,7,6,8,1,0,8
"E00004588",322,199,13,0,64,3,2,3,5,7,0,1,1,7,7,3,1,2,4
"E00004589",277,187,5,0,33,8,6,1,3,0,0,9,1,2,9,9,1,1,2
"E00004590",215,129,7,0,31,3,1,6,3,1,0,0,4,4,14,1,2,0,9
"E00004591",262,121,9,3,33,6,2,0,5,1,0,15,4,20,27,8,2,0,6
"E00004592",197,102,14,0,33,4,3,4,3,7,0,13,2,3,4,0,1,3,1
"E00004593",525,222,17,0,124,5,6,16,16,10,15,20,13,10,19,2,18,2,10
"E00004594",255,132,7,0,60,2,0,3,10,4,0,11,0,4,13,3,2,0,4
"E00004595",315,201,19,1,37,2,0,6,5,5,0,22,0,6,0,11,0,0,0
"E00004596",226,147,13,1,27,1,0,8,4,3,1,0,0,1,8,5,1,5,1
"E00004597",585,235,20,0,36,9,3,1,2,87,1,0,0,89,5,5,0,86,6
"E00004598",242,125,5,0,23,6,3,2,9,2,0,28,4,2,13,4,4,5,7
"E00004599",311,193,7,1,71,2,0,4,6,3,0,8,3,4,1,1,1,0,6
"E00004600",345,123,12,1,48,4,8,1,6,1,1,42,3,19,47,7,17,2,3
"E00004601",289,124,11,0,38,5,1,2,4,8,0,41,0,12,30,4,1,3,5
"E00004602",252,160,8,0,40,0,1,3,8,3,1,7,0,1,6,1,0,3,10
"E00004603",358,107,16,1,46,1,5,4,2,4,7,54,3,19,64,3,11,2,9
"E00004604",262,96,19,0,41,9,2,0,4,0,1,6,0,15,18,12,4,22,13
"E00004605",279,99,19,0,53,1,3,7,4,3,0,13,4,15,29,11,7,7,4
"E00004606",376,156,10,0,78,7,0,4,11,14,8,10,2,14,31,6,5,7,13
"E00004607",188,62,19,1,26,3,1,0,2,3,1,0,2,17,16,10,6,8,11
"E00004608",347,117,14,0,69,1,0,6,11,2,0,33,8,21,23,3,8,22,9
"E00004609",404,114,21,0,86,5,2,3,3,6,2,12,5,22,28,13,7,42,33
"E00004610",265,79,16,0,40,2,9,3,3,12,0,8,7,6,42,3,2,22,11
"E00004611",192,61,47,0,22,0,3,0,4,4,0,6,0,13,15,2,3,3,9
"E00004612",299,67,16,0,70,9,3,2,10,4,0,11,0,15,35,14,23,12,8
"E00004613",246,92,14,0,38,5,1,0,4,7,3,9,1,8,33,8,5,7,11
"E00004614",527,157,12,1,134,3,3,9,14,21,6,21,12,25,17,7,23,23,39
"E00004615",210,88,14,0,20,2,1,3,2,4,2,11,12,10,11,14,1,1,14
"E00004616",269,132,17,0,58,4,0,2,8,9,1,0,1,10,12,4,2,2,7
"E00004617",211,80,8,0,55,3,1,7,2,17,1,2,5,11,6,0,5,6,2
"E00004618",245,129,19,0,49,3,1,3,8,3,0,7,2,4,8,2,0,4,3
"E00004619",243,67,25,0,59,0,3,0,8,0,0,14,0,18,20,7,8,3,11
"E00004620",255,106,11,0,57,6,1,3,5,13,0,3,5,2,21,10,0,9,3
"E00004621",297,129,30,0,39,7,2,4,9,3,1,13,0,6,30,3,15,5,1
"E00004622",405,187,16,1,84,2,2,2,9,23,5,0,12,24,20,2,0,12,4
"E00004623",335,122,35,0,61,3,3,4,0,9,3,22,1,6,16,17,4,20,9
"E00004624",275,133,1,0,77,0,0,4,3,12,5,7,2,8,6,3,0,12,2
"E00004625",338,129,6,0,77,4,1,4,4,6,7,2,13,17,18,17,11,11,11
"E00004626",395,105,12,1,105,3,2,8,7,30,10,0,20,50,16,3,4,10,9
"E00004627",186,62,8,0,27,4,4,1,10,6,0,12,4,12,10,10,6,4,6
"E00004628",230,44,8,0,32,0,1,1,5,6,0,11,0,23,48,1,23,10,17
"E00004629",223,97,10,0,71,2,0,7,7,3,0,0,7,4,2,0,0,4,9
"E00004630",188,89,7,0,44,0,1,1,4,11,0,2,8,12,3,0,0,1,5
"E00004631",247,130,29,0,30,5,2,2,3,4,3,6,1,7,3,2,7,5,8
"E00004632",227,70,11,2,44,1,4,3,3,0,0,13,0,6,37,2,6,17,8
"E00004633",336,98,26,0,33,6,1,1,0,5,4,45,6,15,62,7,4,15,8
"E00004634",283,135,9,1,65,1,5,4,6,13,1,0,2,7,9,1,5,5,14
"E00004635",299,85,9,2,34,2,1,3,7,6,1,7,0,17,70,26,15,9,5
"E00004636",266,77,17,1,39,5,4,3,9,4,0,28,0,8,35,13,17,3,3
"E00004637",239,66,15,0,49,2,4,2,2,0,0,22,9,7,34,4,2,20,1
"E00004638",308,123,8,1,82,4,3,10,7,7,1,11,7,14,6,3,7,6,8
"E00004639",205,72,9,0,44,10,3,3,5,1,0,11,3,7,9,16,2,7,3
"E00004640",336,96,21,0,65,2,2,11,2,10,3,6,2,15,41,9,16,23,12
"E00004641",364,73,15,0,58,4,6,1,8,9,4,61,6,26,49,6,21,10,7
"E00004642",344,98,15,0,48,6,4,2,4,12,3,30,0,14,65,2,18,17,6
"E00004643",353,131,10,4,86,6,3,5,8,3,0,0,5,16,20,10,10,29,7
"E00004644",369,100,16,0,44,7,5,11,14,4,5,21,4,7,41,23,9,35,23
"E00004645",172,52,3,0,53,1,1,2,5,0,1,0,6,8,10,3,3,14,10
"E00004646",268,84,7,0,37,2,7,2,2,5,1,54,16,5,18,5,6,11,6
"E00004647",371,119,5,0,57,2,4,2,7,9,2,39,17,15,34,28,22,6,3
"E00004649",227,80,8,0,70,0,0,5,3,11,1,3,19,9,2,1,0,11,4
"E00004650",327,109,6,0,66,6,7,7,4,7,9,17,24,17,18,9,4,14,3
"E00004651",159,65,5,0,34,0,1,1,1,9,1,0,23,8,1,2,5,0,3
"E00004652",237,103,4,0,56,2,0,1,4,16,0,18,10,7,9,3,3,0,1
"E00004653",151,63,5,0,52,1,1,1,3,2,2,0,7,5,1,2,1,2,3
"E00004654",141,28,3,0,38,0,0,4,4,9,0,0,28,17,3,2,0,1,4
"E00004655",464,110,8,0,96,3,1,7,47,22,2,0,20,28,46,16,51,3,4
"E00004656",402,82,11,0,143,8,0,2,20,18,7,11,19,33,13,12,6,5,12
"E00004658",318,80,6,0,37,0,4,4,5,3,0,99,16,26,21,7,4,0,6
"E00004659",404,101,7,0,61,2,2,2,22,28,5,32,7,39,30,14,13,8,31
"E00004660",351,120,8,0,35,0,12,5,1,6,4,27,11,15,43,31,26,2,5
"E00004661",268,72,7,0,42,4,2,1,10,10,14,27,8,25,23,6,5,3,9
"E00004662",288,110,15,0,45,15,1,1,3,16,6,20,13,14,14,0,3,4,8
"E00004663",361,53,0,0,38,1,2,5,3,11,1,150,26,8,35,8,12,3,5
"E00004664",358,131,7,0,36,6,1,0,5,15,3,64,14,7,14,23,10,1,21
"E00004665",260,78,9,0,19,8,0,2,7,5,0,45,6,7,43,8,13,3,7
"E00004666",426,129,10,0,85,5,3,10,7,18,6,19,51,19,26,9,8,14,7
"E00004667",207,90,6,0,56,0,0,3,6,12,1,0,14,10,0,0,0,2,7
"E00004668",171,75,11,0,12,4,3,0,5,1,0,22,0,18,7,9,3,0,1
"E00004669",293,67,5,0,27,2,3,6,13,0,4,97,8,11,32,5,5,2,6
"E00004670",251,62,7,0,27,1,5,1,7,11,0,48,19,10,27,3,5,13,5
"E00004671",470,140,5,0,45,7,6,4,23,8,5,109,10,12,51,14,16,3,12
"E00004672",223,97,1,0,51,0,4,0,5,10,5,1,15,19,5,0,1,4,5
"E00004673",282,77,6,0,34,0,9,6,5,0,3,67,12,21,24,2,4,7,5
"E00004674",240,76,12,0,27,0,3,0,1,10,0,62,16,10,18,1,2,2,0
"E00004675",232,87,9,1,21,1,2,4,3,2,3,54,0,12,20,4,5,2,2
"E00004676",967,414,5,0,162,4,5,29,12,60,29,6,182,35,9,2,1,9,3
"E00004677",325,78,2,0,48,2,2,4,10,5,3,89,27,8,21,0,6,12,8
"E00004678",334,106,7,0,33,4,5,4,3,6,0,75,10,17,32,10,16,4,2
"E00004679",180,91,4,0,23,0,0,0,6,0,3,23,8,2,2,2,3,9,4
"E00004680",263,87,1,0,81,3,2,2,3,14,3,0,31,14,10,1,1,4,6
"E00004681",293,125,3,0,62,0,2,1,1,30,1,0,12,22,6,0,1,22,5
"E00004682",165,38,4,0,26,2,1,1,0,0,0,44,6,1,20,2,4,9,7
"E00004683",173,46,3,0,13,1,7,0,4,2,0,37,10,7,17,6,12,6,2
"E00004684",320,144,10,1,42,1,0,3,6,9,0,37,6,24,18,9,8,1,1
"E00004685",321,87,6,0,39,2,10,3,0,10,0,74,19,16,36,6,6,3,4
"E00004686",310,95,4,0,42,0,3,3,3,10,0,61,13,12,40,4,2,6,12
"E00004687",245,128,6,0,47,0,2,6,2,17,6,0,6,13,6,1,0,2,3
"E00004688",411,118,10,0,89,1,0,5,6,13,0,86,14,14,11,11,5,9,19
"E00004689",323,114,8,0,39,3,0,7,6,10,0,58,16,7,23,3,4,8,17
"E00004690",229,99,10,0,40,1,6,0,6,11,0,7,8,3,17,2,6,7,6
"E00004691",478,223,3,0,31,0,2,7,2,11,16,45,65,3,4,3,1,56,6
"E00004692",432,122,10,0,74,4,10,18,5,21,7,40,26,12,22,4,6,44,7
"E00004693",361,113,7,0,68,0,3,11,3,24,0,45,14,13,18,8,12,17,5
"E00004694",285,75,5,0,53,3,5,7,4,8,3,52,31,10,13,6,0,4,6
"E00004695",459,98,8,1,68,1,1,6,9,22,8,90,20,31,28,23,27,4,14
"E00004696",348,97,4,0,40,7,5,4,5,17,2,72,6,19,37,6,11,5,11
"E00004697",295,91,9,0,42,2,2,4,3,16,0,55,24,10,14,5,8,7,3
"E00004699",161,51,5,0,30,0,2,1,1,6,2,31,0,0,19,2,6,3,2
"E00004700",280,90,3,0,31,3,0,4,2,10,1,52,11,14,29,5,10,13,2
"E00004701",306,78,3,1,77,8,0,2,8,10,1,22,11,20,35,2,7,14,7
"E00004702",265,103,15,0,36,3,3,5,2,5,1,19,3,9,31,3,5,12,10
"E00004703",298,164,11,1,49,5,0,8,2,6,0,4,3,11,10,9,4,7,4
"E00004704",374,126,12,0,82,1,0,1,10,10,1,15,6,22,53,5,16,0,14
"E00004705",351,177,6,0,83,2,3,5,8,14,0,0,5,6,8,8,14,2,10
"E00004706",426,153,19,1,90,2,1,5,4,6,1,47,12,29,24,2,12,3,15
"E00004707",455,151,9,0,138,4,8,10,6,11,2,15,14,36,11,0,16,2,22
"E00004708",200,89,15,0,41,0,0,4,3,8,1,4,7,7,7,3,6,1,4
"E00004709",388,167,13,0,76,6,6,5,10,7,0,36,4,14,28,4,6,0,6
"E00004710",311,143,12,0,53,5,1,5,5,4,5,18,5,14,9,8,18,1,5
"E00004711",298,174,9,0,46,9,2,6,9,3,1,9,1,6,19,1,0,1,2
"E00004712",324,160,6,0,99,0,0,2,5,10,0,0,8,17,3,2,2,3,7
"E00004713",164,116,2,0,10,4,3,3,1,2,1,3,1,9,0,1,2,4,2
"E00004714",282,156,4,0,55,3,1,4,9,8,0,0,9,18,2,2,0,4,7
"E00004715",311,126,4,0,49,2,6,3,3,13,2,15,20,14,21,12,10,8,3
"E00004716",318,82,8,0,44,2,7,0,8,8,2,84,12,7,17,7,8,14,8
"E00004717",183,88,1,0,28,5,0,0,8,4,0,6,6,12,3,17,3,1,1
"E00004718",316,57,8,0,36,1,4,3,5,5,5,88,14,12,34,6,7,15,16
"E00004719",423,160,5,0,41,9,5,7,2,12,8,91,9,21,32,4,4,5,8
"E00004720",232,115,11,3,21,6,2,4,1,1,2,6,1,22,10,12,5,5,5
"E00004721",338,90,8,0,45,4,2,0,7,6,3,93,13,21,30,5,2,2,7
"E00004722",294,64,6,0,52,0,0,0,0,4,2,93,15,17,29,2,0,1,9
"E00004723",264,72,11,0,21,2,0,5,6,9,0,57,14,12,20,10,7,8,10
"E00004724",324,76,12,0,50,1,14,7,11,4,4,53,17,17,24,2,18,0,14
"E00004725",403,91,13,0,35,1,10,0,3,4,5,96,12,34,53,4,9,18,15
"E00004726",234,121,8,0,22,2,9,1,2,3,5,23,1,12,18,2,2,2,1
"E00004727",322,69,7,0,35,0,6,3,10,7,1,115,13,9,22,1,6,5,13
"E00004728",563,129,9,3,39,6,1,8,3,7,1,172,19,34,73,5,36,9,9
"E00004729",256,85,4,0,21,9,11,0,4,4,0,50,6,3,25,5,12,5,12
"E00004730",160,70,5,0,20,2,3,1,5,3,0,24,1,11,10,1,1,1,2
"E00004731",323,117,4,0,81,3,3,7,3,7,2,27,15,18,17,6,2,6,5
"E00004732",417,89,17,0,78,9,4,2,3,1,1,84,11,4,56,3,37,11,7
"E00004733",246,109,6,0,42,6,2,4,5,1,0,5,10,14,24,6,2,3,7
"E00004734",343,72,12,0,44,0,2,2,1,9,0,111,11,12,27,2,20,4,14
"E00004735",274,100,10,0,25,3,3,6,3,5,0,18,10,3,45,12,23,2,6
"E00004736",257,118,17,0,49,4,2,2,4,6,0,5,5,13,20,1,3,2,6
"E00004738",261,136,17,0,52,0,2,4,7,3,0,8,8,5,10,2,0,4,3
"E00004739",274,126,9,0,57,0,1,2,12,8,0,12,9,9,6,4,4,10,5
"E00004740",306,84,2,1,30,14,8,4,4,0,6,55,1,16,28,9,14,11,19
"E00004741",315,140,8,0,52,10,2,2,3,2,2,30,2,21,10,11,7,2,11
"E00004742",459,198,17,1,33,1,0,3,48,11,0,21,42,4,23,3,14,40,0
"E00004743",396,189,15,0,38,3,3,8,9,14,3,41,21,10,27,6,4,2,3
"E00004744",331,118,20,0,34,2,7,1,4,9,3,71,17,6,25,2,3,6,3
"E00004745",286,127,16,0,26,6,1,2,2,1,0,41,10,10,24,6,7,1,6
"E00004746",314,131,7,0,42,12,0,4,3,2,0,35,2,7,51,4,3,3,8
"E00004747",330,109,4,0,38,0,0,5,7,8,3,59,20,12,22,7,19,8,9
"E00004748",344,113,5,1,67,4,7,1,2,5,1,80,4,10,23,6,3,10,2
"E00004749",528,123,12,1,47,6,4,2,13,5,4,163,7,8,71,11,23,7,21
"E00004750",447,143,10,1,98,7,5,5,4,15,2,25,5,50,34,2,8,1,32
"E00004751",240,103,20,0,38,0,3,2,0,7,2,27,6,3,15,7,2,2,3
"E00004752",331,171,15,0,40,1,2,5,6,4,2,32,7,8,8,5,9,5,11
"E00004753",308,142,7,0,40,5,0,1,4,2,1,45,3,10,29,14,2,0,3
"E00004754",302,83,7,0,50,3,4,9,7,18,3,36,10,18,28,6,14,2,4
"E00004755",260,91,10,0,46,6,4,4,4,4,0,21,7,11,31,3,5,2,11
"E00004756",259,106,5,1,44,4,3,3,7,1,3,22,4,7,23,6,14,2,4
"E00004757",334,86,4,0,35,4,10,1,14,7,0,64,6,14,51,4,19,6,9
"E00004758",232,66,4,0,19,3,4,1,3,2,0,53,1,3,43,0,7,8,15
"E00004759",233,74,8,0,35,3,2,3,3,6,0,39,2,12,31,5,4,0,6
