OPR_DESC_TXT,BUS_SVC_NO_TXT,BUS_DIRCTN_TXT,BUS_ROUTE_SEQ_NUM,RD_NAM,BUS_STOP_DESC_TXT,OP_HR_1_TXT,OP_HR_2_TXT,ORIG_DEST_TXT,FARE_TXT,SVC_IND_CD,LATTD_TXT,LONGTD_TXT,BUS_STOP_CD,NO_SVC_IND,WEBSITE_TXT,CONTACT_TXT
"SBS Transit Ltd","536","1","6","Pioneer Road North","Block 705","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.34101574170309","103.69430581226403",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","7","Pioneer Road North","Bus stop outside Blk 653B","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.33649062500000","103.69631870000000","22469","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","7","Pioneer Road North","Block 643","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.33918675246348","103.69545523603354",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","8","Anson Road","Bus stop outside International Plaza","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.27570339500000","103.84632470000000","03223","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","8","Pioneer Road North","Block 653B","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.33649062479414","103.69631873743737",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","9","Cecil Street","Bus stop opposite GB Building","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.27892124600000","103.84776230000000","03151","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","9","Pioneer Road North","Bef Singapore Post","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.33369710730493","103.69666289847902",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","10","Cecil Street","Bus stop outside Prudential Tower","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.28255524600000","103.84998900000000","03021","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","10","Pioneer Road North","Bef Secura","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.33000472340216","103.69665906905150",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","11","Fullerton Road","Bus stop outside Fullerton Square","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.28559758900000","103.85333600000000","03011","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","11","Pioneer Road North","Opposite Joo Ann Eating Hse","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.32624542877841","103.69661577387750",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","12","Jalan Ahmad Ibrahim","Opposite Carrier Singapore","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.32702967705527","103.73922295294960",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","13","Ayer Rajah Expressway","SIT Dover","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.30061249997689","103.77815138886747",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","14","Keppel Road","Former Railway Station","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.27261333297575","103.83694861102117",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","15","Keppel Road","Customs Port Branch HQ","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.27273463868477","103.84138834185200",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","16","Anson Road","International Plaza","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.27570339523270","103.84632468221952",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","17","Cecil Street","Opposite GB Building","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.27892124625262","103.84776234627124",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","18","Cecil Street","Prudential Tower","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.28255524603003","103.84998903789258",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","536","1","19","Fullerton Road","Fullerton Square","8.00am (1 trip, Monday to Friday)",,"Jurong West Street 91 to Cecil Street / Fullerton Road","$3.80","PREMIUM","1.28559758918260","103.85333597704485",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","1","Pasir Ris Drive 3","Bus stop outside Blk 500A","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37654807600000","103.94602820000000","77191","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","1","Pasir Ris Drive 3","Pasir Ris Int","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37370753048836","103.94957592524051",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","2","Pasir Ris Drive 3","Bus stop after Blk 601","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37864001200000","103.94276350000000","77201","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","2","Pasir Ris Drive 3","Block 500A","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37654807606486","103.94602815996554",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","3","Pasir Ris Drive 3","Bus stop outside Blk 626","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37999169600000","103.94094540000000","77211","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","3","Pasir Ris Drive 3","Aft Block 601","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37864001176536","103.94276350247947",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","4","Pasir Ris Drive 3","Bus stop outside Blk 713","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.38223834200000","103.93864430000000","77251","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","4","Pasir Ris Drive 3","Block 626","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37999169580419","103.94094544562029",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","5","Pasir Ris Drive 12","Bus stop outside Blk 717","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.38285811700000","103.93615880000000","77261","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","5","Pasir Ris Drive 3","Block 713","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.38223834152443","103.93864433688064",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","6","Pasir Ris Drive 12","Bus stop after Pasir Ris Street 72","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.38058998400000","103.93496140000000","77271","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","6","Pasir Ris Drive 12","Block 717","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.38285811735056","103.93615875590504",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","7","Pasir Ris Drive 1","Bus stop outside Blk 738","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37889760000000","103.93596530000000","77289","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","7","Pasir Ris Drive 12","Aft Pasir Ris Street 72","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.38058998439068","103.93496138376190",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","8","Pasir Ris Drive 10","Bus stop outside Meridian Junior College","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37694324700000","103.93633200000000","77169","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","8","Pasir Ris Drive 1","Block 738","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37889759950996","103.93596534133927",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","9","Pasir Ris Street 71","Bus stop opposite Blks 771/772","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37554666700000","103.93754170000000","77319","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","9","Pasir Ris Drive 10","Meridian JC","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37694324707892","103.93633204441460",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","10","Pasir Ris Street 71","Bus stop opposite Blk 778","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37437639700000","103.93874480000000","77309","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","10","Pasir Ris Street 71","Opposite Blks 771/772","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37554666701554","103.93754166696733",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","11","Elias Road","Bus stop outside Ris Grandeur","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37377216800000","103.94041320000000","77061","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","11","Pasir Ris Street 71","Opposite Block 778","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37437639672106","103.93874482147835",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","12","Pasir Ris Drive 1","Bus stop outside Blk 612","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37446278162558","103.94180578126500","78049","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","12","Elias Road","Ris Grandeur","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37377216806532","103.94041320097696",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","13","Pasir Ris Drive 1","Bus stop outside Blk 515","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37373109100000","103.94353160000000","77019","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","13","Pasir Ris Drive 1","Block 612","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37446278162560","103.94180578126523",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","14","Pasir Ris Drive 1","Bus stop outside Blk 571","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37276039900000","103.94599040000000","77029","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","14","Pasir Ris Drive 1","Block 515","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37371080003590","103.94351079998545",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","15","Robinson Road","Bus stop after Capital Tower","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.27782595360790","103.84810117197290","03111","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","15","Pasir Ris Drive 1","Block 571","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.37274960000662","103.94597779999948",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","16","Robinson Road","Bus stop opposite The Ogilvy Centre","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.27992132484601","103.84938031677060","03071","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","16","Tampines Expressway","Express","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","0.00000000000000","0.00000000000000",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","17","Robinson Road","Bus stop opposite AIA Tower","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.28207492207952","103.85086074925066","03031","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","17","Pan-Island Expressway","At Track 33 Int","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","0.00000000000000","0.00000000000000",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","18","Fullerton Road","Bus stop outside Fullerton Square","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.28559758900000","103.85333600000000","03011","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","18","East Coast Parkway","Express","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","0.00000000000000","0.00000000000000",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","19","Prince Edward Road","Express","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","0.00000000000000","0.00000000000000",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","20","Robinson Road","After Capital Tower","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.27782595360790","103.84810117197290",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","21","Robinson Road","Opposite The Ogilvy Centre","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.27992132484601","103.84938031677060",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","22","Robinson Road","Opposite AIA Tower","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.28207492207952","103.85086074925066",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","538","1","23","Fullerton Road","Fullerton Square","7.35am and 7.45am (Monday to Friday)",,"Pasir Ris Drive 3 to Robinson Road / Fullerton Road","$3.80","PREMIUM","1.28559758918260","103.85333597704485",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","1","Pasir Ris Drive 4","Bus stop opposite Blk 216","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36906973000000","103.96024800000000","78169","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","1","Pasir Ris Drive 3","Pasir Ris Int","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.37370753048836","103.94957592524051",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","2","Pasir Ris Street 21","Bus stop outside Blk 242","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.37136503100000","103.96221420000000","78209","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","2","Pasir Ris Drive 4","Opposite Block 216","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36906973013181","103.96024801184656",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","3","Pasir Ris Street 21","Bus stop opposite Blk 204","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36725694500000","103.96327820000000","78219","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","3","Pasir Ris Drive 4","Opposite Block 230","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.37246473904375","103.96053778303401",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","4","Pasir Ris Drive 1","Bus stop outside Blk 197","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36625310800000","103.96118120000000","78051","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","4","Pasir Ris Street 21","Block 242","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.37136503123380","103.96221418839181",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","5","Pasir Ris Drive 1","Bus stop outside Blk 104","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36824361200000","103.95848120000000","78061","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","5","Pasir Ris Street 21","Opposite Block 204","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36725694472542","103.96327818546209",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","6","Pasir Ris Drive 1","Bus stop outside Blk 115","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36908504500000","103.95508530000000","77051","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","6","Pasir Ris Drive 1","Block 197","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36625310810093","103.96118122599651",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","7","Pasir Ris Drive 1","Bus stop outside Blk 541","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36944854600000","103.95130450000000","77041","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","7","Pasir Ris Drive 1","Block 104","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36824361151738","103.95848117561664",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","8","Pasir Ris Drive 1","Bus stop after Pasir Ris Central","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.37116337100000","103.94838110000000","77031","N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
"SBS Transit Ltd","539","1","8","Pasir Ris Drive 1","Block 115","7.35am and 7.45am (2 trips, Monday to Friday)",,"Pasir Ris Drive 4 to Fullerton Road Via Robinson Road","$3.80","PREMIUM","1.36908504460753","103.95508527984948",,"N","Website: http://www.sbstransit.com.sg/transport/premium.aspx","Email: crc@sbstransit.com.sg Phone: 1800-287 2727"
